model,prompt_id,case_id,prompt,target,task,topic,layer,subspace_family,subspace_k,direction,sign,epsilon,mode,fisher_output_energy,latent_step_norm,hidden_step_norm,rho,entropy_before,entropy_after,delta_entropy,abs_delta_entropy,varentropy_before,varentropy_after,delta_varentropy,abs_delta_varentropy,confidence_before,confidence_after,delta_confidence,semantic_entropy_proxy_before,semantic_entropy_proxy_after,delta_semantic_entropy_proxy,semantic_density_uncertainty_before,semantic_density_uncertainty_after,delta_semantic_density_uncertainty,haloscope_style_consistency_risk_before,haloscope_style_consistency_risk_after,delta_haloscope_style_consistency_risk,selected_top1_before,selected_top1_after,selected_top1_changed,target_in_topm,target_top1_before,target_top1_after,target_correct_changed,target_prob_before,target_prob_after,delta_target_prob,top5_jaccard,top10_jaccard,top1_token_before,top1_token_after
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,delta_pca,8,random_control,increase,0.05,fisher_output_equal,0.05,0.2080751178506855,0.20807511785068553,0.501337553077608,2.370026515019353,2.3467101521681135,-0.023316362851239614,0.023316362851239614,0.7712106134354642,0.8184596240754265,0.04724901063996234,0.04724901063996234,0.21987704771029984,0.23078288470946062,0.010905836999160784,1.1311528847055174,1.1282774836054608,-0.002875401100056685,0.335426894800264,0.33412403917437516,-0.0013028556258888324,0.6312405973916676,0.6283100424101113,-0.002930554981556255,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,delta_pca,8,random_control,decrease,0.05,fisher_output_equal,0.05,0.2080751178506855,0.20807511785068553,0.501337553077608,2.370026515019353,2.3915012660967947,0.021474751077441567,0.021474751077441567,0.7712106134354642,0.72546251897883,-0.04574809445663419,0.04574809445663419,0.21987704771029984,0.20890330631346035,-0.010973741396839487,1.1311528847055174,1.1332205632322636,0.002067678526746164,0.335426894800264,0.3365815199277724,0.001154625127508413,0.6312405973916676,0.6335486943446623,0.0023080969529947204,141184,71821,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,_XDECREF
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,accessible_ls,increase,0.05,fisher_output_equal,0.05,0.3046409337543731,0.3046409337543731,0.4913218642704611,2.370026515019353,2.4000817752811505,0.03005526026179739,0.03005526026179739,0.7712106134354642,0.7147853505672994,-0.05642526286816474,0.05642526286816474,0.21987704771029984,0.2103824095466945,-0.009494638163605351,1.1311528847055174,1.15442304707865,0.02327016237313262,0.335426894800264,0.3369466276727705,0.0015197328725065073,0.6312405973916676,0.6491030474247876,0.017862450033120036,141184,71821,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,_XDECREF
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,accessible_ls,decrease,0.05,fisher_output_equal,0.05,0.3046409337543731,0.3046409337543731,0.4913218642704611,2.370026515019353,2.338651418337729,-0.03137509668162419,0.03137509668162419,0.7712106134354642,0.8270027495174507,0.05579213608198652,0.05579213608198652,0.21987704771029984,0.22911989459088947,0.009242846880589628,1.1311528847055174,1.1072799081543545,-0.02387297655116294,0.335426894800264,0.33376669660023794,-0.001660198200026053,0.6312405973916676,0.6135480145472729,-0.017692582844394678,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,grad_orthogonal_control,increase,0.05,fisher_output_equal,0.05,0.32842909589519215,0.3284290958951922,0.4913218642704611,2.370026515019353,2.369225696887966,-0.0008008181313869933,0.0008008181313869933,0.7712106134354642,0.7813715316940792,0.010160918258615093,0.010160918258615093,0.21987704771029984,0.21159671892137613,-0.008280328788923708,1.1311528847055174,1.140363862359404,0.009210977653886454,0.335426894800264,0.33545103843342594,2.414363316194379e-05,0.6312405973916676,0.6366733416128213,0.005432744221153696,141184,71821,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,_XDECREF
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,grad_orthogonal_control,decrease,0.05,fisher_output_equal,0.05,0.32842909589519215,0.3284290958951922,0.4913218642704611,2.370026515019353,2.3692293177992143,-0.0007971972201388233,0.0007971972201388233,0.7712106134354642,0.7636673587159882,-0.0075432547194759225,0.0075432547194759225,0.21987704771029984,0.2278120134273179,0.007934965717018072,1.1311528847055174,1.122081989736006,-0.009070894969511523,0.335426894800264,0.33524585608742297,-0.00018103871284103068,0.6312405973916676,0.6259263987380388,-0.00531419865362881,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,random_control,increase,0.05,fisher_output_equal,0.05,0.242646010613959,0.242646010613959,0.4913218642704611,2.370026515019353,2.355594064422615,-0.014432450596737922,0.014432450596737922,0.7712106134354642,0.7909707365773282,0.01976012314186404,0.01976012314186404,0.21987704771029984,0.23510321275541857,0.015226165045118728,1.1311528847055174,1.1183301303034372,-0.01282275440208025,0.335426894800264,0.33495671716853026,-0.00047017763173373694,0.6312405973916676,0.6228912119882091,-0.008349385403458531,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer12,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,12,random,8,random_control,decrease,0.05,fisher_output_equal,0.05,0.242646010613959,0.242646010613959,0.4913218642704611,2.370026515019353,2.3820888426984976,0.012062327679144502,0.012062327679144502,0.7712106134354642,0.756898152176263,-0.014312461259201159,0.014312461259201159,0.21987704771029984,0.2050763465409664,-0.014800701169333436,1.1311528847055174,1.143793866953622,0.012640982248104615,0.335426894800264,0.33562921677393587,0.00020232197367187066,0.6312405973916676,0.6394750613375639,0.008234463945896331,141184,71821,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,_XDECREF
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,accessible_ls,increase,0.05,fisher_output_equal,0.05,0.34870003152633944,0.3487000315263393,0.7167503949657091,2.3929350692760267,2.4255895766292355,0.03265450735320874,0.03265450735320874,0.610824865565154,0.5611413295160097,-0.04968353604914433,0.04968353604914433,0.1957477631825546,0.18756856113841602,-0.008179202044138578,1.3616695738736417,1.3633595544089416,0.0016899805352998953,0.32892156201331724,0.3308098808131499,0.0018883187998326445,0.8260671082144416,0.8270220744740389,0.0009549662595972341,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,accessible_ls,decrease,0.05,fisher_output_equal,0.05,0.34870003152633944,0.3487000315263393,0.7167503949657091,2.3929350692760267,2.3595472875212833,-0.03338778175474344,0.03338778175474344,0.610824865565154,0.6587504435205358,0.04792557795538177,0.04792557795538177,0.1957477631825546,0.20365017837010646,0.007902415187551859,1.3616695738736417,1.3597943272267825,-0.00187524664685923,0.32892156201331724,0.32700491375830576,-0.0019166482550114772,0.8260671082144416,0.82529161285646,-0.0007754953579816037,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,grad_orthogonal_control,increase,0.05,fisher_output_equal,0.05,0.3501320274124916,0.35013202741249144,0.7167503949657091,2.3929350692760267,2.392978397681369,4.3328405342268894e-05,4.3328405342268894e-05,0.610824865565154,0.5981315096801973,-0.01269335588495668,0.01269335588495668,0.1957477631825546,0.1916956448301188,-0.004052118352435796,1.3616695738736417,1.3601940934901688,-0.0014754803834728936,0.32892156201331724,0.3289183765825411,-3.1854307761536305e-06,0.8260671082144416,0.8230782388600137,-0.002988869354427881,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,grad_orthogonal_control,decrease,0.05,fisher_output_equal,0.05,0.3501320274124916,0.35013202741249144,0.7167503949657091,2.3929350692760267,2.3930576062188815,0.00012253694285480066,0.00012253694285480066,0.610824865565154,0.6200298682202245,0.009205002655070516,0.009205002655070516,0.1957477631825546,0.19927128614141076,0.0035235229588561623,1.3616695738736417,1.3627394250368872,0.0010698511632454277,0.32892156201331724,0.3289696407168755,4.807870355827415e-05,0.8260671082144416,0.8287168897628534,0.002649781548411778,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,random_control,increase,0.05,fisher_output_equal,0.05,0.25916771036999003,0.25916771036999,0.7167503949657091,2.3929350692760267,2.3984949090628414,0.005559839786814624,0.005559839786814624,0.610824865565154,0.6044661656798033,-0.00635869988535076,0.00635869988535076,0.1957477631825546,0.18826189446215782,-0.007485868720396777,1.3616695738736417,1.3591056474760221,-0.002563926397619598,0.32892156201331724,0.32883957200463276,-8.199000868447381e-05,0.8260671082144416,0.8210397202620696,-0.005027387952372009,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,state_pca,8,random_control,decrease,0.05,fisher_output_equal,0.05,0.25916771036999003,0.25916771036999,0.7167503949657091,2.3929350692760267,2.384757535471084,-0.008177533804942794,0.008177533804942794,0.610824865565154,0.6230819404179793,0.012257074852825234,0.012257074852825234,0.1957477631825546,0.2029717926462347,0.007224029463680087,1.3616695738736417,1.3635410707128348,0.0018714968391930764,0.32892156201331724,0.3287513414137081,-0.00017022059960913882,0.8260671082144416,0.8305661006032998,0.004498992388858203,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,accessible_ls,increase,0.05,fisher_output_equal,0.05,0.4207800548119774,0.42078005481197744,0.27753276481920164,2.3929350692760267,2.413178824963265,0.02024375568723835,0.02024375568723835,0.610824865565154,0.5713648316579256,-0.03946003390722841,0.03946003390722841,0.1957477631825546,0.18583813962171386,-0.009909623560840741,1.3616695738736417,1.3617710840572008,0.0001015101835590837,0.32892156201331724,0.32998927049422677,0.001067708480909535,0.8260671082144416,0.8240053958824349,-0.0020617123320066932,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,accessible_ls,decrease,0.05,fisher_output_equal,0.05,0.4207800548119774,0.42078005481197744,0.27753276481920164,2.3929350692760267,2.3721227986817146,-0.02081227059431212,0.02081227059431212,0.610824865565154,0.6499238978366485,0.03909903227149447,0.03909903227149447,0.1957477631825546,0.20544932237039912,0.009701559187844516,1.3616695738736417,1.3609613505719826,-0.0007082233016590944,0.32892156201331724,0.32781766364132825,-0.0011038983719889872,0.8260671082144416,0.827820537199395,0.0017534289849533424,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,grad_orthogonal_control,increase,0.05,fisher_output_equal,0.05,0.2192313607974722,0.21923136079747224,0.27753276481920164,2.3929350692760267,2.391698167680014,-0.0012369015960125296,0.0012369015960125296,0.610824865565154,0.6114794946709091,0.000654629105755089,0.000654629105755089,0.1957477631825546,0.19974098141163982,0.003993218229085216,1.3616695738736417,1.3545071923607228,-0.007162381512918925,0.32892156201331724,0.32761970566795795,-0.0013018563453592868,0.8260671082144416,0.8166799113463142,-0.00938719686812739,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,grad_orthogonal_control,decrease,0.05,fisher_output_equal,0.05,0.2192313607974722,0.21923136079747224,0.27753276481920164,2.3929350692760267,2.391713272565233,-0.001221796710793921,0.001221796710793921,0.610824865565154,0.6145325354996529,0.0037076699344988917,0.0037076699344988917,0.1957477631825546,0.19130215574581547,-0.004445607436739135,1.3616695738736417,1.3674009243319458,0.005731350458304085,0.32892156201331724,0.33001944163730834,0.0010978796239911048,0.8260671082144416,0.8348124928830343,0.008745384668592648,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,random_control,increase,0.05,fisher_output_equal,0.05,0.17952683974843492,0.1795268397484349,0.27753276481920164,2.3929350692760267,2.3975693325868717,0.004634263310844933,0.004634263310844933,0.610824865565154,0.5890962777192367,-0.021728587845917358,0.021728587845917358,0.1957477631825546,0.18198821600275764,-0.013759547179796966,1.3616695738736417,1.3566248479242091,-0.005044725949432616,0.32892156201331724,0.32862400746004483,-0.00029755455327240554,0.8260671082144416,0.817498734309147,-0.008568373905294635,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,delta_pca,8,random_control,decrease,0.05,fisher_output_equal,0.05,0.17952683974843492,0.1795268397484349,0.27753276481920164,2.3929350692760267,2.385685029872149,-0.007250039403877917,0.007250039403877917,0.610824865565154,0.6382799925659388,0.027455127000784785,0.027455127000784785,0.1957477631825546,0.21000680312680048,0.014259039944245877,1.3616695738736417,1.3649450617657313,0.0032754878920895347,0.32892156201331724,0.3289200991517096,-1.462861607626209e-06,0.8260671082144416,0.8338547012459845,0.007787593031542861,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,random,8,accessible_ls,increase,0.05,fisher_output_equal,0.05,0.5215920411503502,0.5215920411503503,0.6375202121856629,2.3929350692760267,2.424081895866656,0.031146826590629395,0.031146826590629395,0.610824865565154,0.5635328562386315,-0.047292009326522555,0.047292009326522555,0.1957477631825546,0.18624706065450972,-0.009500702528044885,1.3616695738736417,1.3626862996488711,0.0010167257752293768,0.32892156201331724,0.3308496283888612,0.0019280663755439909,0.8260671082144416,0.8257346324400143,-0.0003324757744272988,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,random,8,accessible_ls,decrease,0.05,fisher_output_equal,0.05,0.5215920411503502,0.5215920411503503,0.6375202121856629,2.3929350692760267,2.3618203678123946,-0.031114701463632155,0.031114701463632155,0.610824865565154,0.6555652904198289,0.04474042485467489,0.04474042485467489,0.1957477631825546,0.20498767447270952,0.009239911290154917,1.3616695738736417,1.3605078769739274,-0.0011616968997143484,0.32892156201331724,0.32701775941157396,-0.0019038026017432763,0.8260671082144416,0.826554686934492,0.0004875787200503412,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer12,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,12,random,8,grad_orthogonal_control,increase,0.05,fisher_output_equal,0.05,0.2373015527194633,0.23730155271946335,0.6375202121856629,2.3929350692760267,2.391661102040873,-0.0012739672351536058,0.0012739672351536058,0.610824865565154,0.6167328668682754,0.005908001303121413,0.005908001303121413,0.1957477631825546,0.20326102891212888,0.007513265729574281,1.3616695738736417,1.367768605158531,0.0060990312848892,0.32892156201331724,0.32978324341633525,0.0008616814030180109,0.8260671082144416,0.8318830008802276,0.005815892665785971,141184,141184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,でしょうね,でしょうね
