model,prompt_id,case_id,prompt,target,task,topic,layer,subspace_family,subspace_k,top_m,rho,v_access,v_inaccess,entropy,varentropy,confidence,rank_whitened_jb,grad_entropy_proj_norm,fisher_output_fro_norm,semantic_entropy_proxy,semantic_density_uncertainty,haloscope_style_consistency_risk
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer12,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,12,delta_pca,8,16,0.7400421293290119,0.3165001710662884,0.11117841441269702,2.5540827536767474,0.4276785854789857,0.17492715327576885,8,0.16439170394784353,0.7172904654968032,1.3208908027187651,0.34169379633894703,0.7980057803827687
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer12,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,12,random,8,16,0.891334925257304,0.38120486002206116,0.04647372545692441,2.5540827536767474,0.4276785854789857,0.17492715327576885,8,0.14077039672190692,0.5567168940551995,1.3208908027187651,0.34169379633894703,0.7980057803827687
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer12,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,12,state_pca,8,16,0.5551254825634122,0.10867200748873102,0.08708915084778493,2.6780391102193155,0.1957611583365163,0.1312883149245983,8,0.05847573415917175,0.5397714960479336,1.355419123765254,0.3792782838257318,0.8150803665917594
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer12,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,12,delta_pca,8,16,0.6010746172418027,0.11766706331793331,0.07809409501858247,2.6780391102193155,0.1957611583365163,0.1312883149245983,8,0.08137527805636247,0.5837435532323294,1.355419123765254,0.3792782838257318,0.8150803665917594
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer12,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,12,random,8,16,0.9147010988217609,0.17906294663703193,0.016698211699484,2.6780391102193155,0.1957611583365163,0.1312883149245983,8,0.11344518192890185,0.6366142697551358,1.355419123765254,0.3792782838257318,0.8150803665917594
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer12,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,12,state_pca,8,16,0.6840580722092099,0.48567789291035657,0.2243172268633616,2.4465879455119826,0.7099951197737171,0.25203521864008344,8,0.14761689077747145,0.6461638188508645,1.3084800964574168,0.366484070254406,0.7837780461985748
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer12,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,12,delta_pca,8,16,0.7176002635007137,0.5094926850338408,0.20050243473987645,2.4465879455119826,0.7099951197737171,0.25203521864008344,8,0.1684122489428909,0.5772560008793237,1.3084800964574168,0.366484070254406,0.7837780461985748
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer12,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,12,random,8,16,0.8184009091937169,0.5810606515459127,0.12893446822780483,2.4465879455119826,0.7099951197737171,0.25203521864008344,8,0.2201986547698568,0.7006873114829891,1.3084800964574168,0.366484070254406,0.7837780461985748
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer12,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,12,state_pca,8,16,0.8930696495347886,1.6009277565688953,0.19168467562252559,1.811423407909447,1.7926124321914152,0.4841663650769991,8,0.29909214252168137,0.424202849977984,0.8353313544634067,0.25199695858486093,0.4266515837225501
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer12,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,12,delta_pca,8,16,0.9137085817046345,1.6379253629637165,0.15468706922770298,1.811423407909447,1.7926124321914152,0.4841663650769991,8,0.4278064243860486,0.5622517873243615,0.8353313544634067,0.25199695858486093,0.4266515837225501
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer12,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,12,random,8,16,0.9170563801425722,1.6439266680640345,0.14868576412738596,1.811423407909447,1.7926124321914152,0.4841663650769991,8,0.4095450361776992,0.5107613456558195,0.8353313544634067,0.25199695858486093,0.4266515837225501
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer12,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,12,state_pca,8,16,0.6135407596404422,0.7548093824984967,0.475442024010899,2.0145388645134465,1.2302514065093972,0.3228523519769053,8,0.2173532821419421,0.7732633672168998,1.164379996803429,0.28418079901847093,0.7036943594657896
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer12,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,12,delta_pca,8,16,0.8319038168581965,1.0234508407703304,0.20680056573906502,2.0145388645134465,1.2302514065093972,0.3228523519769053,8,0.1570654213728723,0.6399395854108162,1.164379996803429,0.28418079901847093,0.7036943594657896
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer12,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,12,random,8,16,0.7129638471701586,0.877124775771437,0.3531266307379569,2.0145388645134465,1.2302514065093972,0.3228523519769053,8,0.14099957579198477,0.5402778380188158,1.164379996803429,0.28418079901847093,0.7036943594657896
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer12,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,12,state_pca,8,16,0.8465129212193679,0.8360952048124773,0.15159817098161654,2.224700732622128,0.9876933757940932,0.3073704379079509,8,0.34020958125326145,0.6198445246134945,1.3035922022511703,0.3177918432344571,0.7840741518486435
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer12,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,12,delta_pca,8,16,0.8865351991477227,0.8756249436065036,0.11206843218759044,2.224700732622128,0.9876933757940932,0.3073704379079509,8,0.2360112415949407,0.5412745342403884,1.3035922022511703,0.3177918432344571,0.7840741518486435
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer12,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,12,random,8,16,0.6980966377530841,0.6895054247728503,0.29818795102124274,2.224700732622128,0.9876933757940932,0.3073704379079509,8,0.1583437495621926,0.4945141004819951,1.3035922022511703,0.3177918432344571,0.7840741518486435
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer23,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,23,state_pca,8,16,0.6121758430049108,0.6871100739239849,0.43529630943027164,2.251210035815316,1.1224063833542566,0.36243135109504765,8,0.042143869507847355,0.13178838499260548,1.1973366970126529,0.30724986710468294,0.6730189931724495
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer23,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,23,delta_pca,8,16,0.6645202929185691,0.7458618186402421,0.37654456471401404,2.251210035815316,1.1224063833542566,0.36243135109504765,8,0.031228957815309738,0.09164271878338717,1.1973366970126529,0.30724986710468294,0.6730189931724495
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:7:0:layer23,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,23,random,8,16,0.7123243568226105,0.7995174051164131,0.32288897823784296,2.251210035815316,1.1224063833542566,0.36243135109504765,8,0.028647173116883452,0.08286152005006171,1.1973366970126529,0.30724986710468294,0.6730189931724495
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer23,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,23,state_pca,8,16,0.6153193366691264,0.9594286516319617,0.5998083078719989,1.9917117208645918,1.559236959503958,0.45888830007535714,8,0.06192024525755625,0.11795807352142718,1.1256420079133438,0.2623044924862902,0.6150270460868859
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer23,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,23,delta_pca,8,16,0.7814963093934122,1.2185379293221494,0.34069903018180825,1.9917117208645918,1.559236959503958,0.45888830007535714,8,0.05116328837366665,0.0955924086209272,1.1256420079133438,0.2623044924862902,0.6150270460868859
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:2:1:layer23,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,23,random,8,16,0.8025349986095741,1.2513422311275064,0.30789472837645415,1.9917117208645918,1.559236959503958,0.45888830007535714,8,0.038623137284173596,0.07264782432093261,1.1256420079133438,0.2623044924862902,0.6150270460868859
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:4:2:layer23,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,23,state_pca,8,16,0.7289244020589231,1.3230955128508863,0.49203855196251195,1.9637512513324966,1.8151340648133918,0.5057428850287853,8,0.09240075929866268,0.1366854000316664,1.0301513217795146,0.2683326382086627,0.5478330521941459
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:4:2:layer23,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,23,delta_pca,8,16,0.7802478105458946,1.4162543799179215,0.39887968489547326,1.9637512513324966,1.8151340648133918,0.5057428850287853,8,0.0541025211213759,0.08456845193498432,1.0301513217795146,0.2683326382086627,0.5478330521941459
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:token_level_qa:4:2:layer23,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,23,random,8,16,0.7542975817136676,1.3691512355748432,0.4459828292385504,1.9637512513324966,1.8151340648133918,0.5057428850287853,8,0.059867203377078924,0.08848156088970165,1.0301513217795146,0.2683326382086627,0.5478330521941459
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer23,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,23,state_pca,8,16,0.6088850723727325,0.38712976597917975,0.2486712801371153,2.314461466529385,0.6358010461162963,0.21370741521667247,8,0.03566949639591924,0.1436328893182864,1.112825518016702,0.2737285965354944,0.653771307251185
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer23,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,23,delta_pca,8,16,0.6451238933108959,0.4101704462416852,0.22563059987461093,2.314461466529385,0.6358010461162963,0.21370741521667247,8,0.033497532771152146,0.12338637868906344,1.112825518016702,0.2737285965354944,0.653771307251185
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:2:0:layer23,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,23,random,8,16,0.6738285098182014,0.4284208714453971,0.20738017467089898,2.314461466529385,0.6358010461162963,0.21370741521667247,8,0.018121812443770594,0.07200892398706818,1.112825518016702,0.2737285965354944,0.653771307251185
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer23,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,23,state_pca,8,16,0.8956400400131939,1.2125697151572414,0.141288599550727,1.1184479108824472,1.3538583147079697,0.49992836802119844,8,0.04117860585088323,0.10263438759846345,0.8416270746920507,0.17323377260723993,0.5381385536389696
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer23,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,23,delta_pca,8,16,0.9313656547903014,1.2609371357712824,0.09292117893668445,1.1184479108824472,1.3538583147079697,0.49992836802119844,8,0.024602474997564405,0.07379262338688052,0.8416270746920507,0.17323377260723993,0.5381385536389696
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:4:1:layer23,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,23,random,8,16,0.898201853600721,1.216038047783447,0.13782026692452293,1.1184479108824472,1.3538583147079697,0.49992836802119844,8,0.028907385927515305,0.0673517320006892,0.8416270746920507,0.17323377260723993,0.5381385536389696
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer23,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,23,state_pca,8,16,0.8427363977334636,0.46776230350189474,0.08728943599807204,2.4781458324259353,0.5550517394999683,0.20773893579620994,8,0.044051377960201754,0.1391800130041983,1.3045757291890094,0.33274114487466,0.7805053734012553
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer23,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,23,delta_pca,8,16,0.5058316271953542,0.28076272456888,0.2742890149310869,2.4781458324259353,0.5550517394999683,0.20773893579620994,8,0.03274143277705794,0.12920674199115215,1.3045757291890094,0.33274114487466,0.7805053734012553
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:factual_completion:3:2:layer23,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,23,random,8,16,0.8601263904340771,0.477414649200262,0.07763709029970389,2.4781458324259353,0.5550517394999683,0.20773893579620994,8,0.027991559725055078,0.10170318575749006,1.3045757291890094,0.33274114487466,0.7805053734012553
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer23,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,23,state_pca,8,16,0.9211605557295216,2.0915151334420052,0.1790066778025157,1.4646139633749877,2.2705218112445222,0.6548698750263716,8,0.07691361422148742,0.08406903375895516,0.929834473161406,0.20309683267682344,0.4842846972820033
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer23,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,23,delta_pca,8,16,0.9063696093264222,2.0579319670248193,0.21258984421970306,1.4646139633749877,2.2705218112445222,0.6548698750263716,8,0.07284532228361457,0.07255238603329653,0.929834473161406,0.20309683267682344,0.4842846972820033
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:2:0:layer23,generative_open:2:0,"When people want to celebrate, they often bring",,generative_open,common,23,random,8,16,0.8218447700061565,1.8660164757562174,0.40450533548830536,1.4646139633749877,2.2705218112445222,0.6548698750263716,8,0.06586230155872705,0.07070981038279345,0.929834473161406,0.20309683267682344,0.4842846972820033
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer23,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,23,state_pca,8,16,0.9344112455098901,1.8365162529713643,0.12890985014580295,0.8577626972639014,1.9654261031171716,0.8058306068692005,8,0.06020566065562227,0.0570541935045945,0.6606556935871342,0.12662278982974717,0.33018231842024426
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer23,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,23,delta_pca,8,16,0.9569866166041533,1.8808864766075861,0.08453962650958224,0.8577626972639014,1.9654261031171716,0.8058306068692005,8,0.047043794809932864,0.048241687803539636,0.6606556935871342,0.12662278982974717,0.33018231842024426
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:4:1:layer23,generative_open:4:1,"In a school hallway, a student may notice the",,generative_open,scene,23,random,8,16,0.937110613922082,1.841821662110616,0.12360444100655577,0.8577626972639014,1.9654261031171716,0.8058306068692005,8,0.08625854553064875,0.08060600066674388,0.6606556935871342,0.12662278982974717,0.33018231842024426
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer23,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,23,state_pca,8,16,0.8085245138697507,0.5964444802901769,0.1412505061431735,2.377057455270669,0.7376949864333495,0.21667749284169643,8,0.029107269747984135,0.1066558191140687,1.246487618747762,0.32543360386479003,0.7135422392923133
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer23,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,23,delta_pca,8,16,0.8881068014912625,0.6551519348774631,0.08254305155588607,2.377057455270669,0.7376949864333495,0.21667749284169643,8,0.04092715148408743,0.1363920728361019,1.246487618747762,0.32543360386479003,0.7135422392923133
Qwen/Qwen2.5-0.5B,qwen_qwen2.5-0.5b:generative_open:1:2:layer23,generative_open:1:2,A traveler entering a city might first see the,,generative_open,scene,23,random,8,16,0.6388277650742511,0.4712600394896972,0.26643494694365294,2.377057455270669,0.7376949864333495,0.21667749284169643,8,0.02939708656106238,0.09524135563701115,1.246487618747762,0.32543360386479003,0.7135422392923133
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer16,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,16,state_pca,8,16,0.9511277700140707,1.3438532680255997,0.06905182253412656,1.278392148402335,1.4129050905597231,0.544674254867867,8,0.037021908307920945,0.0674724506796011,0.4176790425434201,0.20267115283039838,0.19899095416009174
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer16,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,16,delta_pca,8,16,0.8967717353862199,1.2670533499972687,0.1458517405624549,1.278392148402335,1.4129050905597231,0.544674254867867,8,0.03839247626771431,0.05381189418565117,0.4176790425434201,0.20267115283039838,0.19899095416009174
microsoft/phi-2,microsoft_phi-2:token_level_qa:7:0:layer16,token_level_qa:7:0,"Question: What animal barks?
Answer:",dog,token_level_qa,animal,16,random,8,16,0.7079324029409765,1.000241295887484,0.4126637946722429,1.278392148402335,1.4129050905597231,0.544674254867867,8,0.02412035548011452,0.050006927769213276,0.4176790425434201,0.20267115283039838,0.19899095416009174
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer16,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,16,state_pca,8,16,0.7123105727041159,0.9600056180715365,0.3877290005894029,1.6451601504507232,1.3477346186609394,0.3985607508957474,8,0.041964675533179084,0.09492512776428695,0.928971829774665,0.26457796554972834,0.5688833254637844
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer16,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,16,delta_pca,8,16,0.8772975044316035,1.1823642175873204,0.1653704010736166,1.6451601504507232,1.3477346186609394,0.3985607508957474,8,0.0280390003904307,0.06853312188410451,0.928971829774665,0.26457796554972834,0.5688833254637844
microsoft/phi-2,microsoft_phi-2:token_level_qa:2:1:layer16,token_level_qa:2:1,"Question: Which planet is known as the Red Planet?
Answer:",Mars,token_level_qa,science,16,random,8,16,0.6119322621256758,0.8247222939422733,0.5230123247186664,1.6451601504507232,1.3477346186609394,0.3985607508957474,8,0.014119001316445716,0.05643531471390869,0.928971829774665,0.26457796554972834,0.5688833254637844
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer16,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,16,state_pca,8,16,0.8237576407158756,0.92355886989264,0.19759476103457607,2.1817073766754866,1.1211536309272088,0.3268541658747694,8,0.06978816988246468,0.12314778793928519,1.1317933029165168,0.31035766971307566,0.6302634629650387
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer16,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,16,delta_pca,8,16,0.8337788816912685,0.9347942205985983,0.18635941032861592,2.1817073766754866,1.1211536309272088,0.3268541658747694,8,0.03202771054404127,0.07249127465744618,1.1317933029165168,0.31035766971307566,0.6302634629650387
microsoft/phi-2,microsoft_phi-2:token_level_qa:4:2:layer16,token_level_qa:4:2,"Question: Who wrote Hamlet?
Answer:",Shakespeare,token_level_qa,culture,16,random,8,16,0.8006347305370384,0.8976345351880328,0.22351909573918188,2.1817073766754866,1.1211536309272088,0.3268541658747694,8,0.026459051742069292,0.06882579349322507,1.1317933029165168,0.31035766971307566,0.6302634629650387
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer16,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,16,state_pca,8,16,0.8598964840535422,1.080232601589036,0.17600302865430556,2.2042394193531587,1.256235630243344,0.3912100386130773,8,0.04613570924445446,0.1033472037302032,1.1771712480270975,0.31450188483118,0.6508067906715649
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer16,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,16,delta_pca,8,16,0.8885301830086937,1.1162032744421588,0.14003235580118256,2.2042394193531587,1.256235630243344,0.3912100386130773,8,0.06398104328161086,0.0942255633795812,1.1771712480270975,0.31450188483118,0.6508067906715649
microsoft/phi-2,microsoft_phi-2:factual_completion:2:0:layer16,factual_completion:2:0,A person who teaches students is a,teacher,factual_completion,role,16,random,8,16,0.8081382212703276,1.015212027721264,0.24102360252208088,2.2042394193531587,1.256235630243344,0.3912100386130773,8,0.03822087816673792,0.08263618330503669,1.1771712480270975,0.31450188483118,0.6508067906715649
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer16,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,16,state_pca,8,16,0.9138360294928825,0.9341106352655844,0.08807562695035717,2.1814556071250926,1.0221862622159397,0.25032360021717476,8,0.06053292487365406,0.1362757550765937,1.200223361425015,0.32677540047971765,0.6939348796003438
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer16,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,16,delta_pca,8,16,0.7151862995619532,0.731053610337282,0.29113265187865894,2.1814556071250926,1.0221862622159397,0.25032360021717476,8,0.028729857542830237,0.10767319801433956,1.200223361425015,0.32677540047971765,0.6939348796003438
microsoft/phi-2,microsoft_phi-2:factual_completion:4:1:layer16,factual_completion:4:1,The currency used in Japan is the,yen,factual_completion,currency,16,random,8,16,0.675123550753492,0.6901020188786648,0.33208424333727515,2.1814556071250926,1.0221862622159397,0.25032360021717476,8,0.01904524230872662,0.09257873420393176,1.200223361425015,0.32677540047971765,0.6939348796003438
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer16,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,16,state_pca,8,16,0.8524425180327759,0.32501251992178665,0.05625954599045156,2.5758143510110463,0.3812720659122376,0.1685480187834339,8,0.024623411583289682,0.1089192759334606,1.3781423772329677,0.35349926344280636,0.843871632744466
microsoft/phi-2,microsoft_phi-2:factual_completion:3:2:layer16,factual_completion:3:2,The language most commonly spoken in Brazil is,Portuguese,factual_completion,language,16,delta_pca,8,16,0.7477353384489657,0.2850905972460236,0.0961814686662144,2.5758143510110463,0.3812720659122376,0.1685480187834339,8,0.01805584778886969,0.08056824529869727,1.3781423772329677,0.35349926344280636,0.843871632744466
