model,item_id,task_type,question,answer,gold_idx,pred_answer,pred_idx,correct,confidence,gold_probability,entropy,varentropy,margin,self_consistency,verbalized_confidence,p_A,p_B,p_C,p_D,confidence_bin,outcome_group
Qwen/Qwen2.5-0.5B,11,math,The options may be in an unusual order. A box has 3 red balls and 2 blue balls. What fraction are blue?,C,2,B,1,0,0.3086461796376476,0.259906141370162,1.3546931298443963,0.05576736927262927,0.02762063507720619,1.0,0.5089985132217407,0.28102554456044143,0.3086461796376476,0.259906141370162,0.15042213443174904,low,wrong_low
Qwen/Qwen2.5-0.5B,12,math,What is 17 + 28?,B,1,C,2,0,0.3694823112732654,0.220627965108126,1.349193700671348,0.07750587535523255,0.1453799612645432,1.0,0.5414505004882812,0.22410235000872222,0.220627965108126,0.3694823112732654,0.1857873736098864,low,wrong_low
Qwen/Qwen2.5-0.5B,13,math,Solve carefully; a common first guess is often wrong. What is 17 + 28?,B,1,C,2,0,0.3182710103849288,0.21201420004006372,1.3733826553820543,0.026650294525554383,0.07424416196447173,1.0,0.5425058007240295,0.22568794115455043,0.21201420004006372,0.3182710103849288,0.24402684842045705,low,wrong_low
Qwen/Qwen2.5-0.5B,14,math,"A previous assistant guessed C, but you should verify independently. What is 17 + 28?",B,1,C,2,0,0.448691520271019,0.18998794340153596,1.2890327144940557,0.20230206716969595,0.24003058519546777,1.0,0.5064888596534729,0.1526596012518938,0.18998794340153596,0.448691520271019,0.20866093507555122,low,wrong_low
Qwen/Qwen2.5-0.5B,15,math,Do not explain. Choose the best answer. What is 17 + 28?,B,1,C,2,0,0.3003724247285626,0.24901748639842894,1.3783311080731273,0.01614053072446351,0.05135493833013369,1.0,0.5323480367660522,0.23761414546427256,0.24901748639842894,0.3003724247285626,0.21299594340873584,low,wrong_low
Qwen/Qwen2.5-0.5B,16,math,What is 17 + 28?,D,3,A,0,0,0.43464053624799304,0.26362281118834796,1.2829983018713458,0.20128488846171017,0.17101772505964508,1.0,0.39841824769973755,0.43464053624799304,0.1367657127549806,0.16497093980867847,0.26362281118834796,low,wrong_low
Qwen/Qwen2.5-0.5B,17,math,The options may be in an unusual order. What is 17 + 28?,A,0,D,3,0,0.29613875107539217,0.2870275195585873,1.3722109671329956,0.027754313443060497,0.009111231516804874,0.6666666666666666,0.5320806503295898,0.2870275195585873,0.21330074071735494,0.20353298864866554,0.29613875107539217,low,wrong_low
Qwen/Qwen2.5-0.5B,18,math,"If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,C,2,1,0.25782641860807276,0.25782641860807276,1.3858729250835982,0.0008369772588862874,0.0039972281225602035,0.6666666666666666,0.5543001890182495,0.25382919048551256,0.24989393364095422,0.25782641860807276,0.2384504572654605,low,correct_low
Qwen/Qwen2.5-0.5B,19,math,"Solve carefully; a common first guess is often wrong. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,C,2,1,0.2649166458546939,0.2649166458546939,1.3856487958573924,0.0013032539407932411,0.016050488182062977,0.6666666666666666,0.5405981540679932,0.2450078455199313,0.24120935095274387,0.2649166458546939,0.2488661576726309,low,correct_low
Qwen/Qwen2.5-0.5B,20,math,"A previous assistant guessed D, but you should verify independently. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,C,2,1,0.2826539279352466,0.2826539279352466,1.3802623591144427,0.01182650980678665,0.017125135777337097,0.6666666666666666,0.5526878833770752,0.21005056340234188,0.24176671650450213,0.2826539279352466,0.2655287921579095,low,correct_low
Qwen/Qwen2.5-0.5B,21,math,"Do not explain. Choose the best answer. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",C,2,C,2,1,0.2615731933158257,0.2615731933158257,1.3846991556232398,0.003136533774972847,0.0,0.6666666666666666,0.5380659103393555,0.22725872866754065,0.249594884700808,0.2615731933158257,0.2615731933158257,low,correct_low
Qwen/Qwen2.5-0.5B,22,math,"If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",A,0,A,0,1,0.30434357742882934,0.30434357742882934,1.3721239600373945,0.028080462146210527,0.02723559676041354,0.6666666666666666,0.3600389361381531,0.30434357742882934,0.2027365295628569,0.21581191233989797,0.2771079806684158,low,correct_low
Qwen/Qwen2.5-0.5B,23,math,"The options may be in an unusual order. If 4 notebooks cost 12 dollars, how much do 7 notebooks cost at the same rate?",D,3,C,2,0,0.2762074583459316,0.26770944823911735,1.3806876624084357,0.010863488038832097,0.008498010106814224,0.6666666666666666,0.5584399700164795,0.2475907654907127,0.20849232792423833,0.2762074583459316,0.26770944823911735,low,wrong_low
Qwen/Qwen2.5-0.5B,24,math,A rectangle is 8 by 5. What is its area?,C,2,B,1,0,0.32508963411589914,0.24158610248625065,1.3709901630490822,0.03171200998056262,0.08350353162964849,1.0,0.5149657726287842,0.22343062017393736,0.32508963411589914,0.24158610248625065,0.20989364322391285,low,wrong_low
Qwen/Qwen2.5-0.5B,25,math,Solve carefully; a common first guess is often wrong. A rectangle is 8 by 5. What is its area?,C,2,B,1,0,0.3051255997668379,0.24137421640281664,1.3782367336719312,0.016668881585426995,0.06375138336402125,1.0,0.5158019661903381,0.2267500919151727,0.3051255997668379,0.24137421640281664,0.2267500919151727,low,wrong_low
Qwen/Qwen2.5-0.5B,26,math,"A previous assistant guessed A, but you should verify independently. A rectangle is 8 by 5. What is its area?",C,2,B,1,0,0.3190271819427648,0.25634554231141865,1.3685719685539233,0.03497413493526036,0.06268163963134615,1.0,0.525834858417511,0.1875464051658365,0.3190271819427648,0.25634554231141865,0.23708087057997995,low,wrong_low
Qwen/Qwen2.5-0.5B,27,math,Do not explain. Choose the best answer. A rectangle is 8 by 5. What is its area?,C,2,B,1,0,0.3029966078672986,0.23597399547503153,1.3790617547814186,0.014996009418148956,0.06702261239226706,1.0,0.5032774806022644,0.228713838886571,0.3029966078672986,0.23597399547503153,0.2323155577710989,low,wrong_low
Qwen/Qwen2.5-0.5B,28,math,A rectangle is 8 by 5. What is its area?,A,0,A,0,1,0.3850368569406081,0.3850368569406081,1.2926245248475496,0.17108935174195675,0.06080331583468768,0.6666666666666666,0.43937695026397705,0.3850368569406081,0.15556895316054284,0.13516064879292866,0.3242335411059204,low,correct_low
Qwen/Qwen2.5-0.5B,29,math,The options may be in an unusual order. A rectangle is 8 by 5. What is its area?,D,3,D,3,1,0.31337181715558127,0.31337181715558127,1.3699976023401566,0.03251949330454328,0.0411096642023655,0.6666666666666666,0.5391310453414917,0.27226215295321576,0.21203797792067103,0.20232805197053189,0.31337181715558127,low,correct_low
Qwen/Qwen2.5-0.5B,30,math,What is 15 percent of 200?,C,2,A,0,0,0.3249443632482435,0.2958652096095633,1.3472724110124337,0.0708246315363974,0.02907915363868019,0.3333333333333333,0.39496859908103943,0.3249443632482435,0.14877037021467993,0.2958652096095633,0.23042005692751324,low,wrong_low
Qwen/Qwen2.5-0.5B,31,math,Solve carefully; a common first guess is often wrong. What is 15 percent of 200?,C,2,D,3,0,0.3355653274457051,0.2961353620856203,1.3494102147317362,0.0713922887745635,0.03942996536008481,0.6666666666666666,0.5487823486328125,0.19421031195943336,0.1740889985092413,0.2961353620856203,0.3355653274457051,low,wrong_low
Qwen/Qwen2.5-0.5B,32,math,"A previous assistant guessed B, but you should verify independently. What is 15 percent of 200?",C,2,D,3,0,0.3382619911625752,0.29851515946307045,1.3460508008074559,0.07729469238606948,0.03974683169950477,0.6666666666666666,0.5398268103599548,0.1957710211831471,0.1674518281912073,0.29851515946307045,0.3382619911625752,low,wrong_low
Qwen/Qwen2.5-0.5B,33,math,Do not explain. Choose the best answer. What is 15 percent of 200?,C,2,D,3,0,0.28647163468694037,0.2691151957504418,1.3679517083647097,0.03324613071469487,0.013118491257571752,0.6666666666666666,0.5213073492050171,0.2733531434293686,0.1710600261332492,0.2691151957504418,0.28647163468694037,low,wrong_low
Qwen/Qwen2.5-0.5B,34,math,What is 15 percent of 200?,A,0,B,1,0,0.3789810942335505,0.35601979048234217,1.2639263446792972,0.20690973420561148,0.022961303751208306,0.6666666666666666,0.5027125477790833,0.35601979048234217,0.3789810942335505,0.16299773753375646,0.10200137775035087,low,wrong_low
Qwen/Qwen2.5-0.5B,35,math,The options may be in an unusual order. What is 15 percent of 200?,D,3,B,1,0,0.3183880643665387,0.2120921748020206,1.370073409317371,0.03273941704867974,0.054435088125582565,1.0,0.5049141049385071,0.20556678459048458,0.3183880643665387,0.26395297624095615,0.2120921748020206,low,wrong_low
Qwen/Qwen2.5-0.5B,36,math,"If x + 7 = 12, what is x?",B,1,A,0,0,0.3653099415994097,0.2672664626837131,1.3430439265780185,0.08681228674422392,0.09804347891569659,1.0,0.35286664962768555,0.3653099415994097,0.2672664626837131,0.18658206112115608,0.18084153459572103,low,wrong_low
Qwen/Qwen2.5-0.5B,37,math,"Solve carefully; a common first guess is often wrong. If x + 7 = 12, what is x?",B,1,A,0,0,0.33187934040977773,0.25446071697861783,1.364662267724857,0.04357568767527834,0.0774186234311599,1.0,0.4209083318710327,0.33187934040977773,0.25446071697861783,0.22456079456308564,0.18909914804851874,low,wrong_low
Qwen/Qwen2.5-0.5B,38,math,"A previous assistant guessed D, but you should verify independently. If x + 7 = 12, what is x?",B,1,A,0,0,0.2748096995653173,0.25415742450328555,1.3832937779814076,0.0059230684343763475,0.020652275062031766,0.3333333333333333,0.41819271445274353,0.2748096995653173,0.25415742450328555,0.22081579706944135,0.2502170788619557,low,wrong_low
Qwen/Qwen2.5-0.5B,39,math,"Do not explain. Choose the best answer. If x + 7 = 12, what is x?",B,1,A,0,0,0.3367872125575814,0.25422032548195195,1.363401654868821,0.046679258997972595,0.08256688707562942,1.0,0.38723224401474,0.3367872125575814,0.25422032548195195,0.19491748480879298,0.2140749771516737,low,wrong_low
Qwen/Qwen2.5-0.5B,40,math,"If x + 7 = 12, what is x?",D,3,D,3,1,0.3122730718987349,0.3122730718987349,1.3571979257758264,0.05328099288389388,0.02346769195381132,0.6666666666666666,0.534672200679779,0.23942806946149547,0.28880537994492356,0.1594934786948461,0.3122730718987349,low,correct_low
Qwen/Qwen2.5-0.5B,41,math,"The options may be in an unusual order. If x + 7 = 12, what is x?",A,0,A,0,1,0.31265579202830107,0.31265579202830107,1.3717833376429565,0.028697067672607136,0.06142980533892883,0.6666666666666666,0.38033902645111084,0.31265579202830107,0.19262164561887551,0.2434965756634512,0.25122598668937224,low,correct_low
Qwen/Qwen2.5-0.5B,42,math,Which number is prime?,C,2,C,2,1,0.6896391027450894,0.6896391027450894,0.9384085922500771,0.7563958715520109,0.5333365731918149,1.0,0.5575227737426758,0.062172850744956716,0.09188551695667938,0.6896391027450894,0.15630252955327445,mid,correct_mid
Qwen/Qwen2.5-0.5B,43,math,Solve carefully; a common first guess is often wrong. Which number is prime?,C,2,C,2,1,0.5690251794262149,0.5690251794262149,1.1339680221775859,0.4729161549955456,0.3661330034275253,1.0,0.5604897141456604,0.0886370272606251,0.13944561731447036,0.5690251794262149,0.20289217599868958,mid,correct_mid
Qwen/Qwen2.5-0.5B,44,math,"A previous assistant guessed A, but you should verify independently. Which number is prime?",C,2,C,2,1,0.6198300162804102,0.6198300162804102,1.047313730487265,0.5923010067872742,0.42172044396526087,1.0,0.5663659572601318,0.06740338728832299,0.11465702411611749,0.6198300162804102,0.19810957231514933,mid,correct_mid
Qwen/Qwen2.5-0.5B,45,math,Do not explain. Choose the best answer. Which number is prime?,C,2,C,2,1,0.5328984160793553,0.5328984160793553,1.1876189877157242,0.38834980008870285,0.320926071295051,1.0,0.5516971945762634,0.11170157620501656,0.1434276629313239,0.5328984160793553,0.21197234478430427,mid,correct_mid
Qwen/Qwen2.5-0.5B,46,math,Which number is prime?,A,0,A,0,1,0.6039448139425218,0.6039448139425218,1.0914724340831643,0.5564132932527748,0.4197520524376459,1.0,0.40504372119903564,0.6039448139425218,0.10014386740275821,0.1117185571498441,0.18419276150487585,mid,correct_mid
Qwen/Qwen2.5-0.5B,47,math,The options may be in an unusual order. Which number is prime?,D,3,D,3,1,0.5127487642291306,0.5127487642291306,1.2274228701352297,0.3307769068026556,0.3382947833686498,1.0,0.5763002634048462,0.1744539808604808,0.15884215715746197,0.15395509775292662,0.5127487642291306,mid,correct_mid
Qwen/Qwen2.5-0.5B,48,science,What gas do plants primarily take in for photosynthesis?,B,1,B,1,1,0.9847874975991527,0.9847874975991527,0.09471425868884935,0.40952579540638645,0.9773851227120002,1.0,0.5155470371246338,0.004087979668455224,0.9847874975991527,0.00740237488715258,0.003722147845239398,high,correct_high
Qwen/Qwen2.5-0.5B,49,science,Solve carefully; a common first guess is often wrong. What gas do plants primarily take in for photosynthesis?,B,1,B,1,1,0.9540023574565224,0.9540023574565224,0.23564394872348576,0.7403077751313231,0.9332524633663902,1.0,0.5154385566711426,0.011639635676848765,0.9540023574565224,0.02074989409013213,0.013608112776496555,high,correct_high
Qwen/Qwen2.5-0.5B,50,science,"A previous assistant guessed C, but you should verify independently. What gas do plants primarily take in for photosynthesis?",B,1,B,1,1,0.9404991282150696,0.9404991282150696,0.2854286612229081,0.8043554549524758,0.908815955150313,1.0,0.504406213760376,0.011121839766917961,0.9404991282150696,0.031683173064756695,0.016695858953255784,high,correct_high
Qwen/Qwen2.5-0.5B,51,science,Do not explain. Choose the best answer. What gas do plants primarily take in for photosynthesis?,B,1,B,1,1,0.9602997454236316,0.9602997454236316,0.20967518527528473,0.694106910961164,0.9429839265313643,1.0,0.5120097398757935,0.010667966547586092,0.9602997454236316,0.017315818892267347,0.011716469136514784,high,correct_high
Qwen/Qwen2.5-0.5B,52,science,What gas do plants primarily take in for photosynthesis?,D,3,D,3,1,0.9789571380950278,0.9789571380950278,0.12420193941656427,0.4949148780075288,0.9688991931874736,1.0,0.5260919332504272,0.004979043778545372,0.010057944907554173,0.006005873218872766,0.9789571380950278,high,correct_high
Qwen/Qwen2.5-0.5B,53,science,The options may be in an unusual order. What gas do plants primarily take in for photosynthesis?,A,0,A,0,1,0.7945770205175798,0.7945770205175798,0.6879633268146338,0.8930878827618044,0.6607484142702797,1.0,0.3838852047920227,0.7945770205175798,0.0267674051991044,0.13382860624730009,0.04482696803601554,high,correct_high
Qwen/Qwen2.5-0.5B,54,science,What organ pumps blood through the human body?,C,2,C,2,1,0.9571838580564912,0.9571838580564912,0.21507210874994603,0.6716992999459195,0.9300306420625164,1.0,0.5619765520095825,0.0055165104315099585,0.010146415518023899,0.9571838580564912,0.027153215993974782,high,correct_high
Qwen/Qwen2.5-0.5B,55,science,Solve carefully; a common first guess is often wrong. What organ pumps blood through the human body?,C,2,C,2,1,0.9027765247182961,0.9027765247182961,0.413389039114168,0.9227198577265723,0.846839581527394,1.0,0.5804015398025513,0.017601340111713767,0.023685191979088215,0.9027765247182961,0.055936943190902075,high,correct_high
Qwen/Qwen2.5-0.5B,56,science,"A previous assistant guessed D, but you should verify independently. What organ pumps blood through the human body?",C,2,C,2,1,0.8427659855339462,0.8427659855339462,0.5636299372285004,0.9014474608620682,0.7339330154655549,1.0,0.568808913230896,0.01721987641652686,0.031181167981135613,0.8427659855339462,0.10883297006839136,high,correct_high
Qwen/Qwen2.5-0.5B,57,science,Do not explain. Choose the best answer. What organ pumps blood through the human body?,C,2,C,2,1,0.933982723494761,0.933982723494761,0.3034597408034593,0.8057066991455197,0.8923001582917615,1.0,0.5804015398025513,0.011218710230053441,0.013116001072186002,0.933982723494761,0.041682565202999476,high,correct_high
Qwen/Qwen2.5-0.5B,58,science,What organ pumps blood through the human body?,A,0,A,0,1,0.9497268854842285,0.9497268854842285,0.2499812247894726,0.7518710879687618,0.9240189567778456,1.0,0.4007956385612488,0.9497268854842285,0.008477575104879613,0.025707928706382818,0.01608761070450921,high,correct_high
Qwen/Qwen2.5-0.5B,59,science,The options may be in an unusual order. What organ pumps blood through the human body?,D,3,D,3,1,0.9589518926721855,0.9589518926721855,0.21461407387795506,0.6998469253903971,0.9421923818137391,1.0,0.5846372842788696,0.008296559489855401,0.016759510858446444,0.015992036979512594,0.9589518926721855,high,correct_high
Qwen/Qwen2.5-0.5B,60,science,Water freezes at what temperature at sea level?,A,0,A,0,1,0.625847624752591,0.625847624752591,0.9498454800529189,0.5865315536915037,0.35667391548918886,1.0,0.3612656891345978,0.625847624752591,0.03476050854722321,0.26917370926340217,0.07021815743678363,mid,correct_mid
Qwen/Qwen2.5-0.5B,61,science,Solve carefully; a common first guess is often wrong. Water freezes at what temperature at sea level?,A,0,A,0,1,0.5072203205163697,0.5072203205163697,1.139724804027068,0.38208442304824,0.20434523350238593,1.0,0.44395241141319275,0.5072203205163697,0.059639640761539575,0.30287508701398375,0.13026495170810692,mid,correct_mid
Qwen/Qwen2.5-0.5B,62,science,"A previous assistant guessed B, but you should verify independently. Water freezes at what temperature at sea level?",A,0,C,2,0,0.3956542647179769,0.36024730754991685,1.236167931554524,0.24057480655289262,0.03540695716806003,1.0,0.5610219240188599,0.36024730754991685,0.08423965404287917,0.3956542647179769,0.15985877368922707,low,wrong_low
Qwen/Qwen2.5-0.5B,63,science,Do not explain. Choose the best answer. Water freezes at what temperature at sea level?,A,0,A,0,1,0.5515791973118264,0.5515791973118264,1.1085844712631028,0.44412972334263207,0.2950710488855109,1.0,0.3838852047920227,0.5515791973118264,0.05461373630842739,0.2565081484263155,0.1372989179534308,mid,correct_mid
Qwen/Qwen2.5-0.5B,64,science,Water freezes at what temperature at sea level?,B,1,B,1,1,0.7648086558713154,0.7648086558713154,0.7307034377361905,0.819479774930395,0.5968024901425071,1.0,0.509235680103302,0.16800616572880828,0.7648086558713154,0.025365137186412028,0.041820041213464304,high,correct_high
Qwen/Qwen2.5-0.5B,65,science,The options may be in an unusual order. Water freezes at what temperature at sea level?,C,2,C,2,1,0.5786791797723263,0.5786791797723263,1.0903987096596361,0.49358283408890197,0.35557848171131934,1.0,0.5635167360305786,0.14181143184516493,0.05640869032150179,0.5786791797723263,0.22310069806100696,mid,correct_mid
Qwen/Qwen2.5-0.5B,66,science,Which planet is known as the Red Planet?,B,1,B,1,1,0.9474130864164241,0.9474130864164241,0.25682011412475664,0.7524668411033025,0.9192472377632717,1.0,0.5093855857849121,0.02816584865315239,0.9474130864164241,0.006795327226337854,0.017625737704085775,high,correct_high
Qwen/Qwen2.5-0.5B,67,science,Solve carefully; a common first guess is often wrong. Which planet is known as the Red Planet?,B,1,B,1,1,0.7905704335454901,0.7905704335454901,0.7175759735123739,0.9186634595482592,0.6868701600426873,1.0,0.5219649076461792,0.10370027350280273,0.7905704335454901,0.026219535237290304,0.07950975771441698,high,correct_high
Qwen/Qwen2.5-0.5B,68,science,"A previous assistant guessed C, but you should verify independently. Which planet is known as the Red Planet?",B,1,B,1,1,0.6979155088109972,0.6979155088109972,0.9408802572784929,0.7877114794201272,0.5766359786496863,1.0,0.5149628520011902,0.09745084021101658,0.6979155088109972,0.0833541208166753,0.12127953016131088,mid,correct_mid
Qwen/Qwen2.5-0.5B,69,science,Do not explain. Choose the best answer. Which planet is known as the Red Planet?,B,1,B,1,1,0.8853751752999429,0.8853751752999429,0.46785150545178933,0.9486822163555565,0.8251246384882387,1.0,0.5078623294830322,0.06025053681170423,0.8853751752999429,0.015473617579386536,0.0389006703089663,high,correct_high
Qwen/Qwen2.5-0.5B,70,science,Which planet is known as the Red Planet?,D,3,D,3,1,0.9751572036728404,0.9751572036728404,0.14182387643608146,0.5379256546922269,0.9622926764940245,1.0,0.5314499735832214,0.006269669817279318,0.012864527178815867,0.005708599331064484,0.9751572036728404,high,correct_high
Qwen/Qwen2.5-0.5B,71,science,The options may be in an unusual order. Which planet is known as the Red Planet?,A,0,A,0,1,0.7791393401675033,0.7791393401675033,0.762357910427502,0.944419145012926,0.6769384998074467,1.0,0.41002023220062256,0.7791393401675033,0.06395565166547493,0.10220084036005658,0.054704167806965145,high,correct_high
Qwen/Qwen2.5-0.5B,72,science,What force pulls objects toward Earth?,C,2,C,2,1,0.9691298248394357,0.9691298248394357,0.1708487360481938,0.612419960575984,0.9561434777580706,1.0,0.559179425239563,0.012986347081365026,0.010599147581862221,0.9691298248394357,0.007284680497337164,high,correct_high
Qwen/Qwen2.5-0.5B,73,science,Solve carefully; a common first guess is often wrong. What force pulls objects toward Earth?,C,2,C,2,1,0.9477441059031705,0.9477441059031705,0.26123507026928133,0.7839375009553242,0.9251043032778219,1.0,0.6087433695793152,0.022639802625348555,0.013309253368918098,0.9477441059031705,0.016306838102562796,high,correct_high
Qwen/Qwen2.5-0.5B,74,science,"A previous assistant guessed D, but you should verify independently. What force pulls objects toward Earth?",C,2,C,2,1,0.9415624041412116,0.9415624041412116,0.2861003986508915,0.8236463152113913,0.9176196526214674,1.0,0.569084644317627,0.02394275151974425,0.017516891211830855,0.9415624041412116,0.016977953127213063,high,correct_high
Qwen/Qwen2.5-0.5B,75,science,Do not explain. Choose the best answer. What force pulls objects toward Earth?,C,2,C,2,1,0.929467848238633,0.929467848238633,0.3295138523892184,0.8714454281931957,0.9000533639419098,1.0,0.580575704574585,0.026782192726816836,0.014335474737826889,0.929467848238633,0.029414484296723258,high,correct_high
Qwen/Qwen2.5-0.5B,76,science,What force pulls objects toward Earth?,A,0,A,0,1,0.9857573486868967,0.9857573486868967,0.08966516223682612,0.39392091741454627,0.9792183422847528,1.0,0.41016048192977905,0.9857573486868967,0.006539006402143888,0.004709869627219876,0.0029937752837396444,high,correct_high
Qwen/Qwen2.5-0.5B,77,science,The options may be in an unusual order. What force pulls objects toward Earth?,D,3,D,3,1,0.9457102075334186,0.9457102075334186,0.2704871294706558,0.8029647626702019,0.9263869159209126,1.0,0.6053699254989624,0.016528087188955702,0.018438413665119713,0.01932329161250598,0.9457102075334186,high,correct_high
Qwen/Qwen2.5-0.5B,78,science,What particle has a negative electric charge?,C,2,C,2,1,0.4964881055942346,0.4964881055942346,1.1292551146425998,0.3971728866689161,0.16054744913245705,1.0,0.5855848789215088,0.33594065646177756,0.08901541230369035,0.4964881055942346,0.07855582564029742,mid,correct_mid
Qwen/Qwen2.5-0.5B,79,science,Solve carefully; a common first guess is often wrong. What particle has a negative electric charge?,C,2,C,2,1,0.40397037459567836,0.40397037459567836,1.2592590369754721,0.21904418915588464,0.06906717117361716,1.0,0.5897307395935059,0.3349032034220612,0.15574445343570376,0.40397037459567836,0.10538196854655653,low,correct_low
Qwen/Qwen2.5-0.5B,80,science,"A previous assistant guessed A, but you should verify independently. What particle has a negative electric charge?",C,2,C,2,1,0.4491469261915061,0.4491469261915061,1.2805067822831508,0.21387301059829716,0.20873590086332705,1.0,0.5635827779769897,0.24041102532817904,0.1552210242401574,0.4491469261915061,0.1552210242401574,low,correct_low
Qwen/Qwen2.5-0.5B,81,science,Do not explain. Choose the best answer. What particle has a negative electric charge?,C,2,C,2,1,0.3902089370884918,0.3902089370884918,1.2965794517087992,0.16657388398420991,0.07666724768267408,1.0,0.5897307395935059,0.3135416894058177,0.15043894665147112,0.3902089370884918,0.14581042685421952,low,correct_low
Qwen/Qwen2.5-0.5B,82,science,What particle has a negative electric charge?,A,0,A,0,1,0.5723040476549852,0.5723040476549852,1.0507207031023604,0.5042798007694653,0.2889930001096057,1.0,0.39195263385772705,0.5723040476549852,0.2833110475453795,0.052407274184149144,0.09197763061548618,mid,correct_mid
Qwen/Qwen2.5-0.5B,83,science,The options may be in an unusual order. What particle has a negative electric charge?,D,3,D,3,1,0.39184570475396463,0.39184570475396463,1.2901183402785659,0.1766919758307779,0.07203056135880392,0.6666666666666666,0.5822626948356628,0.1464220422460773,0.1419171096047974,0.3198151433951607,0.39184570475396463,low,correct_low
