pair_id,rho_group,match_distance,model,task,observed_condition,layer,subspace_family,prompt_id,prompt,target,target_id,rho,confidence,entropy,varentropy,margin,final_top1_token
bert-base-uncased:factual_simple:correct:8:delta_pca:0,low_rho,1.9604044966516,bert-base-uncased,factual_simple,correct,8,delta_pca,20,The language of Germany is [MASK].,german,2446.0,0.6157744696872253,0.3478037929007679,2.623356189829887,2.0024001986972864,0.8343992233276367,german
bert-base-uncased:factual_simple:correct:8:delta_pca:0,high_rho,1.9604044966516,bert-base-uncased,factual_simple,correct,8,delta_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.7334480390161604,0.1387653017219321,3.2361181419025336,0.5192945773764348,0.5249872207641602,driver
bert-base-uncased:factual_simple:correct:8:delta_pca:1,low_rho,2.371667893114598,bert-base-uncased,factual_simple,correct,8,delta_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.6405991098492884,0.3248061489378019,2.71160916219411,1.805820155709164,0.9444026947021484,tokyo
bert-base-uncased:factual_simple:correct:8:delta_pca:1,high_rho,2.371667893114598,bert-base-uncased,factual_simple,correct,8,delta_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.8008158878445464,0.5312886307681376,2.1028107999271226,2.9092516897857883,1.6745405197143557,vienna
bert-base-uncased:factual_simple:correct:8:state_pca:0,low_rho,1.9604044966516,bert-base-uncased,factual_simple,correct,8,state_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.607318006263947,0.1387653017219321,3.2361181419025336,0.5192945773764348,0.5249872207641602,driver
bert-base-uncased:factual_simple:correct:8:state_pca:0,high_rho,1.9604044966516,bert-base-uncased,factual_simple,correct,8,state_pca,20,The language of Germany is [MASK].,german,2446.0,0.8407128363682314,0.3478037929007679,2.623356189829887,2.0024001986972864,0.8343992233276367,german
bert-base-uncased:factual_simple:correct:8:state_pca:1,low_rho,2.371667893114598,bert-base-uncased,factual_simple,correct,8,state_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.7629599877588266,0.3248061489378019,2.71160916219411,1.805820155709164,0.9444026947021484,tokyo
bert-base-uncased:factual_simple:correct:8:state_pca:1,high_rho,2.371667893114598,bert-base-uncased,factual_simple,correct,8,state_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.8678201082526471,0.5312886307681376,2.1028107999271226,2.9092516897857883,1.6745405197143557,vienna
bert-base-uncased:factual_simple:correct:12:state_pca:0,low_rho,1.2741296043356467,bert-base-uncased,factual_simple,correct,12,state_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.7762022474928192,0.5821877818562722,1.6491625341507294,2.247058901438036,1.786463737487793,tokyo
bert-base-uncased:factual_simple:correct:12:state_pca:0,high_rho,1.2741296043356467,bert-base-uncased,factual_simple,correct,12,state_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.849253804059114,0.6621017824059238,1.076592142740079,1.1870811878494274,1.6345500946044922,vienna
distilbert-base-uncased:factual_deep:error:2:delta_pca:0,low_rho,2.0997734034057087,distilbert-base-uncased,factual_deep,error,2,delta_pca,1,The plural of person is [MASK].,people,2111.0,0.4485932132806375,0.0945495243872175,3.345476755585988,0.2580657648627065,0.2682723999023437,plural
distilbert-base-uncased:factual_deep:error:2:delta_pca:0,high_rho,2.0997734034057087,distilbert-base-uncased,factual_deep,error,2,delta_pca,16,The continent containing Egypt is [MASK].,africa,3088.0,0.6239637485236018,0.1102060291236657,3.244841294485305,0.4667155211705817,0.1658954620361328,unknown
distilbert-base-uncased:factual_deep:error:2:delta_pca:1,low_rho,2.0646425249033262,distilbert-base-uncased,factual_deep,error,2,delta_pca,10,The opposite of early is [MASK].,late,2397.0,0.5523656025176964,0.1152097027065879,3.31788192727772,0.3419750093865084,0.4482173919677734,unknown
distilbert-base-uncased:factual_deep:error:2:delta_pca:1,high_rho,2.0646425249033262,distilbert-base-uncased,factual_deep,error,2,delta_pca,4,A person who treats patients is a [MASK].,doctor,3460.0,0.6277653880446279,0.1328112852181749,3.216480664942154,0.5666666072136012,0.3905601501464844,physician
distilbert-base-uncased:factual_deep:error:2:state_pca:0,low_rho,1.9891381686000762,distilbert-base-uncased,factual_deep,error,2,state_pca,1,The plural of person is [MASK].,people,2111.0,0.2313840931461397,0.0945495243872175,3.345476755585988,0.2580657648627065,0.2682723999023437,plural
distilbert-base-uncased:factual_deep:error:2:state_pca:0,high_rho,1.9891381686000762,distilbert-base-uncased,factual_deep,error,2,state_pca,10,The opposite of early is [MASK].,late,2397.0,0.5111935466563379,0.1152097027065879,3.31788192727772,0.3419750093865084,0.4482173919677734,unknown
distilbert-base-uncased:factual_deep:error:2:state_pca:1,low_rho,2.3327971919055974,distilbert-base-uncased,factual_deep,error,2,state_pca,16,The continent containing Egypt is [MASK].,africa,3088.0,0.3212464638848064,0.1102060291236657,3.244841294485305,0.4667155211705817,0.1658954620361328,unknown
distilbert-base-uncased:factual_deep:error:2:state_pca:1,high_rho,2.3327971919055974,distilbert-base-uncased,factual_deep,error,2,state_pca,4,A person who treats patients is a [MASK].,doctor,3460.0,0.694962533824978,0.1328112852181749,3.216480664942154,0.5666666072136012,0.3905601501464844,physician
distilbert-base-uncased:factual_deep:error:4:delta_pca:0,low_rho,2.7643045655333016,distilbert-base-uncased,factual_deep,error,4,delta_pca,19,Charles Darwin is associated with [MASK].,evolution,6622.0,0.4835952565356339,0.1178803035575522,3.307345638336453,0.3647264122315358,0.5663065910339355,darwin
distilbert-base-uncased:factual_deep:error:4:delta_pca:0,high_rho,2.7643045655333016,distilbert-base-uncased,factual_deep,error,4,delta_pca,1,The plural of person is [MASK].,people,2111.0,0.7691197348610911,0.2148947611973781,3.023634677728998,0.9883685402904364,0.8792381286621094,plural
distilbert-base-uncased:factual_deep:error:4:delta_pca:1,low_rho,2.6041182276792254,distilbert-base-uncased,factual_deep,error,4,delta_pca,10,The opposite of early is [MASK].,late,2397.0,0.5605329821028153,0.1701870404729543,3.067907406054591,0.8436937370312737,0.5455808639526367,unknown
distilbert-base-uncased:factual_deep:error:4:delta_pca:1,high_rho,2.6041182276792254,distilbert-base-uncased,factual_deep,error,4,delta_pca,16,The continent containing Egypt is [MASK].,africa,3088.0,0.7723909350049838,0.2558447708875527,3.025660012074921,1.1555818877111854,1.4173088073730469,unknown
distilbert-base-uncased:factual_deep:error:4:state_pca:0,low_rho,1.4929356477168492,distilbert-base-uncased,factual_deep,error,4,state_pca,16,The continent containing Egypt is [MASK].,africa,3088.0,0.3975880172376141,0.2558447708875527,3.025660012074921,1.1555818877111854,1.4173088073730469,unknown
distilbert-base-uncased:factual_deep:error:4:state_pca:0,high_rho,1.4929356477168492,distilbert-base-uncased,factual_deep,error,4,state_pca,1,The plural of person is [MASK].,people,2111.0,0.6796972839533058,0.2148947611973781,3.023634677728998,0.9883685402904364,0.8792381286621094,plural
distilbert-base-uncased:factual_deep:error:4:state_pca:1,low_rho,1.9735318575055858,distilbert-base-uncased,factual_deep,error,4,state_pca,19,Charles Darwin is associated with [MASK].,evolution,6622.0,0.5117380271705951,0.1178803035575522,3.307345638336453,0.3647264122315358,0.5663065910339355,darwin
distilbert-base-uncased:factual_deep:error:4:state_pca:1,high_rho,1.9735318575055858,distilbert-base-uncased,factual_deep,error,4,state_pca,10,The opposite of early is [MASK].,late,2397.0,0.6219642788145411,0.1701870404729543,3.067907406054591,0.8436937370312737,0.5455808639526367,unknown
distilbert-base-uncased:factual_deep:error:6:state_pca:0,low_rho,2.122340904390465,distilbert-base-uncased,factual_deep,error,6,state_pca,1,The plural of person is [MASK].,people,2111.0,0.4884343129889871,0.2359165945582577,2.631318975307631,1.5265938479648389,0.1640939712524414,plural
distilbert-base-uncased:factual_deep:error:6:state_pca:0,high_rho,2.122340904390465,distilbert-base-uncased,factual_deep,error,6,state_pca,4,A person who treats patients is a [MASK].,doctor,3460.0,0.7100515269823781,0.3573994978664057,2.1419634600196136,1.7964094900032772,0.3974056243896484,physician
distilbert-base-uncased:factual_deep:error:6:state_pca:1,low_rho,1.8360065949081654,distilbert-base-uncased,factual_deep,error,6,state_pca,10,The opposite of early is [MASK].,late,2397.0,0.6913753770858208,0.2189196729057547,2.9657472653487904,1.182609911627352,0.3947501182556152,unknown
distilbert-base-uncased:factual_deep:error:6:state_pca:1,high_rho,1.8360065949081654,distilbert-base-uncased,factual_deep,error,6,state_pca,19,Charles Darwin is associated with [MASK].,evolution,6622.0,0.788068418311852,0.2054206842635086,3.15711357192064,0.8067598375105791,1.2021551132202148,darwin
distilbert-base-uncased:factual_simple:correct:2:delta_pca:0,low_rho,1.6977010393240126,distilbert-base-uncased,factual_simple,correct,2,delta_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.4457748960800409,0.1163655900614539,3.3192712534386213,0.3314077418466846,0.6379165649414062,tokyo
distilbert-base-uncased:factual_simple:correct:2:delta_pca:0,high_rho,1.6977010393240126,distilbert-base-uncased,factual_simple,correct,2,delta_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.5298186836228712,0.0940270441110172,3.35745220519909,0.2378799599242901,0.4616031646728515,vienna
distilbert-base-uncased:factual_simple:correct:2:state_pca:0,low_rho,0.8695904194128796,distilbert-base-uncased,factual_simple,correct,2,state_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.4063996964838733,0.0940270441110172,3.35745220519909,0.2378799599242901,0.4616031646728515,vienna
distilbert-base-uncased:factual_simple:correct:2:state_pca:0,high_rho,0.8695904194128796,distilbert-base-uncased,factual_simple,correct,2,state_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.4885033646927317,0.0881959351831129,3.3555901236676027,0.2366046129667897,0.2274103164672851,driver
distilbert-base-uncased:factual_simple:correct:2:state_pca:1,low_rho,1.553388612590847,distilbert-base-uncased,factual_simple,correct,2,state_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.4406969585373648,0.1163655900614539,3.3192712534386213,0.3314077418466846,0.6379165649414062,tokyo
distilbert-base-uncased:factual_simple:correct:2:state_pca:1,high_rho,1.553388612590847,distilbert-base-uncased,factual_simple,correct,2,state_pca,20,The language of Germany is [MASK].,german,2446.0,0.617432016234268,0.1349772609309669,3.29041821825737,0.4049706870756862,0.9005045890808105,german
distilbert-base-uncased:factual_simple:correct:4:delta_pca:1,low_rho,1.2173418932387263,distilbert-base-uncased,factual_simple,correct,4,delta_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.2900785755173767,0.0794697770222029,3.378532302829708,0.1895118171593067,0.2833456993103027,tokyo
distilbert-base-uncased:factual_simple:correct:4:delta_pca:1,high_rho,1.2173418932387263,distilbert-base-uncased,factual_simple,correct,4,delta_pca,20,The language of Germany is [MASK].,german,2446.0,0.7412256346254924,0.0849008790845826,3.38676244222388,0.1812500964261921,0.2109017372131347,german
distilbert-base-uncased:factual_simple:correct:4:state_pca:1,low_rho,1.5262896464543037,distilbert-base-uncased,factual_simple,correct,4,state_pca,20,The language of Germany is [MASK].,german,2446.0,0.4348578397098755,0.0849008790845826,3.38676244222388,0.1812500964261921,0.2109017372131347,german
distilbert-base-uncased:factual_simple:correct:4:state_pca:1,high_rho,1.5262896464543037,distilbert-base-uncased,factual_simple,correct,4,state_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.7319211799586998,0.0875333903885641,3.359322808803692,0.2347385589214404,0.2582473754882812,driver
distilbert-base-uncased:factual_simple:correct:6:state_pca:0,low_rho,1.4855366601916618,distilbert-base-uncased,factual_simple,correct,6,state_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.6186632946087045,0.3181450538428584,2.715464520712024,1.6645933894541056,1.285470962524414,driver
distilbert-base-uncased:factual_simple:correct:6:state_pca:0,high_rho,1.4855366601916618,distilbert-base-uncased,factual_simple,correct,6,state_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.8865745511517961,0.3394984943125341,2.228073928531193,1.4073464047211783,0.8854665756225586,tokyo
distilbert-base-uncased:factual_simple:correct:6:state_pca:1,low_rho,1.576805501242938,distilbert-base-uncased,factual_simple,correct,6,state_pca,14,The capital of Austria is [MASK].,vienna,6004.0,0.7515731585759834,0.621691277213347,1.2473046752099557,1.4469431715359469,1.6670427322387695,vienna
distilbert-base-uncased:factual_simple:correct:6:state_pca:1,high_rho,1.576805501242938,distilbert-base-uncased,factual_simple,correct,6,state_pca,20,The language of Germany is [MASK].,german,2446.0,0.8405585321087818,0.5435724424385641,1.8492564605772053,2.6454006334265943,1.306684494018555,german
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:1:delta_pca:0,low_rho,2.494347478986548,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,1,delta_pca,10,The opposite of early is [MASK].,late,2397.0,0.5499142921620103,0.1556069843129486,2.9485901090859103,0.9647558111111256,0.1262965202331543,unknown
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:1:delta_pca:0,high_rho,2.494347478986548,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,1,delta_pca,7,Grass is usually [MASK].,green,2665.0,0.6578182781374183,0.2184420167858759,2.947878872006929,1.1281772305981852,0.5980734825134277,dry
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:1:state_pca:0,low_rho,2.494347478986548,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,1,state_pca,10,The opposite of early is [MASK].,late,2397.0,0.3320973689141908,0.1556069843129486,2.9485901090859103,0.9647558111111256,0.1262965202331543,unknown
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:1:state_pca:0,high_rho,2.494347478986548,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,1,state_pca,7,Grass is usually [MASK].,green,2665.0,0.6522555610125923,0.2184420167858759,2.947878872006929,1.1281772305981852,0.5980734825134277,dry
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:2:state_pca:0,low_rho,0.8910003979285696,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,2,state_pca,10,The opposite of early is [MASK].,late,2397.0,0.3171353742000503,0.2150840916840917,3.1483535981964463,0.856641181218228,1.1873984336853027,unknown
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:2:state_pca:0,high_rho,0.8910003979285696,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,2,state_pca,16,The continent containing Egypt is [MASK].,africa,3088.0,0.4473828978898465,0.1694715714798443,3.183624270929368,0.6662194688961972,0.8117332458496094,found
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:2:state_pca:1,low_rho,2.387834732240887,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,2,state_pca,4,A person who treats patients is a [MASK].,doctor,3460.0,0.4313736381961758,0.2010723339670369,2.711839523345972,1.4832327353708783,0.0344142913818359,patient
google/bert_uncased_L-2_H-128_A-2:factual_deep:error:2:state_pca:1,high_rho,2.387834732240887,google/bert_uncased_L-2_H-128_A-2,factual_deep,error,2,state_pca,13,"In France, the capital city is [MASK].",paris,3000.0,0.5779010707238281,0.3949107494219752,2.1950474575237227,2.357181305556492,0.4778814315795898,spain
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:delta_pca:0,low_rho,1.9768988279985387,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,delta_pca,20,The language of Germany is [MASK].,german,2446.0,0.2908144577523534,0.1428991482977549,3.1936282265595217,0.5843351110872868,0.5529866218566895,germany
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:delta_pca:0,high_rho,1.9768988279985387,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,delta_pca,23,The color of grass is usually [MASK].,green,2665.0,0.6904420863109336,0.1424537448033265,3.109114818723034,0.7557731218028849,0.2877593040466308,white
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:delta_pca:1,low_rho,2.033888671961837,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,delta_pca,2,The opposite of yes is [MASK].,no,2053.0,0.6088283002473085,0.1737603870451049,3.031131975739903,0.9136349211912944,0.336369514465332,there
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:delta_pca:1,high_rho,2.033888671961837,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,delta_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.6368670139096477,0.202849319128155,2.968148298201891,1.0347298053836187,0.5819230079650879,car
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:state_pca:0,low_rho,2.4533815208151837,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,state_pca,20,The language of Germany is [MASK].,german,2446.0,0.4065488832314587,0.1428991482977549,3.1936282265595217,0.5843351110872868,0.5529866218566895,germany
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:1:state_pca:0,high_rho,2.4533815208151837,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,1,state_pca,2,The opposite of yes is [MASK].,no,2053.0,0.5609994904799686,0.1737603870451049,3.031131975739903,0.9136349211912944,0.336369514465332,there
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:2:state_pca:0,low_rho,2.18775160491975,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,2,state_pca,8,A person who drives a bus is a [MASK].,driver,4062.0,0.442016969987299,0.1123017315342071,3.230293794010901,0.4834296217437642,0.3316659927368164,car
google/bert_uncased_L-2_H-128_A-2:factual_simple:error:2:state_pca:0,high_rho,2.18775160491975,google/bert_uncased_L-2_H-128_A-2,factual_simple,error,2,state_pca,5,The capital of Japan is [MASK].,tokyo,5522.0,0.6498987813694097,0.4447855120251023,2.3661402309830706,2.5066545057500704,1.227339744567871,japan
