model,layer,subspace,scalar_distance_z,rho_abs_diff,left_prompt_id,right_prompt_id,left_condition,right_condition,left_rho,right_rho,left_prompt,right_prompt,left_target,right_target,left_final_top1,right_final_top1,left_final_top8,right_final_top8,left_entropy_topk,right_entropy_topk,absdiff_entropy_topk,left_varentropy_topk,right_varentropy_topk,absdiff_varentropy_topk,left_trace_fim,right_trace_fim,absdiff_trace_fim,left_grad_norm_sq,right_grad_norm_sq,absdiff_grad_norm_sq,left_top1_prob_topk_layer,right_top1_prob_topk_layer,absdiff_top1_prob_topk_layer
bert-base-uncased,12,delta_1d,0.32291240284834793,0.9663107423324423,85,90,correct,correct,0.96636258255781,5.184022536772206e-05,Vietnam's capital city is [MASK].,The capital of Chile is [MASK].,hanoi,santiago,hanoi,santiago,hanoi saigon hue vietnam bangkok van paris nguyen,santiago concepcion lima colon chile montevideo mendoza rosario,0.4179017684789197,0.5600641261294753,0.14216235765055563,0.7812738618310863,0.8457377245513723,0.06446386272028604,0.0005631292345992,0.0004958317912509,6.729744334829993e-05,0.0004251590958153,2.1738869368829047e-08,0.00042513735694593117,0.8891588069110777,0.8112550820884096,0.07790372482266816
bert-base-uncased,11,state_1d,0.31329674616319164,0.9628489845658992,95,213,correct,error,0.0142778192366176,0.9771268038025168,"In Cuba, the capital city is [MASK].",[MASK] is often called the red planet.,havana,mars,havana,it,havana santiago guantanamo caracas ponce cuba castro leon,it this he she earth mars pluto venus,0.127878519019697,0.161513580234029,0.03363506121433202,0.6160430391352855,0.6475596677257518,0.031516628590466333,8.549209944755851e-07,8.669524887539648e-06,7.814603893064063e-06,7.519672324377691e-09,5.485623739380211e-06,5.478104067055834e-06,0.980161007611588,0.97198118420093,0.008179823410657927
bert-base-uncased,10,state_1d,0.04996148109022336,0.962319092159848,221,334,error,correct,0.9720267910354328,0.0097076988755848,[MASK] is made by bees.,Romeo and [MASK] are Shakespeare characters.,honey,juliet,it,juliet,it honey food this pollen bread flour seed,juliet juliette hamlet heroine julia fletcher romeo delilah,0.0177758877140537,0.020225191769985,0.0024493040559313006,0.1208747429897429,0.1656484754216285,0.04477373243188559,7.759635332314836e-07,1.4973059461094826e-07,6.262329386205354e-07,9.117066250350229e-08,2.407766062722319e-10,9.092988589723007e-08,0.9978643316823068,0.9979734868126116,0.00010915513030473889
bert-base-uncased,11,state_1d,0.3217681847943959,0.9623147061072286,49,213,correct,error,0.0148120976952882,0.9771268038025168,Hungary's capital city is [MASK].,[MASK] is often called the red planet.,budapest,mars,budapest,it,budapest pest bratislava bela brody vienna bala graz,it this he she earth mars pluto venus,0.1029700485250083,0.161513580234029,0.05854353170902071,0.6495760435819145,0.6475596677257518,0.0020163758561626555,7.703210622165643e-07,8.669524887539648e-06,7.899203825323083e-06,7.41170866692886e-09,5.485623739380211e-06,5.478212030713282e-06,0.9873414549954058,0.97198118420093,0.015360270794475772
bert-base-uncased,11,state_1d,0.687264650341831,0.9603470772436492,121,213,correct,error,0.0167797265588676,0.9771268038025168,Nepal's capital city is [MASK].,[MASK] is often called the red planet.,kathmandu,mars,kathmandu,it,kathmandu dhaka nepal lucknow bam kota patna amara,it this he she earth mars pluto venus,0.0166404442524802,0.161513580234029,0.1448731359815488,0.1397337631179821,0.6475596677257518,0.5078259046077697,6.900788104291407e-08,8.669524887539648e-06,8.600517006496734e-06,1.618023878317436e-10,5.485623739380211e-06,5.48546193699238e-06,0.9983676634605422,0.97198118420093,0.026386479259612128
bert-base-uncased,12,delta_1d,0.658844548469084,0.9580951044803331,28,85,correct,correct,0.008267478077477,0.96636258255781,Portugal's capital city is [MASK].,Vietnam's capital city is [MASK].,lisbon,hanoi,lisbon,hanoi,lisbon porto madeira maia benfica almeida pau fatima,hanoi saigon hue vietnam bangkok van paris nguyen,0.6280821311628237,0.4179017684789197,0.21018036268390405,1.261782532633755,0.7812738618310863,0.4805086708026688,0.0003567592856883,0.0005631292345992,0.00020636994891089997,3.721627041682176e-06,0.0004251590958153,0.00042143746877361783,0.8116114766895185,0.8891588069110777,0.07754733022155924
bert-base-uncased,12,state_1d,0.5078028536103645,0.9542774604942926,221,246,error,correct,0.000350851672187,0.9546283121664796,[MASK] is made by bees.,The opposite of left is [MASK].,honey,right,it,right,it honey food this pollen bread flour seed,right left correct opposite straight up center forward,0.4570424735439874,0.2871487480796782,0.1698937254643092,1.442613128434301,1.208005007498242,0.23460812093605887,0.0001608391594197,0.0006048549189638,0.00044401575954409995,8.140765140662595e-08,0.0006975161409061,0.0006974347332546933,0.8996883886614663,0.9488240012087968,0.049135612547330565
bert-base-uncased,12,delta_1d,0.38581704629577135,0.9511065698363262,84,90,correct,correct,0.951158410061694,5.184022536772206e-05,The capital of Vietnam is [MASK].,The capital of Chile is [MASK].,hanoi,santiago,hanoi,santiago,hanoi saigon hue bangkok paris nguyen vietnam nam,santiago concepcion lima colon chile montevideo mendoza rosario,0.3767096079730577,0.5600641261294753,0.18335451815641762,0.783812116758422,0.8457377245513723,0.06192560779295031,0.0007727078191215,0.0004958317912509,0.00027687602787059994,0.0005760764638075,2.1738869368829047e-08,0.0005760547249381312,0.9022766332198308,0.8112550820884096,0.09102155113142119
bert-base-uncased,12,state_1d,0.30152082517842416,0.9484814323618684,59,221,correct,error,0.9488322840340554,0.000350851672187,"In Serbia, the capital city is [MASK].",[MASK] is made by bees.,belgrade,honey,belgrade,it,belgrade vis sofia skopje novi sarajevo ruse kosovo,it honey food this pollen bread flour seed,0.2940940720390992,0.4570424735439874,0.1629484015048882,1.5331459672847183,1.442613128434301,0.09053283885041741,0.0002151247093817,0.0001608391594197,5.4285549961999985e-05,0.0003129415683645,8.140765140662595e-08,0.00031286016071309337,0.959313395240313,0.8996883886614663,0.05962500657884673
bert-base-uncased,11,state_1d,0.27562915636861696,0.9475777404305039,66,97,correct,correct,0.9476479682005112,7.02277700072875e-05,The capital of Iran is [MASK].,Jamaica's capital city is [MASK].,tehran,kingston,tehran,kingston,tehran kerman ##fahan tbilisi iran baghdad bam baku,kingston santiago georgetown jamaica montreal salvador victoria manchester,0.1332476220037042,0.1586783191950561,0.02543069719135188,0.7448318860768635,0.9126959910606038,0.16786410498374038,6.635393717248084e-06,1.955231073510565e-06,4.680162643737519e-06,4.683515840629093e-06,1.2532367213396124e-10,4.683390516956959e-06,0.9817304272014472,0.9791160790823656,0.0026143481190815665
bert-base-uncased,11,state_1d,0.27841883406363716,0.9475600392052377,66,83,correct,correct,0.9476479682005112,8.792899527357199e-05,The capital of Iran is [MASK].,"In Thailand, the capital city is [MASK].",tehran,bangkok,tehran,bangkok,tehran kerman ##fahan tbilisi iran baghdad bam baku,bangkok mai tak saigon thailand thai ava siam,0.1332476220037042,0.0985013367161247,0.03474628528757952,0.7448318860768635,0.630867367664153,0.11396451841271049,6.635393717248084e-06,5.568168957224775e-07,6.078576821525606e-06,4.683515840629093e-06,3.088748724569396e-11,4.683484953141848e-06,0.9817304272014472,0.9880178731416124,0.0062874459401651706
bert-base-uncased,11,state_1d,0.23520838346848896,0.9475139061686799,66,94,correct,correct,0.9476479682005112,0.0001340620318313,The capital of Iran is [MASK].,Cuba's capital city is [MASK].,tehran,havana,tehran,havana,tehran kerman ##fahan tbilisi iran baghdad bam baku,havana santiago guantanamo caracas castro leon cuba ponce,0.1332476220037042,0.1229480732922704,0.01029954871143382,0.7448318860768635,0.6524132638148046,0.09241862226205888,6.635393717248084e-06,1.565550639122324e-06,5.06984307812576e-06,4.683515840629093e-06,1.3692908273060145e-10,4.683378911546363e-06,0.9817304272014472,0.9823134443205922,0.0005830171191449907
bert-base-uncased,12,state_1d,0.4696465823344141,0.946482464620924,78,221,correct,error,0.946833316293111,0.000350851672187,The capital of Lebanon is [MASK].,[MASK] is made by bees.,beirut,honey,beirut,it,beirut tyre tripoli acre damascus bethlehem aleppo mar,it honey food this pollen bread flour seed,0.2389124158563266,0.4570424735439874,0.2181300576876608,1.1437109128165048,1.442613128434301,0.29890221561779606,0.0001471169799206,0.0001608391594197,1.372217949910002e-05,0.0001593135066568,8.140765140662595e-08,0.00015923209900539336,0.9635725463531346,0.8996883886614663,0.06388415769166833
bert-base-uncased,12,delta_1d,0.6944761215528873,0.942890931984217,28,84,correct,correct,0.008267478077477,0.951158410061694,Portugal's capital city is [MASK].,The capital of Vietnam is [MASK].,lisbon,hanoi,lisbon,hanoi,lisbon porto madeira maia benfica almeida pau fatima,hanoi saigon hue bangkok paris nguyen vietnam nam,0.6280821311628237,0.3767096079730577,0.25137252318976605,1.261782532633755,0.783812116758422,0.47797041587533307,0.0003567592856883,0.0007727078191215,0.0004159485334332,3.721627041682176e-06,0.0005760764638075,0.0005723548367658178,0.8116114766895185,0.9022766332198308,0.09066515653031226
bert-base-uncased,12,delta_1d,0.1668292854310878,0.9411498824776225,36,120,correct,correct,1.0335019229395644e-05,0.941160217496852,The capital of Finland is [MASK].,The capital of Nepal is [MASK].,helsinki,kathmandu,helsinki,kathmandu,helsinki stockholm tallinn finland riga hamilton oslo leningrad,kathmandu dhaka bam nepal jakarta nara amara bali,0.0360162619331349,0.0540228008598288,0.018006538926693905,0.2682154003129839,0.3935676486410459,0.12535224832806197,3.320121414352815e-05,0.0005819236375486,0.0005487224234050718,9.203414143836771e-11,0.0002155504589966,0.00021555036696245858,0.996078220995041,0.9940782535680954,0.001999967426945526
bert-base-uncased,11,state_1d,0.38558281151662144,0.9410757413900911,66,93,correct,correct,0.9476479682005112,0.0065722268104201,The capital of Iran is [MASK].,The capital of Cuba is [MASK].,tehran,havana,tehran,havana,tehran kerman ##fahan tbilisi iran baghdad bam baku,havana santiago guantanamo caracas castro cuba ponce leon,0.1332476220037042,0.0832091531489089,0.05003846885479532,0.7448318860768635,0.4724066731970683,0.27242521287979515,6.635393717248084e-06,1.091624851768787e-06,5.543768865479297e-06,4.683515840629093e-06,3.389237326234764e-09,4.680126603302859e-06,0.9817304272014472,0.9886056046957344,0.006875177494287232
bert-base-uncased,11,delta_1d,0.5683152986661422,0.9410335688595657,31,124,correct,error,0.0071409003084011,0.9481744691679668,Austria's capital city is [MASK].,Pakistan's capital city is [MASK].,vienna,islamabad,vienna,karachi,vienna salzburg graz innsbruck wien tyrol ljubljana budapest,karachi islamabad lahore peshawar sindh dhaka swat punjab,1.123363554795029,1.0246504492417563,0.09871310555327262,1.1171404528751938,1.4402820269658545,0.3231415740906607,0.0012928353345891,0.0065437340986913,0.0052508987641022,1.0313449865598731e-05,0.0089363761767454,0.008926062726879801,0.6193909805116571,0.6828860788169155,0.06349509830525846
bert-base-uncased,12,delta_1d,0.2177374596197787,0.9409508457740741,38,120,correct,correct,0.0002093717227779,0.941160217496852,"In Finland, the capital city is [MASK].",The capital of Nepal is [MASK].,helsinki,kathmandu,helsinki,kathmandu,helsinki tallinn stockholm oslo hamilton finland vilnius gothenburg,kathmandu dhaka bam nepal jakarta nara amara bali,0.0290452952477486,0.0540228008598288,0.0249775056120802,0.2204322637688447,0.3935676486410459,0.17313538487220118,3.3941544484610474e-05,0.0005819236375486,0.0005479820930639895,1.5664797604471142e-09,0.0002155504589966,0.00021554889251683957,0.9968807004277138,0.9940782535680954,0.0028024468596183905
bert-base-uncased,11,state_1d,0.2988625586392873,0.939947818439049,66,81,correct,correct,0.9476479682005112,0.0077001497614623,The capital of Iran is [MASK].,The capital of Thailand is [MASK].,tehran,bangkok,tehran,bangkok,tehran kerman ##fahan tbilisi iran baghdad bam baku,bangkok hanoi saigon thailand siam ava tak thai,0.1332476220037042,0.0897093529834932,0.04353826902021102,0.7448318860768635,0.5924395682079884,0.15239231786887508,6.635393717248084e-06,6.971185671261054e-07,5.938275150121979e-06,4.683515840629093e-06,3.180166647891124e-09,4.680335673981202e-06,0.9817304272014472,0.9893721466699018,0.0076417194684546
bert-base-uncased,12,state_1d,0.2786334177152545,0.9398770376239577,80,221,correct,error,0.9402278892961446,0.000350851672187,"In Lebanon, the capital city is [MASK].",[MASK] is made by bees.,beirut,honey,beirut,it,beirut tyre tripoli acre damascus aleppo lebanon mar,it honey food this pollen bread flour seed,0.3145605247328563,0.4570424735439874,0.14248194881113113,1.3105756266850097,1.442613128434301,0.1320375017492912,0.0002144338320686,0.0001608391594197,5.35946726489e-05,0.0002642338927437,8.140765140662595e-08,0.00026415248509229335,0.9462486515348424,0.8996883886614663,0.04656026287337611
bert-base-uncased,11,state_1d,0.35307671169982463,0.9389547439191845,66,70,correct,correct,0.9476479682005112,0.0086932242813267,The capital of Iran is [MASK].,Iraq's capital city is [MASK].,tehran,baghdad,tehran,baghdad,tehran kerman ##fahan tbilisi iran baghdad bam baku,baghdad saddam iraq amman iraqi kerman aleppo kurdistan,0.1332476220037042,0.0755947958419569,0.057652826161747314,0.7448318860768635,0.5108465073426312,0.2339853787342323,6.635393717248084e-06,1.1445190428254953e-06,5.490874674422589e-06,4.683515840629093e-06,5.082698350318039e-09,4.678433142278775e-06,0.9817304272014472,0.9911837392164572,0.009453312015009985
bert-base-uncased,11,delta_1d,0.41014378020106157,0.9343335880796176,32,124,correct,error,0.0138408810883491,0.9481744691679668,"In Austria, the capital city is [MASK].",Pakistan's capital city is [MASK].,vienna,islamabad,vienna,karachi,vienna salzburg graz innsbruck wien tyrol ljubljana budapest,karachi islamabad lahore peshawar sindh dhaka swat punjab,1.162564472983193,1.0246504492417563,0.1379140237414367,1.542803621337662,1.4402820269658545,0.10252159437180741,0.0022479402139358,0.0065437340986913,0.0042957938847555,4.8001979117343575e-05,0.0089363761767454,0.008888374197628057,0.6357925679750445,0.6828860788169155,0.04709351084187108
bert-base-uncased,12,state_1d,0.5095232698270984,0.9311099398952446,75,221,correct,error,0.9314607915674316,0.000350851672187,The capital of Jordan is [MASK].,[MASK] is made by bees.,amman,honey,amman,it,amman baghdad damascus hussein bethlehem petra alexandria jordan,it honey food this pollen bread flour seed,0.1946712389953446,0.4570424735439874,0.2623712345486428,1.1464842433969629,1.442613128434301,0.29612888503733803,0.0001175575510429,0.0001608391594197,4.328160837680001e-05,0.0001255403107561,8.140765140662595e-08,0.00012545890310469335,0.9752961168474026,0.8996883886614663,0.07560772818593631
bert-base-uncased,12,delta_1d,0.6386480185291595,0.9267219390758811,85,223,correct,correct,0.96636258255781,0.039640643481929,Vietnam's capital city is [MASK].,Spiders are known for spinning a [MASK].,hanoi,web,hanoi,web,hanoi saigon hue vietnam bangkok van paris nguyen,web net thread leaf propeller stick circle sphere,0.4179017684789197,0.2269215773665372,0.19098019111238249,0.7812738618310863,1.2427380220693611,0.46146416023827486,0.0005631292345992,0.0002688832422503,0.0002942459923489,0.0004251590958153,1.324597765176782e-05,0.0004119131181635322,0.8891588069110777,0.969321278175844,0.08016247126476628
bert-base-uncased,12,delta_1d,0.1868765755263906,0.9261714258631973,36,122,correct,correct,1.0335019229395644e-05,0.9261817608824268,The capital of Finland is [MASK].,"In Nepal, the capital city is [MASK].",helsinki,kathmandu,helsinki,kathmandu,helsinki stockholm tallinn finland riga hamilton oslo leningrad,kathmandu nepal dhaka bam patna lucknow kabul bangkok,0.0360162619331349,0.0535385196962727,0.017522257763137802,0.2682154003129839,0.3901386742901601,0.12192327397717617,3.320121414352815e-05,0.000874332981167,0.0008411317670234718,9.203414143836771e-11,0.0003159308886651,0.0003159307966309586,0.996078220995041,0.9941396722199204,0.0019385487751205632
bert-base-uncased,10,state_1d,0.12919369908351502,0.9260330051180791,334,337,correct,error,0.0097076988755848,0.9357407039936638,Romeo and [MASK] are Shakespeare characters.,The detective Sherlock has surname [MASK].,juliet,holmes,juliet,##s,juliet juliette hamlet heroine julia fletcher romeo delilah,##s watson ##d variations characters variants letters plates,0.020225191769985,0.0037511269230375,0.0164740648469475,0.1656484754216285,0.0387666020618586,0.12688187335976991,1.4973059461094826e-07,1.914524715394222e-07,4.1721876928473956e-08,2.407766062722319e-10,6.945031739092514e-09,6.704255132820282e-09,0.9979734868126116,0.9996924574780862,0.0017189706654746617
bert-base-uncased,12,delta_1d,0.23247078799267018,0.9259723891596489,38,122,correct,correct,0.0002093717227779,0.9261817608824268,"In Finland, the capital city is [MASK].","In Nepal, the capital city is [MASK].",helsinki,kathmandu,helsinki,kathmandu,helsinki tallinn stockholm oslo hamilton finland vilnius gothenburg,kathmandu nepal dhaka bam patna lucknow kabul bangkok,0.0290452952477486,0.0535385196962727,0.024493224448524097,0.2204322637688447,0.3901386742901601,0.16970641052131538,3.3941544484610474e-05,0.000874332981167,0.0008403914366823895,1.5664797604471142e-09,0.0003159308886651,0.00031592932218533955,0.9968807004277138,0.9941396722199204,0.002741028207793428
bert-base-uncased,12,state_1d,0.4228628630582597,0.9248487777978645,221,223,error,correct,0.000350851672187,0.9251996294700514,[MASK] is made by bees.,Spiders are known for spinning a [MASK].,honey,web,it,web,it honey food this pollen bread flour seed,web net thread leaf propeller stick circle sphere,0.4570424735439874,0.2269215773665372,0.2301208961774502,1.442613128434301,1.2427380220693611,0.19987510636493977,0.0001608391594197,0.0002637917307817,0.00010295257136199999,8.140765140662595e-08,0.0003033026560528,0.00030322124840139337,0.8996883886614663,0.969321278175844,0.06963288951437774
bert-base-uncased,11,delta_1d,0.515416068512687,0.9211838139104671,43,124,correct,error,0.0269906552574997,0.9481744691679668,Sweden's capital city is [MASK].,Pakistan's capital city is [MASK].,stockholm,islamabad,stockholm,karachi,stockholm malmo gothenburg uppsala lund helsinki oslo mora,karachi islamabad lahore peshawar sindh dhaka swat punjab,1.1025463694009128,1.0246504492417563,0.07789592015915647,1.0900917306013411,1.4402820269658545,0.3501902963645134,0.0037513155127082,0.0065437340986913,0.0027924185859831,0.0001103722932704,0.0089363761767454,0.008826003883475,0.6406518970322397,0.6828860788169155,0.04223418178467586
bert-base-uncased,11,delta_1d,0.32782409069150353,0.9168151168199498,76,339,correct,error,0.9169722276056383,0.0001571107856886,Jordan's capital city is [MASK].,[MASK] is traditionally credited with the Odyssey.,amman,homer,amman,he,amman baghdad damascus hussein mecca doha petra jordan,he homer she aristotle plato it paul alexander,0.1614157723963984,0.3277934312881979,0.16637765889179948,0.9451986608874852,1.1173530886571923,0.17215442776970713,0.0029950352644108,0.0019951240923917,0.0009999111720191004,0.0025958597246062,3.502404863917059e-07,0.0025955094841198082,0.9791233273253676,0.9313600554321086,0.04776327189325891
bert-base-uncased,11,delta_1d,0.4801419065849366,0.9161480065736354,97,247,correct,correct,0.0588277991553549,0.9749758057289902,Jamaica's capital city is [MASK].,Left has the opposite meaning of [MASK].,kingston,right,kingston,right,kingston santiago georgetown jamaica montreal salvador victoria manchester,right left good free freedom no wrong yes,0.1586783191950561,0.3518820732907323,0.1932037540956762,0.9126959910606038,0.8388444665031446,0.07385152455745925,0.001220863661529,0.0073462805075917,0.0061254168460627,6.555048529684234e-05,0.0060081779898887,0.005942627504591858,0.9791160790823656,0.9074532169004816,0.071662862181884
distilbert-base-uncased,6,state_1d,0.05921157745030294,0.9155425654126889,122,334,correct,correct,0.987581210100412,0.0720386446877231,"In Nepal, the capital city is [MASK].",Romeo and [MASK] are Shakespeare characters.,kathmandu,juliet,kathmandu,juliet,kathmandu nepal dhaka patna kabul bam rai bangkok,juliet juliette hamlet venus cleopatra julia romeo delilah,0.0109918920958226,0.0217795544482174,0.0107876623523948,0.0934484714392312,0.139531376188938,0.04608290474970679,3.805192007474537e-05,3.1121240171976543e-06,3.493979605754771e-05,3.511733868725153e-06,3.128198521180066e-08,3.4804518835133524e-06,0.9989207415811818,0.9972879379824976,0.0016328035986842293
distilbert-base-uncased,6,state_1d,0.11701097923338769,0.915228588316072,121,334,correct,correct,0.9872672330037952,0.0720386446877231,Nepal's capital city is [MASK].,Romeo and [MASK] are Shakespeare characters.,kathmandu,juliet,kathmandu,juliet,kathmandu nepal bangkok dhaka islamabad kabul bam beijing,juliet juliette hamlet venus cleopatra julia romeo delilah,0.0043835910645035,0.0217795544482174,0.0173959633837139,0.0415579195591969,0.139531376188938,0.09797345662974108,1.236830305162873e-05,3.1121240171976543e-06,9.256179034431075e-06,5.074562890564664e-07,3.128198521180066e-08,4.761743038446658e-07,0.9996083953891336,0.9972879379824976,0.0023204574066360006
bert-base-uncased,11,delta_1d,0.38611782831362707,0.9148505680043766,77,339,correct,error,0.9150076787900652,0.0001571107856886,"In Jordan, the capital city is [MASK].",[MASK] is traditionally credited with the Odyssey.,amman,homer,amman,he,amman baghdad jordan doha petra damascus hussein casablanca,he homer she aristotle plato it paul alexander,0.2774811477814444,0.3277934312881979,0.050312283506753486,1.396399782559833,1.1173530886571923,0.2790466939026408,0.0043272860395733,0.0019951240923917,0.0023321619471816,0.0055290448755523,3.502404863917059e-07,0.0055286946350659085,0.9599173595644672,0.9313600554321086,0.028557304132358574
distilbert-base-uncased,6,state_1d,0.09974013919719346,0.9131228074625657,120,334,correct,correct,0.9851614521502888,0.0720386446877231,The capital of Nepal is [MASK].,Romeo and [MASK] are Shakespeare characters.,kathmandu,juliet,kathmandu,juliet,kathmandu nepal bam rai dhaka nepali patna islamabad,juliet juliette hamlet venus cleopatra julia romeo delilah,0.0278957822112636,0.0217795544482174,0.006116227763046201,0.2069751462997122,0.139531376188938,0.06744377011077421,0.0001041585066626,3.1121240171976543e-06,0.00010104638264540235,2.1238329443859497e-05,3.128198521180066e-08,2.1207047458647698e-05,0.9969133635419783,0.9972879379824976,0.0003745744405192486
