model,prompt_id,prompt,target,task,topic,layer,subspace_family,subspace_k,rep,rho,v_access,v_inaccess,rank_whitened_jb,output_energy_unit,first_order_entropy,clean_correct,clean_confidence,clean_nll,clean_brier,route_role
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,6,delta_pca,8,0,0.9480175979324658,0.8368960646003764,0.0458893039682723,8,0.046149056024778534,0.04221809033398751,1,0.5722755706655154,0.5581346367169977,0.2643158918421957,high_rho_route
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,4,delta_pca,8,0,0.34282603315056254,0.06700478129716694,0.1284435651466392,8,0.08385127186431046,0.021705138000485204,0,0.006723848288983604,7.154710173484463,0.9990693989269489,low_rho_route
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,6,random,8,0,0.8573717512571815,0.7568752374339183,0.12591013113472987,8,0.03242972547979911,0.028213399644558358,1,0.5722755706655154,0.5581346367169977,0.2643158918421957,random_route
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,6,state_pca,8,0,0.7906058143929963,1.3160403199657649,0.3485570002249314,8,0.26015173256752466,0.2984429472118138,1,0.1834961337605827,1.695561681134093,0.6771290379652092,high_rho_route
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,4,state_pca,8,0,0.45896153081563207,0.10773589875419129,0.1270025085426711,8,0.09039669098684368,0.029671038883597563,0,0.016616248448381034,7.6439741051217975,1.001116981684808,low_rho_route
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,6,random,8,0,0.32358428997585825,0.538637541949623,1.1259597782410742,8,0.23819525910884784,0.17481609832133851,1,0.1834961337605827,1.695561681134093,0.6771290379652092,random_route
distilbert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,2,state_pca,8,0,0.5134144803453857,0.10482951336365838,0.09935154770251416,8,0.1288483418467701,0.04171772518223574,0,0.0097391302931368,13.176960744530321,1.000728619771935,high_rho_route
distilbert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,2,delta_pca,8,0,0.1777701120769019,0.03629729010971422,0.16788377095645818,8,0.1473701991718902,0.028076745913526477,0,0.0097391302931368,13.176960744530321,1.000728619771935,low_rho_route
distilbert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,6,random,8,0,0.6505442027668035,0.1936185428536278,0.10400695596744639,8,0.21525013895797215,0.09471459665997646,0,0.027662921650300553,4.167958847471702,0.9727576716119327,random_route
distilbert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,6,state_pca,8,0,0.6620553976794255,1.1610460940522325,0.5926532158874229,8,0.16664617696762618,0.1795643367972403,0,0.15881154824689822,2.991290234274607,0.9329920660796891,high_rho_route
distilbert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,6,delta_pca,8,0,0.2819122726826017,0.4943893580669986,1.259309951872657,8,0.09599663821772902,0.06749794974584106,0,0.15881154824689822,2.991290234274607,0.9329920660796891,low_rho_route
distilbert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,6,random,8,0,0.8130089132827042,1.4257731701986676,0.3279261397409835,8,0.22986261709527167,0.27446916813774025,0,0.15881154824689822,2.991290234274607,0.9329920660796891,random_route
distilbert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,6,delta_pca,8,0,0.9846538009296785,0.6985945022055852,0.01088785752937389,8,0.057327586389895636,0.0479155237020271,1,0.8475446975217239,0.1654117006796475,0.04388771472804165,high_rho_route
distilbert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,4,delta_pca,8,0,0.26211071437974603,0.08285995478076216,0.2332658280848502,8,0.07796145657243322,0.022441521110271825,0,0.0066753133730482845,5.130778108627201,0.988673802751019,low_rho_route
distilbert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,6,random,8,0,0.9613527129001369,0.682062791285994,0.02741956844896465,8,0.04655327602224491,0.03844699731419264,1,0.8475446975217239,0.1654117006796475,0.04388771472804165,random_route
distilbert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,2,delta_pca,8,0,0.9485177795560908,2.3715177904980704,0.12871767330941825,8,0.2969078279628058,0.4572301301094139,0,0.07567317665229555,10.470500973391868,1.006385487118013,high_rho_route
distilbert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,6,delta_pca,8,0,0.5403405194691265,0.5816836332842927,0.49482944009355617,8,0.11649669050957769,0.08884991364885782,0,0.22286926294716783,2.9325196985868325,0.9802620838216977,low_rho_route
distilbert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,2,random,8,0,0.715137891130381,1.7880131169166762,0.7122223468908119,8,0.17943196204899142,0.23993033274369582,0,0.07567317665229555,10.470500973391868,1.006385487118013,random_route
distilbert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,6,state_pca,8,0,0.9131986129565081,2.472055871260252,0.23497394261221388,8,0.18781465334308498,0.2952967138586572,1,0.6821744958541867,0.38246979484127874,0.11235040662819329,high_rho_route
distilbert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,4,state_pca,8,0,0.37150590404205186,0.05374253190070577,0.09091878119278005,8,0.1238022757635389,0.028700382814407396,0,0.00803707823474336,8.173851217906451,1.0000793149018024,low_rho_route
distilbert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,6,random,8,0,0.7428459558348535,2.010906149559539,0.6961236643129303,8,0.1212755159271144,0.17197647064725297,1,0.6821744958541867,0.38246979484127874,0.11235040662819329,random_route
distilbert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,4,delta_pca,8,0,0.7768685603827012,0.7678334749288657,0.2205363910760277,8,0.17516428910925788,0.15348964861319123,0,0.0478838541453254,14.261641917480656,1.00412890764502,high_rho_route
distilbert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,2,state_pca,8,0,0.3099230765067578,0.0799804289000151,0.1780849910793556,8,0.119173017458316,0.03370309621347968,0,0.011692173545236306,9.4833826792984,1.0006752813278394,low_rho_route
distilbert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,6,random,8,0,0.7874049105731185,1.202046148738162,0.3245459928618229,8,0.14479404600615556,0.1587491009895311,0,0.15577450511350488,11.187700215766078,1.053542555462648,random_route
distilbert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,6,delta_pca,8,0,0.9718940262910694,0.2011579082794138,0.005817238020301459,8,0.015959079010292393,0.0071577476053393445,1,0.9957322642930057,0.0042768684844759946,2.069259135362156e-05,high_rho_route
distilbert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,4,delta_pca,8,0,0.3432249941767767,0.08594831078562425,0.1644655933409408,8,0.1332276002348152,0.03905825873474811,0,0.008155037790064407,7.010926431039834,0.9987772024675985,low_rho_route
distilbert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,6,random,8,0,0.8855796235640384,0.183292972147214,0.02368217415250174,8,0.012408089946551761,0.005312241860646397,1,0.9957322642930057,0.0042768684844759946,2.069259135362156e-05,random_route
distilbert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,4,state_pca,8,0,0.6651348717195633,1.6013584940351127,0.8062111014292523,8,0.15025919553902978,0.19014518976874809,0,0.12629990776428468,9.412630687939728,1.0172750916316813,high_rho_route
distilbert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,6,delta_pca,8,0,0.3135927934127237,0.1403197511140611,0.30713871751657584,8,0.18836908280719425,0.07056169846668969,0,0.044803128710516706,3.5822896673822866,0.956769872903851,low_rho_route
distilbert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,4,random,8,0,0.7035406314420646,1.6938230334337165,0.7137465620306543,8,0.12073983694206113,0.15713922328638416,0,0.12629990776428468,9.412630687939728,1.0172750916316813,random_route
distilbert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,6,state_pca,8,0,0.9403295876214987,0.6836284135949754,0.04338094843538174,8,0.04468886288639563,0.03694956727276979,1,0.980509631146186,0.019682810705364456,0.0004191475084897034,high_rho_route
distilbert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,4,delta_pca,8,0,0.11469366604566628,0.02110984442924799,0.16294429872494265,8,0.11341630190476047,0.016478512234886104,0,0.0073153561459187565,7.329991930451165,0.999274681572168,low_rho_route
distilbert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,6,random,8,0,0.9611471336498075,0.6987629644520539,0.028246397578304043,8,0.05153535012421637,0.04307945201016268,1,0.980509631146186,0.019682810705364456,0.0004191475084897034,random_route
distilbert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,2,state_pca,8,0,0.7888205908398825,0.5321907276203672,0.14247564620454334,8,0.18990687957991978,0.13853973404325387,0,0.02228045332186526,9.321172077758403,1.000894522999487,high_rho_route
distilbert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,4,state_pca,8,0,0.5103410527173132,0.22255357281301147,0.21353435628464534,8,0.13371571675514615,0.06308117031288417,0,0.024828490322680242,5.437192810765384,0.9931964817043806,low_rho_route
distilbert-base-uncased,28,The usual color of grass is [MASK].,green,factual_deep,common,4,random,8,0,0.679260598953922,0.2962173479154501,0.13987058118220652,8,0.10003413850146281,0.054444433210846015,0,0.024828490322680242,5.437192810765384,0.9931964817043806,random_route
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,6,delta_pca,8,0,0.8238538431254853,2.3145212299600884,0.49486207179086816,8,0.18801294408833574,0.2860344445370068,1,0.42650007262302897,0.8521427417736792,0.3570965100549349,high_rho_route
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,2,delta_pca,8,0,0.44635405065926304,0.11333546638347923,0.14057836326830297,8,0.1454112267641397,0.0489531740946842,0,0.008116168692817864,12.980706571281749,1.0007610985175976,low_rho_route
distilbert-base-uncased,29,A rose is a [MASK].,flower,factual_simple,common,6,random,8,0,0.8597782387369937,2.4154466271165553,0.39393667463440113,8,0.22703312549774107,0.35284823613410315,1,0.42650007262302897,0.8521427417736792,0.3570965100549349,random_route
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,12,delta_pca,8,0,0.9320809923477009,1.831796706787867,0.13347961772335348,8,0.07786887614537899,0.10539076178109055,1,0.8743286501881646,0.13429894404457488,0.018937041126576126,high_rho_route
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,4,state_pca,8,0,0.3321891663880159,0.15542993432202185,0.31246592156049924,8,0.1419459923711959,0.05596164435402875,0,0.017549894484531373,9.277177231960232,1.001571283755351,low_rho_route
bert-base-uncased,1,The language of Portugal is [MASK].,portuguese,factual_deep,language,12,random,8,0,0.8551567180822125,1.6806192517936944,0.28465707271752994,8,0.09160367834135202,0.11875381768412216,1,0.8743286501881646,0.13429894404457488,0.018937041126576126,random_route
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,delta_pca,8,0,0.6663949990615682,0.9264349133782749,0.46378397284220946,8,0.1138983502627547,0.1096288580688085,0,0.11506630712777191,6.23732188259579,1.0197302603944847,high_rho_route
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,state_pca,8,0,0.3677416114240496,0.5112413334508689,0.8789775527696173,8,0.199660249155696,0.14275935864619843,0,0.11506630712777191,6.23732188259579,1.0197302603944847,low_rho_route
bert-base-uncased,2,The red planet is [MASK].,mars,factual_simple,science,12,random,8,0,0.5809799328679459,0.8076892751881283,0.5825296110323588,8,0.14731239202063773,0.1323919075331099,0,0.11506630712777191,6.23732188259579,1.0197302603944847,random_route
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,12,state_pca,8,0,0.9205190064533525,0.13531940256758315,0.011683974460939599,8,0.013613742987823998,0.00500792231405071,1,0.9967665185575467,0.003238720440088738,1.1150437315032846e-05,high_rho_route
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,8,state_pca,8,0,0.5978275263907955,1.6373201883283808,1.1014633504845799,8,0.07372131567935293,0.09433218318766681,1,0.37957515826681354,0.9687026562560235,0.3951746660507598,low_rho_route
bert-base-uncased,4,Isaac [MASK] described gravity.,newton,factual_deep,culture,12,random,8,0,0.9503918920052751,0.13971081762530232,0.0072925594032202164,8,0.015914027113342267,0.005948330774983237,1,0.9967665185575467,0.003238720440088738,1.1150437315032846e-05,random_route
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,12,state_pca,8,0,0.9383419884593498,0.8818362631598501,0.05794504685882112,8,0.08069525283660672,0.07577779496196113,0,0.6221502483454167,1.0739255415222517,0.8206091054447928,high_rho_route
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,4,delta_pca,8,0,0.3933847045132055,0.25215513116046034,0.3888335200696118,8,0.1223740885654959,0.06145021055347734,0,0.02739599593220488,12.639603500135623,1.002365143683904,low_rho_route
bert-base-uncased,5,The capital of Syria is [MASK].,damascus,factual_simple,capital,12,random,8,0,0.8518825216559625,0.8005832721838472,0.1391980378348196,8,0.038859938920962796,0.03477005433811488,0,0.6221502483454167,1.0739255415222517,0.8206091054447928,random_route
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,12,state_pca,8,0,0.8985619580895811,2.705347663695828,0.30540483849959793,8,0.20043565520934886,0.32967538508608263,1,0.6556360407614804,0.4221494599177254,0.12670568430809048,high_rho_route
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,4,delta_pca,8,0,0.32179703949165095,0.11991636690231962,0.25272959370612413,8,0.10514813957756657,0.036411688951344445,0,0.019563396017747495,7.276672466334508,1.00017708768438,low_rho_route
bert-base-uncased,7,A person who flies planes is a [MASK].,pilot,factual_deep,role,12,random,8,0,0.8947034507671919,2.6937306531202054,0.3170218490752169,8,0.20681963571217682,0.339444560012909,1,0.6556360407614804,0.4221494599177254,0.12670568430809048,random_route
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,12,delta_pca,8,0,0.9023550463554338,1.447527912435321,0.15663878257216451,8,0.11382172715594881,0.1369426238719583,0,0.3127496568899981,2.8028589710948304,1.0464235333280194,high_rho_route
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,8,delta_pca,8,0,0.5942375090930938,0.9780256494402935,0.6678240898885552,8,0.08461456829741071,0.08367972905570384,0,0.11245300466169984,4.852099058047745,1.0033925234937826,low_rho_route
bert-base-uncased,8,Two plus two equals [MASK].,four,factual_simple,math,8,random,8,0,0.7151868941667984,1.1770901633358348,0.4687595759930137,8,0.08496846564317066,0.09218550541060698,0,0.11245300466169984,4.852099058047745,1.0033925234937826,random_route
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,12,delta_pca,8,0,0.9251835291648642,0.6891349375414475,0.05572801755624086,8,0.02985521905466778,0.024784056823720833,1,0.5101650598068493,0.673020958945958,0.41240128586761016,high_rho_route
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,8,delta_pca,8,0,0.5146162765936152,1.1547644787520108,1.0891685860855598,8,0.10661284293995389,0.11456612722939982,0,0.11487766467936655,7.802095891519206,1.0148408237270234,low_rho_route
bert-base-uncased,10,The capital of Pakistan is [MASK].,islamabad,factual_deep,capital,12,random,8,0,0.8952176780536342,0.6668144851307194,0.0780484699669687,8,0.05071092861227062,0.04140988992403326,1,0.5101650598068493,0.673020958945958,0.41240128586761016,random_route
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,12,state_pca,8,0,0.9482864035266885,2.8943921506308277,0.15784200549179264,8,0.33331958540323475,0.5670737169548142,1,0.46071228925147606,0.7749815322246156,0.299597182546978,high_rho_route
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,4,delta_pca,8,0,0.2550058047427258,0.08188379632463241,0.2392218208876683,8,0.08977507522849608,0.02568944740303114,0,0.01461692963645972,9.75524235458322,1.001368770234064,low_rho_route
bert-base-uncased,11,A person who drives a bus is a [MASK].,driver,factual_simple,role,12,random,8,0,0.8599106737679741,2.624648729689018,0.4275854264335919,8,0.2887063478314481,0.4677264464927283,1,0.46071228925147606,0.7749815322246156,0.299597182546978,random_route
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,12,state_pca,8,0,0.855389133513204,2.2922859568801224,0.3875305933551805,8,0.1298718962672939,0.19662990919042117,1,0.47775701788617503,0.7386530065166347,0.31269004179354964,high_rho_route
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,4,state_pca,8,0,0.5118929226601664,0.8301572500595444,0.7915827922630688,8,0.13231297504960748,0.12055427544251007,0,0.0669272459334872,11.579257939456514,1.0060740467866511,low_rho_route
bert-base-uncased,14,The opposite of day is [MASK].,night,factual_simple,lexical,12,random,8,0,0.8590548195411142,2.3021093229656824,0.37770722726962613,8,0.13944545812909082,0.2115764594279806,1,0.47775701788617503,0.7386530065166347,0.31269004179354964,random_route
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,12,delta_pca,8,0,0.7485531021755601,1.3961350700188322,0.4689765245509737,8,0.22087956506476317,0.260987229201152,1,0.16673884214936718,1.7913265100721953,0.7103102163303354,high_rho_route
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,4,delta_pca,8,0,0.3931532497302774,0.30236987062994136,0.4667192080877902,8,0.09886960957623195,0.054366587790595146,0,0.02964362992725779,7.641187252422332,1.0015412706273261,low_rho_route
bert-base-uncased,16,Black has the opposite meaning of [MASK].,white,factual_deep,antonym,8,random,8,0,0.6751112936278454,0.6979129342938994,0.3358617053562923,8,0.12215765107562424,0.10205194746161904,0,0.03308257062382514,9.4155536456251,1.0024903345291645,random_route
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,12,state_pca,8,0,0.9538184859090844,0.8066802759077846,0.03905744864358922,8,0.052170378878567,0.04685702483455545,1,0.8048764758299031,0.21706645951167577,0.06869772990011758,high_rho_route
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,4,state_pca,8,0,0.23600883144525042,0.161422366270024,0.5225451161395102,8,0.15554650252680885,0.06249454422168195,0,0.034299353018467434,11.58597869601381,1.0031604321312526,low_rho_route
bert-base-uncased,17,The capital of Chile is [MASK].,santiago,factual_simple,capital,12,random,8,0,0.9249642976589704,0.7822772003933562,0.06346052415801699,8,0.029415761388892035,0.026017192508931003,1,0.8048764758299031,0.21706645951167577,0.06869772990011758,random_route
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,4,delta_pca,8,0,0.7682459953298276,1.0487395108578352,0.3163694740677363,8,0.22093044611583015,0.22625041506411214,0,0.06496631884723517,8.493860913849367,1.008155382263137,high_rho_route
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,8,state_pca,8,0,0.6495808638328854,1.4569474904168698,0.7859564674061394,8,0.0800865568241673,0.09666774153708431,0,0.20038968179109495,5.1735996259414945,1.0426158392031344,low_rho_route
bert-base-uncased,19,Five minus two equals [MASK].,three,factual_deep,math,4,random,8,0,0.7794620397328147,1.064050633847677,0.3010583510778915,8,0.16699682320985498,0.17226194916294427,0,0.06496631884723517,8.493860913849367,1.008155382263137,random_route
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,12,state_pca,8,0,0.9334557146864065,2.1984947603956804,0.1567265166353988,8,0.181353305915247,0.2688983852466341,1,0.8534324854105846,0.1584888430860912,0.02312605225972586,high_rho_route
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,4,delta_pca,8,0,0.4334778513066821,0.2631105059102581,0.3438651564381964,8,0.11485038278447296,0.05891169817940712,0,0.02084772980175563,9.290878413655326,1.0017610642516166,low_rho_route
bert-base-uncased,20,The language of France is [MASK].,french,factual_simple,language,12,random,8,0,0.9030582717392358,2.1269020559991656,0.2283192210319155,8,0.09165925189240721,0.13367495723027012,1,0.8534324854105846,0.1584888430860912,0.02312605225972586,random_route
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,12,state_pca,8,0,0.5573187383089706,0.5245943942643219,0.41668813977725394,8,0.15265182534343366,0.11056402093286496,0,0.07009589425913786,8.7581907128178,1.0091369633826621,high_rho_route
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,8,delta_pca,8,0,0.24243458245853902,0.2164491928135222,0.6763656466310081,8,0.06606696620469994,0.030737061760063834,0,0.03012417727000893,11.707722939641455,1.0030186041675313,low_rho_route
bert-base-uncased,22,The plural of person is [MASK].,people,factual_deep,plural,12,random,8,0,0.7934041663726281,0.7468174842423716,0.19446504979920548,8,0.20075275900364992,0.1734877286296108,0,0.07009589425913786,8.7581907128178,1.0091369633826621,random_route
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,12,delta_pca,8,0,0.93967631447995,0.36982619757356255,0.023741451067488067,8,0.044228936314920295,0.026897092160564233,1,0.9894351169026205,0.010621087688598681,0.00011429894106829153,high_rho_route
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,4,delta_pca,8,0,0.529327372973729,0.4297259065313016,0.3821079952696344,8,0.1725690765724716,0.11312503937758778,0,0.03628588034520937,11.564245190391052,1.0035504294087223,low_rho_route
bert-base-uncased,23,The capital of Nepal is [MASK].,kathmandu,factual_simple,capital,12,random,8,0,0.9558251970091101,0.3761818752987446,0.017385773342306177,8,0.035470365305816855,0.02175527587140172,1,0.9894351169026205,0.010621087688598681,0.00011429894106829153,random_route
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,8,delta_pca,8,0,0.6284774264345223,0.45481404033247047,0.268861976024587,8,0.09525632873734607,0.06424077490149283,0,0.05844956572221109,10.87291156714416,1.010063217798508,high_rho_route
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,4,delta_pca,8,0,0.239035975872686,0.100618924616978,0.320317397832531,8,0.10722627137698013,0.03401269463866305,0,0.016732640267381024,10.996727585410946,1.001284591766252,low_rho_route
bert-base-uncased,25,The continent containing Thailand is [MASK].,asia,factual_deep,continent,12,random,8,0,0.49028183314570384,0.5825119254225892,0.6056045537973871,8,0.18701856287758142,0.14273718443108172,0,0.1299566220098984,4.355740584768154,1.0005975596115078,random_route
bert-base-uncased,26,The capital of Iraq is [MASK].,baghdad,factual_simple,capital,12,state_pca,8,0,0.8900154441851297,0.4649990659310225,0.057462728377234075,8,0.033224376922416164,0.022655981706711303,1,0.986259666643201,0.013835605457462026,0.00019659570781860314,high_rho_route
