model,prompt_id,prompt,task,topic,layer,target,target_id,rho_scope,pred_id,correct,confidence,target_prob,nll,brier,entropy_full
distilbert-base-uncased,20,The language of France is [MASK].,factual_simple,language,4,french,2413,layer_prompt,4242,0,0.00803707823474336,0.0002819301485442966,8.173851217906451,1.0000793149018024,8.732137758499379
distilbert-base-uncased,22,The plural of person is [MASK].,factual_deep,plural,4,people,2111,layer_prompt,4242,0,0.0478838541453254,6.400996833540005e-07,14.261641917480656,1.00412890764502,8.060433195167754
distilbert-base-uncased,23,The capital of Nepal is [MASK].,factual_simple,capital,4,kathmandu,28045,layer_prompt,14005,0,0.008155037790064407,0.0009019725858059623,7.010926431039834,0.9987772024675985,8.631719481612315
distilbert-base-uncased,25,The continent containing Thailand is [MASK].,factual_deep,continent,4,asia,4021,layer_prompt,14128,0,0.12629990776428468,8.168577466713429e-05,9.412630687939728,1.0172750916316813,7.406460206973898
distilbert-base-uncased,26,The capital of Iraq is [MASK].,factual_simple,capital,4,baghdad,13952,layer_prompt,14005,0,0.0073153561459187565,0.000655578877330117,7.329991930451165,0.999274681572168,8.640297237285575
distilbert-base-uncased,28,The usual color of grass is [MASK].,factual_deep,common,4,green,2665,layer_prompt,4242,0,0.024828490322680242,0.004351682135710617,5.437192810765384,0.9931964817043806,8.258111895185447
distilbert-base-uncased,29,A rose is a [MASK].,factual_simple,common,4,flower,6546,layer_prompt,11988,0,0.011468650940547826,0.0004300707112490652,7.751560918030957,1.0003870382754352,7.9864213959169685
distilbert-base-uncased,1,The language of Portugal is [MASK].,factual_deep,language,6,portuguese,5077,layer_prompt,5077,1,0.902481148599316,0.902481148599316,0.1026074769718551,0.011711628329263535,0.5425192028845388
distilbert-base-uncased,2,The red planet is [MASK].,factual_simple,science,6,mars,7733,layer_prompt,13035,0,0.03765025520818478,0.02091314814302669,3.8673772200579375,0.963983499083344,7.0642171442324075
distilbert-base-uncased,4,Isaac [MASK] described gravity.,factual_deep,culture,6,newton,8446,layer_prompt,8446,1,0.9843763169413244,0.9843763169413244,0.0157470191238791,0.00024806403073507344,0.1709893880554828
distilbert-base-uncased,5,The capital of Syria is [MASK].,factual_simple,capital,6,damascus,16094,layer_prompt,16094,1,0.6980086337652032,0.6980086337652032,0.35952380700514164,0.1744363002056477,0.7150712275743563
distilbert-base-uncased,7,A person who flies planes is a [MASK].,factual_deep,role,6,pilot,4405,layer_prompt,4405,1,0.09878778559014825,0.09878778559014825,2.3147813095009186,0.822409104769827,5.86287569007967
distilbert-base-uncased,8,Two plus two equals [MASK].,factual_simple,math,6,four,2176,layer_prompt,5717,0,0.25604230440828074,0.0468064909711062,3.061733389712124,1.0135317126754748,3.934062981967047
distilbert-base-uncased,10,The capital of Pakistan is [MASK].,factual_deep,capital,6,islamabad,26905,layer_prompt,26905,1,0.5722755706655154,0.5722755706655154,0.5581346367169977,0.2643158918421957,1.1473934711964613
distilbert-base-uncased,11,A person who drives a bus is a [MASK].,factual_simple,role,6,driver,4062,layer_prompt,4062,1,0.1834961337605827,0.1834961337605827,1.695561681134093,0.6771290379652092,5.184646577904303
distilbert-base-uncased,14,The opposite of day is [MASK].,factual_simple,lexical,6,night,2305,layer_prompt,2154,0,0.027662921650300553,0.015483832755045513,4.167958847471702,0.9727576716119327,7.428198941863777
distilbert-base-uncased,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,6,white,2317,layer_prompt,2304,0,0.15881154824689822,0.05022259598801373,2.991290234274607,0.9329920660796891,6.408192020066793
distilbert-base-uncased,17,The capital of Chile is [MASK].,factual_simple,capital,6,santiago,8728,layer_prompt,8728,1,0.8475446975217239,0.8475446975217239,0.1654117006796475,0.04388771472804165,0.5004749103680751
distilbert-base-uncased,19,Five minus two equals [MASK].,factual_deep,math,6,three,2093,layer_prompt,5717,0,0.22286926294716783,0.05326266306708309,2.9325196985868325,0.9802620838216977,3.4608002876381687
distilbert-base-uncased,20,The language of France is [MASK].,factual_simple,language,6,french,2413,layer_prompt,2413,1,0.6821744958541867,0.6821744958541867,0.38246979484127874,0.11235040662819329,1.6236665536051123
distilbert-base-uncased,22,The plural of person is [MASK].,factual_deep,plural,6,people,2111,layer_prompt,13994,0,0.15577450511350488,1.3843424328958365e-05,11.187700215766078,1.053542555462648,4.9719843194367375
distilbert-base-uncased,23,The capital of Nepal is [MASK].,factual_simple,capital,6,kathmandu,28045,layer_prompt,28045,1,0.9957322642930057,0.9957322642930057,0.0042768684844759946,2.069259135362156e-05,0.04588095795755956
distilbert-base-uncased,25,The continent containing Thailand is [MASK].,factual_deep,continent,6,asia,4021,layer_prompt,6504,0,0.044803128710516706,0.02781194519269996,3.5822896673822866,0.956769872903851,5.9998543838960625
distilbert-base-uncased,26,The capital of Iraq is [MASK].,factual_simple,capital,6,baghdad,13952,layer_prompt,13952,1,0.980509631146186,0.980509631146186,0.019682810705364456,0.0004191475084897034,0.16423837562688692
distilbert-base-uncased,28,The usual color of grass is [MASK].,factual_deep,common,6,green,2665,layer_prompt,3756,0,0.18995286294650224,0.04789085010606272,3.038830813562311,0.9669255730637929,3.667589261990514
distilbert-base-uncased,29,A rose is a [MASK].,factual_simple,common,6,flower,6546,layer_prompt,6546,1,0.42650007262302897,0.42650007262302897,0.8521427417736792,0.3570965100549349,3.5557800355971274
bert-base-uncased,1,The language of Portugal is [MASK].,factual_deep,language,4,portuguese,5077,layer_prompt,4142,0,0.017549894484531373,9.353477815424689e-05,9.277177231960232,1.001571283755351,8.310699535162449
bert-base-uncased,2,The red planet is [MASK].,factual_simple,science,4,mars,7733,layer_prompt,4142,0,0.04838061883563662,5.8646864196170836e-05,9.743976450685118,1.0037570949809829,8.128688459144463
bert-base-uncased,4,Isaac [MASK] described gravity.,factual_deep,culture,4,newton,8446,layer_prompt,2036,0,0.5778566329906235,0.00014233627663720052,8.857318154667679,1.3472120459294055,2.9815960021878882
bert-base-uncased,5,The capital of Syria is [MASK].,factual_simple,capital,4,damascus,16094,layer_prompt,4142,0,0.02739599593220488,3.2410814592456886e-06,12.639603500135623,1.002365143683904,8.165487391871936
bert-base-uncased,7,A person who flies planes is a [MASK].,factual_deep,role,4,pilot,4405,layer_prompt,2711,0,0.019563396017747495,0.0006914826715901265,7.276672466334508,1.00017708768438,7.8855405430422945
bert-base-uncased,8,Two plus two equals [MASK].,factual_simple,math,4,four,2176,layer_prompt,4414,0,0.033278213309323915,0.0006084191933042018,7.404646450896919,1.002718545614137,7.924598122156499
bert-base-uncased,10,The capital of Pakistan is [MASK].,factual_deep,capital,4,islamabad,26905,layer_prompt,11047,0,0.037766043372976954,2.7867862847497488e-05,10.488036402313554,1.0033641367464652,8.094170558576774
bert-base-uncased,11,A person who drives a bus is a [MASK].,factual_simple,role,4,driver,4062,layer_prompt,2711,0,0.01461692963645972,5.798986207052595e-05,9.75524235458322,1.001368770234064,7.927399351095541
bert-base-uncased,14,The opposite of day is [MASK].,factual_simple,lexical,4,night,2305,layer_prompt,4142,0,0.0669272459334872,9.358196763973007e-06,11.579257939456514,1.0060740467866511,8.012068699451685
bert-base-uncased,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,4,white,2317,layer_prompt,2068,0,0.02964362992725779,0.00048025792606015087,7.641187252422332,1.0015412706273261,8.186376319208875
bert-base-uncased,17,The capital of Chile is [MASK].,factual_simple,capital,4,santiago,8728,layer_prompt,4142,0,0.034299353018467434,9.295513477205059e-06,11.58597869601381,1.0031604321312526,8.0128349270316
bert-base-uncased,19,Five minus two equals [MASK].,factual_deep,math,4,three,2093,layer_prompt,4414,0,0.06496631884723517,0.00020472132091161905,8.493860913849367,1.008155382263137,7.57548849781924
bert-base-uncased,20,The language of France is [MASK].,factual_simple,language,4,french,2413,layer_prompt,4142,0,0.02084772980175563,9.226198049095644e-05,9.290878413655326,1.0017610642516166,8.285004686852357
bert-base-uncased,22,The plural of person is [MASK].,factual_deep,plural,4,people,2111,layer_prompt,11047,0,0.016075622861473925,3.6128090396097465e-05,10.228439867893824,1.0014401357556544,8.431305194008345
bert-base-uncased,23,The capital of Nepal is [MASK].,factual_simple,capital,4,kathmandu,28045,layer_prompt,4142,0,0.03628588034520937,9.499748908502233e-06,11.564245190391052,1.0035504294087223,7.957060255024958
bert-base-uncased,25,The continent containing Thailand is [MASK].,factual_deep,continent,4,asia,4021,layer_prompt,4142,0,0.016732640267381024,1.675644520392923e-05,10.996727585410946,1.001284591766252,8.426838913000688
bert-base-uncased,26,The capital of Iraq is [MASK].,factual_simple,capital,4,baghdad,13952,layer_prompt,4142,0,0.024037368759229183,3.653239870309069e-06,12.519896148384362,1.0024048627997169,8.144992075665044
bert-base-uncased,28,The usual color of grass is [MASK].,factual_deep,common,4,green,2665,layer_prompt,4142,0,0.0446668283302645,0.00014632170250818065,8.829702918436913,1.0031999514814873,8.170262576092453
bert-base-uncased,29,A rose is a [MASK].,factual_simple,common,4,flower,6546,layer_prompt,6821,0,0.023168523720338025,1.463972878003855e-05,11.131771575556368,1.001639120170186,7.955978612412158
bert-base-uncased,1,The language of Portugal is [MASK].,factual_deep,language,8,portuguese,5077,layer_prompt,4242,0,0.06317760543689918,9.06973827880757e-05,9.307982056958792,1.0056004379060646,8.184934191789123
bert-base-uncased,2,The red planet is [MASK].,factual_simple,science,8,mars,7733,layer_prompt,2908,0,0.08296755171745362,0.0003359130751474154,7.998658136389366,1.0098720164588535,7.507536360151233
bert-base-uncased,4,Isaac [MASK] described gravity.,factual_deep,culture,8,newton,8446,layer_prompt,8446,1,0.37957515826681354,0.37957515826681354,0.9687026562560235,0.3951746660507598,4.264853192666314
bert-base-uncased,5,The capital of Syria is [MASK].,factual_simple,capital,8,damascus,16094,layer_prompt,11047,0,0.05452394249262352,0.00013735316363851804,8.892955112280772,1.0039708028583225,8.083547060490021
bert-base-uncased,7,A person who flies planes is a [MASK].,factual_deep,role,8,pilot,4405,layer_prompt,2711,0,0.027608865874220744,0.0007720942769938392,7.166403894937253,1.001638728239021,7.501244758207792
bert-base-uncased,8,Two plus two equals [MASK].,factual_simple,math,8,four,2176,layer_prompt,2498,0,0.11245300466169984,0.007811962564360417,4.852099058047745,1.0033925234937826,6.98685948253035
bert-base-uncased,10,The capital of Pakistan is [MASK].,factual_deep,capital,8,islamabad,26905,layer_prompt,11047,0,0.11487766467936655,0.00040887711821780033,7.802095891519206,1.0148408237270234,7.339723047035229
bert-base-uncased,11,A person who drives a bus is a [MASK].,factual_simple,role,8,driver,4062,layer_prompt,2711,0,0.03593343809600921,0.0013211604496044815,6.62924480010273,1.0013157875796301,7.356213128599634
bert-base-uncased,14,The opposite of day is [MASK].,factual_simple,lexical,8,night,2305,layer_prompt,11047,0,0.012370923000517715,1.1609223717566135e-05,11.363710627748652,1.000599941292322,8.92115314701853
bert-base-uncased,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,8,white,2317,layer_prompt,2331,0,0.03308257062382514,8.144735921317275e-05,9.4155536456251,1.0024903345291645,8.223668900529916
bert-base-uncased,17,The capital of Chile is [MASK].,factual_simple,capital,8,santiago,8728,layer_prompt,11047,0,0.08912361726174832,0.003851586984707407,5.559270011794994,1.0011181252223238,7.9273097552678635
bert-base-uncased,19,Five minus two equals [MASK].,factual_deep,math,8,three,2093,layer_prompt,2498,0,0.20038968179109495,0.005664143282033472,5.1735996259414945,1.0426158392031344,5.995246811703576
bert-base-uncased,20,The language of France is [MASK].,factual_simple,language,8,french,2413,layer_prompt,22480,0,0.05588923224846378,0.0008456923498641774,7.075354917138524,1.0035377364352496,8.273309988827066
bert-base-uncased,22,The plural of person is [MASK].,factual_deep,plural,8,people,2111,layer_prompt,11047,0,0.03012417727000893,8.23001319791709e-06,11.707722939641455,1.0030186041675313,8.244071287479626
bert-base-uncased,23,The capital of Nepal is [MASK].,factual_simple,capital,8,kathmandu,28045,layer_prompt,11047,0,0.18870094691108544,0.0007615032846019171,7.180216072306886,1.0361471122854355,6.8889883829585585
bert-base-uncased,25,The continent containing Thailand is [MASK].,factual_deep,continent,8,asia,4021,layer_prompt,14128,0,0.05844956572221109,1.8965072364495068e-05,10.87291156714416,1.010063217798508,6.74758673474694
bert-base-uncased,26,The capital of Iraq is [MASK].,factual_simple,capital,8,baghdad,13952,layer_prompt,11047,0,0.042865918971817414,0.0004847040581939125,7.631972042558944,1.0018994224674567,8.191472448418786
bert-base-uncased,28,The usual color of grass is [MASK].,factual_deep,common,8,green,2665,layer_prompt,2417,0,0.024786582303784395,0.017881655446226302,4.0239799270446515,0.9664741687830496,8.345857091489464
bert-base-uncased,29,A rose is a [MASK].,factual_simple,common,8,flower,6546,layer_prompt,2450,0,0.020208094286198085,0.0005394918097424622,7.524882954581575,1.0018691658232004,7.4927134736008
bert-base-uncased,1,The language of Portugal is [MASK].,factual_deep,language,12,portuguese,5077,layer_prompt,5077,1,0.8743286501881646,0.8743286501881646,0.13429894404457488,0.018937041126576126,0.720584196717009
bert-base-uncased,2,The red planet is [MASK].,factual_simple,science,12,mars,7733,layer_prompt,2757,0,0.11506630712777191,0.0019550844635898555,6.23732188259579,1.0197302603944847,6.018855646208945
bert-base-uncased,4,Isaac [MASK] described gravity.,factual_deep,culture,12,newton,8446,layer_prompt,8446,1,0.9967665185575467,0.9967665185575467,0.003238720440088738,1.1150437315032846e-05,0.03761141337106642
bert-base-uncased,5,The capital of Syria is [MASK].,factual_simple,capital,12,damascus,16094,layer_prompt,22973,0,0.6221502483454167,0.34166466264566847,1.0739255415222517,0.8206091054447928,0.9152949915122011
bert-base-uncased,7,A person who flies planes is a [MASK].,factual_deep,role,12,pilot,4405,layer_prompt,4405,1,0.6556360407614804,0.6556360407614804,0.4221494599177254,0.12670568430809048,2.1754086754424113
bert-base-uncased,8,Two plus two equals [MASK].,factual_simple,math,12,four,2176,layer_prompt,2028,0,0.3127496568899981,0.06063645669931011,2.8028589710948304,1.0464235333280194,2.713537180566371
bert-base-uncased,10,The capital of Pakistan is [MASK].,factual_deep,capital,12,islamabad,26905,layer_prompt,26905,1,0.5101650598068493,0.5101650598068493,0.673020958945958,0.41240128586761016,1.009263004957872
bert-base-uncased,11,A person who drives a bus is a [MASK].,factual_simple,role,12,driver,4062,layer_prompt,4062,1,0.46071228925147606,0.46071228925147606,0.7749815322246156,0.299597182546978,3.510695973102689
bert-base-uncased,14,The opposite of day is [MASK].,factual_simple,lexical,12,night,2305,layer_prompt,2305,1,0.47775701788617503,0.47775701788617503,0.7386530065166347,0.31269004179354964,2.8044250840716374
bert-base-uncased,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,12,white,2317,layer_prompt,2317,1,0.16673884214936718,0.16673884214936718,1.7913265100721953,0.7103102163303354,6.102170487186958
bert-base-uncased,17,The capital of Chile is [MASK].,factual_simple,capital,12,santiago,8728,layer_prompt,8728,1,0.8048764758299031,0.8048764758299031,0.21706645951167577,0.06869772990011758,0.659842704053333
bert-base-uncased,19,Five minus two equals [MASK].,factual_deep,math,12,three,2093,layer_prompt,2028,0,0.18513600405223976,0.10864295656734162,2.219688401188763,0.8782577692704183,2.9346470824842448
bert-base-uncased,20,The language of France is [MASK].,factual_simple,language,12,french,2413,layer_prompt,2413,1,0.8534324854105846,0.8534324854105846,0.1584888430860912,0.02312605225972586,0.964220676596521
bert-base-uncased,22,The plural of person is [MASK].,factual_deep,plural,12,people,2111,layer_prompt,13994,0,0.07009589425913786,0.00015716871483531725,8.7581907128178,1.0091369633826621,6.873710872434327
bert-base-uncased,23,The capital of Nepal is [MASK].,factual_simple,capital,12,kathmandu,28045,layer_prompt,28045,1,0.9894351169026205,0.9894351169026205,0.010621087688598681,0.00011429894106829153,0.11814518719688549
bert-base-uncased,25,The continent containing Thailand is [MASK].,factual_deep,continent,12,asia,4021,layer_prompt,11621,0,0.1299566220098984,0.012832932189986795,4.355740584768154,1.0005975596115078,5.786988010834495
bert-base-uncased,26,The capital of Iraq is [MASK].,factual_simple,capital,12,baghdad,13952,layer_prompt,13952,1,0.986259666643201,0.986259666643201,0.013835605457462026,0.00019659570781860314,0.140108532906158
bert-base-uncased,28,The usual color of grass is [MASK].,factual_deep,common,12,green,2665,layer_prompt,2417,0,0.17535199961483225,0.09288836749931242,2.3763568562950876,0.9144850312450432,3.056466677293613
bert-base-uncased,29,A rose is a [MASK].,factual_simple,common,12,flower,6546,layer_prompt,6546,1,0.5112743324022517,0.5112743324022517,0.6708489788168466,0.26814574769337485,3.0314067542243857
google/bert_uncased_L-2_H-128_A-2,1,The language of Portugal is [MASK].,factual_deep,language,1,portuguese,5077,layer_prompt,2003,0,0.03293277426430371,0.016412557071326103,4.109708562050748,0.9724323001672925,6.936754336467378
google/bert_uncased_L-2_H-128_A-2,2,The red planet is [MASK].,factual_simple,science,1,mars,7733,layer_prompt,2003,0,0.06986534009550996,0.0006473741539870593,7.342586140057049,1.0117817980396808,6.72007338481726
google/bert_uncased_L-2_H-128_A-2,4,Isaac [MASK] described gravity.,factual_deep,culture,1,newton,8446,layer_prompt,1000,0,0.08885235955491147,0.00014462341709208494,8.841377317422447,1.0143326389194272,6.8510016533145395
google/bert_uncased_L-2_H-128_A-2,5,The capital of Syria is [MASK].,factual_simple,capital,1,damascus,16094,layer_prompt,2003,0,0.051790317679067756,0.00046925300510436673,7.664368478459842,1.008119452081722,6.644288894838329
google/bert_uncased_L-2_H-128_A-2,7,A person who flies planes is a [MASK].,factual_deep,role,1,pilot,4405,layer_prompt,1012,0,0.06274256400736213,0.0004062460219161721,7.808551616574617,1.010241190367787,6.828360707024676
google/bert_uncased_L-2_H-128_A-2,8,Two plus two equals [MASK].,factual_simple,math,1,four,2176,layer_prompt,1998,0,0.04772662256966105,0.0006100587667345136,7.401955266528173,1.0088009923838022,6.8958330585826
google/bert_uncased_L-2_H-128_A-2,10,The capital of Pakistan is [MASK].,factual_deep,capital,1,islamabad,26905,layer_prompt,4501,0,0.048296856201535524,0.0012626535482884805,6.674539781803447,1.0066836437159092,6.65799804178812
google/bert_uncased_L-2_H-128_A-2,11,A person who drives a bus is a [MASK].,factual_simple,role,1,driver,4062,layer_prompt,1012,0,0.08328687182193638,0.001611776548818901,6.430418261863976,1.010662711749107,6.738576469668135
google/bert_uncased_L-2_H-128_A-2,14,The opposite of day is [MASK].,factual_simple,lexical,1,night,2305,layer_prompt,1012,0,0.06062163709927379,0.0002913256366275752,8.141068890224316,1.0132872851136587,6.561864687477326
google/bert_uncased_L-2_H-128_A-2,16,Black has the opposite meaning of [MASK].,factual_deep,antonym,1,white,2317,layer_prompt,2003,0,0.052564817168188685,0.002002377336682912,6.213420135987612,1.0068279644488995,6.78982705369096
google/bert_uncased_L-2_H-128_A-2,17,The capital of Chile is [MASK].,factual_simple,capital,1,santiago,8728,layer_prompt,2003,0,0.04168900671305711,0.0019508851763982997,6.239472072790026,1.0031201185286922,6.715388160371324
google/bert_uncased_L-2_H-128_A-2,19,Five minus two equals [MASK].,factual_deep,math,1,three,2093,layer_prompt,1012,0,0.045093919540177885,0.001523420909929242,6.486796874289903,1.006105340529757,6.945574012257303
google/bert_uncased_L-2_H-128_A-2,20,The language of France is [MASK].,factual_simple,language,1,french,2413,layer_prompt,2413,1,0.033569852290601276,0.033569852290601276,3.3941268680415395,0.9402013613035416,6.738528917779394
google/bert_uncased_L-2_H-128_A-2,22,The plural of person is [MASK].,factual_deep,plural,1,people,2111,layer_prompt,2003,0,0.09313286162221279,0.002483098138329385,5.99824824914156,1.010917055304314,6.590444308229973
google/bert_uncased_L-2_H-128_A-2,23,The capital of Nepal is [MASK].,factual_simple,capital,1,kathmandu,28045,layer_prompt,8222,0,0.08937151914753985,0.0016443028737653943,6.410438769532068,1.0114928428179035,6.351990929706038
google/bert_uncased_L-2_H-128_A-2,25,The continent containing Thailand is [MASK].,factual_deep,continent,1,asia,4021,layer_prompt,2003,0,0.05072394488287476,0.0028897711138344308,5.8465779793594805,1.00138255247298,7.090267600530144
google/bert_uncased_L-2_H-128_A-2,26,The capital of Iraq is [MASK].,factual_simple,capital,1,baghdad,13952,layer_prompt,1998,0,0.040350699767642655,0.00032962139762703643,8.017565842051228,1.0072301030734632,6.840272102204645
google/bert_uncased_L-2_H-128_A-2,28,The usual color of grass is [MASK].,factual_deep,common,1,green,2665,layer_prompt,1012,0,0.04202835033367803,0.0015802388461168611,6.450179274939664,1.0030679521739438,7.171098133749548
google/bert_uncased_L-2_H-128_A-2,29,A rose is a [MASK].,factual_simple,common,1,flower,6546,layer_prompt,1012,0,0.18191405830341076,0.0001862876470513675,8.588218589311067,1.0421261295260893,5.760205922286359
google/bert_uncased_L-2_H-128_A-2,1,The language of Portugal is [MASK].,factual_deep,language,2,portuguese,5077,layer_prompt,3577,0,0.08610998242579246,0.08004883088175273,2.5251184444961248,0.8607910620759329,5.766543736115204
google/bert_uncased_L-2_H-128_A-2,2,The red planet is [MASK].,factual_simple,science,2,mars,7733,layer_prompt,3011,0,0.058307365809845836,0.007832368646578942,4.849490305584463,0.9967238621163317,6.151642309003751
google/bert_uncased_L-2_H-128_A-2,4,Isaac [MASK] described gravity.,factual_deep,culture,2,newton,8446,layer_prompt,2001,0,0.04546121081411064,0.01024794908450304,4.580677682735034,0.9895796755234108,6.311299201357315
google/bert_uncased_L-2_H-128_A-2,5,The capital of Syria is [MASK].,factual_simple,capital,2,damascus,16094,layer_prompt,28975,0,0.1529790583288279,0.005392535177689446,5.222739656274962,1.0551581531881404,4.1185067409362475
