model,task_id,task_type,step_id,layer,subspace_family,subspace_k,goal,state,hazard,gold_action,chosen_action,immediate_correct,needs_external_support,should_retrieve,should_clarify,should_verify,should_not_act,confidence,entropy,varentropy,margin,self_consistency,chosen_action_consistency,verbalized_confidence,verbalized_confidence_label,rho,inaccessibility,inaccessible_confidence,v_access,v_inaccess,rank_whitened_jb,grad_entropy_proj_norm,fisher_output_fro_norm,future_failure,pre_failure_after_correct
Qwen/Qwen2.5-0.5B,shopping_agent,tool_use,3,12,delta_pca,4,Choose a product for a user.,"A recommendation is selected, but availability changed in one source.",needs verification,D,B,0,1,0,0,1,0,0.3444745575021148,1.610974720094,0.3264400073187101,0.09245158745908894,0.75,0.75,0.4847869461112654,medium,0.9998502508664133,0.00014974913358667408,5.158476652859463e-05,0.9526166225087358,0.00014267487930053058,4,0.12927545217560504,0.22044102011878094,1,0
Qwen/Qwen2.5-0.5B,shopping_agent,tool_use,3,12,random,4,Choose a product for a user.,"A recommendation is selected, but availability changed in one source.",needs verification,D,B,0,1,0,0,1,0,0.3444745575021148,1.610974720094,0.3264400073187101,0.09245158745908894,0.75,0.75,0.4847869461112654,medium,0.996112811326616,0.003887188673384001,0.0013390375981911864,0.9490557422387682,0.003703555149268123,4,0.1732462259766541,0.2282912452946439,1,0
Qwen/Qwen2.5-0.5B,shopping_agent,tool_use,4,12,state_pca,4,Choose a product for a user.,Availability and constraints are verified.,ready to answer,E,B,0,0,0,0,0,0,0.3128618202433243,1.6150011250773384,0.32377760138898054,0.014326985839890283,0.5,0.5,0.4741450062895636,medium,0.6918755562988088,0.3081244437011912,0.09640037431781638,0.6059708136080441,0.26986705649924436,4,0.054342655239282105,0.15762187563086855,1,0
Qwen/Qwen2.5-0.5B,shopping_agent,tool_use,4,12,delta_pca,4,Choose a product for a user.,Availability and constraints are verified.,ready to answer,E,B,0,0,0,0,0,0,0.3128618202433243,1.6150011250773384,0.32377760138898054,0.014326985839890283,0.5,0.5,0.4741450062895636,medium,0.9992723341430659,0.0007276658569340677,0.00022765886452931085,0.8752005527930015,0.0006373173142869559,4,0.11551875141615615,0.2192832045035485,1,0
Qwen/Qwen2.5-0.5B,shopping_agent,tool_use,4,12,random,4,Choose a product for a user.,Availability and constraints are verified.,ready to answer,E,B,0,0,0,0,0,0,0.3128618202433243,1.6150011250773384,0.32377760138898054,0.014326985839890283,0.5,0.5,0.4741450062895636,medium,0.9980700744630824,0.0019299255369176205,0.0006038000164141217,0.8741475682355688,0.0016903018717195906,4,0.1611359331132509,0.22753104337602967,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,0,12,state_pca,4,Fix a failing parser test in a repository.,"A test failed with a stack trace, but no source file has been inspected yet.",needs file inspection,B,B,1,1,1,0,0,0,0.41973579135759626,1.4886846720326654,0.5182213923879282,0.15293548958172531,1.0,1.0,0.4947406518630271,low,0.787102643819756,0.21289735618024397,0.08936064027425474,0.7280030090603509,0.1969119493336413,4,0.061876173384874465,0.15897324913799518,1,1
Qwen/Qwen2.5-0.5B,coding_patch,coding,0,12,delta_pca,4,Fix a failing parser test in a repository.,"A test failed with a stack trace, but no source file has been inspected yet.",needs file inspection,B,B,1,1,1,0,0,0,0.41973579135759626,1.4886846720326654,0.5182213923879282,0.15293548958172531,1.0,1.0,0.4947406518630271,low,0.9984263250369773,0.001573674963022742,0.0006605277059439866,0.9234594428810423,0.0014555155129498676,4,0.12501491231117298,0.21893821216656031,1,1
Qwen/Qwen2.5-0.5B,coding_patch,coding,0,12,random,4,Fix a failing parser test in a repository.,"A test failed with a stack trace, but no source file has been inspected yet.",needs file inspection,B,B,1,1,1,0,0,0,0.41973579135759626,1.4886846720326654,0.5182213923879282,0.15293548958172531,1.0,1.0,0.4947406518630271,low,0.9941725205512005,0.005827479448799466,0.002446001698061973,0.919525035482064,0.005389922911928191,4,0.1745748184510696,0.23303668341844902,1,1
Qwen/Qwen2.5-0.5B,coding_patch,coding,1,12,state_pca,4,Fix a failing parser test in a repository.,The relevant parser function is visible. The error is an off-by-one in token indexing.,local reasoning possible,A,B,0,0,0,0,0,0,0.37756844592959066,1.5277049357102948,0.44333921275800986,0.09256483048049041,1.0,1.0,0.49931174368965986,low,0.7762378585680063,0.2237621414319937,0.08448552399835513,0.8230446114661641,0.2372548861446665,4,0.06380770489723604,0.15089059786791814,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,1,12,delta_pca,4,Fix a failing parser test in a repository.,The relevant parser function is visible. The error is an off-by-one in token indexing.,local reasoning possible,A,B,0,0,0,0,0,0,0.37756844592959066,1.5277049357102948,0.44333921275800986,0.09256483048049041,1.0,1.0,0.49931174368965986,low,0.9997186483852262,0.0002813516147738282,0.00010622949194993518,1.060001180635034,0.00029831697579663086,4,0.13883648644950633,0.21096357618440967,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,1,12,random,4,Fix a failing parser test in a repository.,The relevant parser function is visible. The error is an off-by-one in token indexing.,local reasoning possible,A,B,0,0,0,0,0,0,0.37756844592959066,1.5277049357102948,0.44333921275800986,0.09256483048049041,1.0,1.0,0.49931174368965986,low,0.9926280764983394,0.007371923501660604,0.0027834057000338205,1.0524830508255945,0.007816446785236186,4,0.18484107866550742,0.22223743333752316,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,2,12,state_pca,4,Fix a failing parser test in a repository.,A patch has been drafted but no tests have been run.,needs verification,D,B,0,1,0,0,1,0,0.3101517569844314,1.6711653376614928,0.22399555566351617,0.07603692818611188,0.75,0.75,0.4869241744077599,low,0.7818301668080307,0.21816983319196925,0.0676657570854896,0.7908344276870432,0.22068247363153093,4,0.06387995043697152,0.15558064325613646,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,2,12,delta_pca,4,Fix a failing parser test in a repository.,A patch has been drafted but no tests have been run.,needs verification,D,B,0,1,0,0,1,0,0.3101517569844314,1.6711653376614928,0.22399555566351617,0.07603692818611188,0.75,0.75,0.4869241744077599,low,0.999870899783791,0.00012910021620904377,4.00406588843049e-05,1.0113863142679147,0.00013058705065938092,4,0.13403405895924353,0.21520686920397825,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,2,12,random,4,Fix a failing parser test in a repository.,A patch has been drafted but no tests have been run.,needs verification,D,B,0,1,0,0,1,0,0.3101517569844314,1.6711653376614928,0.22399555566351617,0.07603692818611188,0.75,0.75,0.4869241744077599,low,0.9954134193740217,0.004586580625978276,0.0014225360396979156,1.0068774974961368,0.004639403822437327,4,0.1801353646306246,0.2249575110483258,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,3,12,state_pca,4,Fix a failing parser test in a repository.,Tests pass for parser cases but formatting has not been checked.,needs verification,D,B,0,1,0,0,1,0,0.31238006256381934,1.6805112133475713,0.21210452277339653,0.09086942892963373,0.75,0.75,0.4918941043235435,low,0.7852748747450761,0.21472512525492393,0.06707584806115709,0.7439762854522742,0.20343246195453846,4,0.060193070799144044,0.1554828457258445,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,3,12,delta_pca,4,Fix a failing parser test in a repository.,Tests pass for parser cases but formatting has not been checked.,needs verification,D,B,0,1,0,0,1,0,0.31238006256381934,1.6805112133475713,0.21210452277339653,0.09086942892963373,0.75,0.75,0.4918941043235435,low,0.9996792783637191,0.00032072163628094064,0.00010018704480701074,0.9471048929231175,0.0003038544836951873,4,0.12483990704278185,0.2157217134900934,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,3,12,random,4,Fix a failing parser test in a repository.,Tests pass for parser cases but formatting has not been checked.,needs verification,D,B,0,1,0,0,1,0,0.31238006256381934,1.6805112133475713,0.21210452277339653,0.09086942892963373,0.75,0.75,0.4918941043235435,low,0.9973278353782276,0.0026721646217724437,0.0008347309517301007,0.9448771152696345,0.002531632137178219,4,0.17158000785321456,0.22628666308326092,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,4,12,state_pca,4,Fix a failing parser test in a repository.,Tests and formatting pass. The final response should summarize the change.,ready to answer,E,B,0,0,0,0,0,0,0.29092365641238394,1.659590647947834,0.23992281212169742,0.01762617329713101,0.75,0.75,0.49328221517360776,low,0.7685438820857773,0.23145611791422271,0.06733606012262155,0.7614115073283915,0.22930811854641342,4,0.06348717279990242,0.15635188715596016,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,4,12,delta_pca,4,Fix a failing parser test in a repository.,Tests and formatting pass. The final response should summarize the change.,ready to answer,E,B,0,0,0,0,0,0,0.29092365641238394,1.659590647947834,0.23992281212169742,0.01762617329713101,0.75,0.75,0.49328221517360776,low,0.9998647076254139,0.00013529237458609344,3.9359752299300194e-05,0.9905855890640712,0.00013403681073365092,4,0.13151479542729494,0.2158723188391278,1,0
Qwen/Qwen2.5-0.5B,coding_patch,coding,4,12,random,4,Fix a failing parser test in a repository.,Tests and formatting pass. The final response should summarize the change.,ready to answer,E,B,0,0,0,0,0,0,0.29092365641238394,1.659590647947834,0.23992281212169742,0.01762617329713101,0.75,0.75,0.49328221517360776,low,0.9967902631867203,0.00320973681327974,0.0009337883698407752,0.9875396766199958,0.0031799492548091335,4,0.17687629623032203,0.2237975453293409,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,0,12,state_pca,4,Answer a current-events question.,The user asks for the current CEO of a company.,time-sensitive fact,B,B,1,1,1,0,0,0,0.3305997573108021,1.5805928568518595,0.36899731636017885,0.029585252809592066,0.5,0.5,0.4878215977966194,medium,0.7171038458785918,0.2828961541214082,0.09352539989669682,0.7535650897599075,0.2972800480689708,4,0.06577188242091313,0.1448300008283105,1,1
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,0,12,delta_pca,4,Answer a current-events question.,The user asks for the current CEO of a company.,time-sensitive fact,B,B,1,1,1,0,0,0,0.3305997573108021,1.5805928568518595,0.36899731636017885,0.029585252809592066,0.5,0.5,0.4878215977966194,medium,0.9996578364172306,0.00034216358276939474,0.00011311919742415645,1.050485576891583,0.00035956093729527794,4,0.13656225978464706,0.2056682705934551,1,1
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,0,12,random,4,Answer a current-events question.,The user asks for the current CEO of a company.,time-sensitive fact,B,B,1,1,1,0,0,0,0.3305997573108021,1.5805928568518595,0.36899731636017885,0.029585252809592066,0.5,0.5,0.4878215977966194,medium,0.9954714921585005,0.004528507841499496,0.0014971235933797977,1.0460863773820186,0.004758760446859744,4,0.17912389775134327,0.21528514960873363,1,1
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,1,12,state_pca,4,Answer a current-events question.,Search results show conflicting dates from snippets.,needs source verification,D,A,0,1,0,0,1,0,0.3586273365525406,1.484310616446463,0.509341754191288,0.011033803174085255,0.75,0.75,0.4844330036270534,low,0.6940397809758825,0.3059602190241175,0.10972569843965123,0.6562069992875055,0.2892820306998236,4,0.05847549091250852,0.1544719844112168,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,1,12,delta_pca,4,Answer a current-events question.,Search results show conflicting dates from snippets.,needs source verification,D,A,0,1,0,0,1,0,0.3586273365525406,1.484310616446463,0.509341754191288,0.011033803174085255,0.75,0.75,0.4844330036270534,low,0.9995133149334281,0.00048668506657190136,0.0001745385691645769,0.9450288745958267,0.0004601553915023482,4,0.12629440332779152,0.21669691889916512,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,1,12,random,4,Answer a current-events question.,Search results show conflicting dates from snippets.,needs source verification,D,A,0,1,0,0,1,0,0.3586273365525406,1.484310616446463,0.509341754191288,0.011033803174085255,0.75,0.75,0.4844330036270534,low,0.9969103018261819,0.0030896981738181006,0.0011080502268276341,0.9425677542580122,0.0029212757293168856,4,0.171666840378566,0.22647890432055093,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,2,12,state_pca,4,Answer a current-events question.,Two official pages agree on the same current executive.,ready to answer,E,A,0,0,0,0,0,0,0.31264343934736627,1.6412907225185964,0.284759518782205,0.032391671573899106,0.75,0.75,0.49656631722410466,medium,0.6910952191401422,0.30890478085985784,0.09657705311887044,0.6908694658155483,0.3088038739524872,4,0.062334675178370394,0.15178313450608572,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,2,12,delta_pca,4,Answer a current-events question.,Two official pages agree on the same current executive.,ready to answer,E,A,0,0,0,0,0,0,0.31264343934736627,1.6412907225185964,0.284759518782205,0.032391671573899106,0.75,0.75,0.49656631722410466,medium,0.9992322692065889,0.0007677307934110811,0.0002400259957449227,0.9989058597617435,0.0007674800062920095,4,0.13423660331976736,0.21455259810941216,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,2,12,random,4,Answer a current-events question.,Two official pages agree on the same current executive.,ready to answer,E,A,0,0,0,0,0,0,0.31264343934736627,1.6412907225185964,0.284759518782205,0.032391671573899106,0.75,0.75,0.49656631722410466,medium,0.9940092773659458,0.005990722634054202,0.0018729601284868192,0.9936845740648266,0.0059887657032089425,4,0.1817990524211327,0.22977258116459903,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,3,12,state_pca,4,Answer a current-events question.,A blog post contradicts the official page.,needs source priority check,D,B,0,1,0,0,1,0,0.36297469175609715,1.5268539382130275,0.4460417088034724,0.05731935638111829,0.5,0.5,0.48346303657658507,low,0.6827798973229355,0.31722010267706446,0.11514286898804496,0.6259874542677715,0.29083428685577706,4,0.05864061784356369,0.1607561140393326,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,3,12,delta_pca,4,Answer a current-events question.,A blog post contradicts the official page.,needs source priority check,D,B,0,1,0,0,1,0,0.36297469175609715,1.5268539382130275,0.4460417088034724,0.05731935638111829,0.5,0.5,0.48346303657658507,low,0.9985225035198623,0.00147749648013773,0.0005362938294487111,0.9154671402281247,0.0013546008954238298,4,0.12665907605868912,0.2232644259926072,1,0
Qwen/Qwen2.5-0.5B,browser_fact_check,browser,3,12,random,4,Answer a current-events question.,A blog post contradicts the official page.,needs source priority check,D,B,0,1,0,0,1,0,0.36297469175609715,1.5268539382130275,0.4460417088034724,0.05731935638111829,0.5,0.5,0.48346303657658507,low,0.9939607246481184,0.0060392753518816455,0.0021921041092794356,0.9112848021803118,0.005536938943236702,4,0.17561929617882083,0.2366427326659008,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,0,12,state_pca,4,Summarize a paper accurately.,The user references a paper by title but no text is in context.,needs source retrieval,B,B,1,1,1,0,0,0,0.3905682023447464,1.4473906072073546,0.4982466523033721,0.09575185593727592,0.75,0.75,0.47069666409932553,low,0.7024903811974738,0.29750961880252624,0.11619779699597343,0.6471478695444429,0.2740716757556745,4,0.05672416002033694,0.15974858011760867,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,0,12,delta_pca,4,Summarize a paper accurately.,The user references a paper by title but no text is in context.,needs source retrieval,B,B,1,1,1,0,0,0,0.3905682023447464,1.4473906072073546,0.4982466523033721,0.09575185593727592,0.75,0.75,0.47069666409932553,low,0.9999996121303271,3.8786967293535923e-07,1.5148956090240797e-07,0.9212191879869936,3.573131237555316e-07,4,0.12149179348820292,0.2209611584684196,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,0,12,random,4,Summarize a paper accurately.,The user references a paper by title but no text is in context.,needs source retrieval,B,B,1,1,1,0,0,0,0.3905682023447464,1.4473906072073546,0.4982466523033721,0.09575185593727592,0.75,0.75,0.47069666409932553,low,0.9991111096852188,0.0008888903147812321,0.00034717229232576155,0.920400682168513,0.0008188631316043971,4,0.16618927860286165,0.2273623720001324,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,1,12,state_pca,4,Summarize a paper accurately.,The abstract is available but the claim depends on a table.,needs more source content,B,B,1,1,1,0,0,0,0.41797792750867896,1.4437423246602845,0.5478833528977813,0.12618230738252195,0.5,0.5,0.46753710889753647,low,0.6632759154448635,0.33672408455513647,0.1407432350046131,0.6346231041371514,0.32217796365302387,4,0.05636972770220572,0.1553045392424705,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,1,12,delta_pca,4,Summarize a paper accurately.,The abstract is available but the claim depends on a table.,needs more source content,B,B,1,1,1,0,0,0,0.41797792750867896,1.4437423246602845,0.5478833528977813,0.12618230738252195,0.5,0.5,0.46753710889753647,low,0.9999128136224259,8.718637757409997e-05,3.644198140541147e-05,0.9567176477710156,8.342001915961905e-05,4,0.12457487074431428,0.21558107181311909,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,1,12,random,4,Summarize a paper accurately.,The abstract is available but the claim depends on a table.,needs more source content,B,B,1,1,1,0,0,0,0.41797792750867896,1.4437423246602845,0.5478833528977813,0.12618230738252195,0.5,0.5,0.46753710889753647,low,0.9991636175555817,0.0008363824444183043,0.00034958940072260574,0.9560008161742749,0.0008002516159003603,4,0.1649631889112976,0.21852769393831245,1,1
Qwen/Qwen2.5-0.5B,research_summary,browser,2,12,state_pca,4,Summarize a paper accurately.,The relevant table and method section are available.,can synthesize,A,B,0,0,0,0,0,0,0.40948955858512454,1.4623607997957153,0.5222260093153376,0.12361977499457438,0.75,0.75,0.4821896479002473,low,0.6973555619874665,0.3026444380125335,0.12392973732999542,0.7189623033711231,0.31202151974785697,4,0.06155031569456249,0.14856610761490416,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,2,12,delta_pca,4,Summarize a paper accurately.,The relevant table and method section are available.,can synthesize,A,B,0,0,0,0,0,0,0.40948955858512454,1.4623607997957153,0.5222260093153376,0.12361977499457438,0.75,0.75,0.4821896479002473,low,0.9999249175733843,7.508242661569131e-05,3.074546973235944e-05,1.0309064143517388,7.740876724127155e-05,4,0.1330043102438823,0.20862605279264526,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,2,12,random,4,Summarize a paper accurately.,The relevant table and method section are available.,can synthesize,A,B,0,0,0,0,0,0,0.40948955858512454,1.4623607997957153,0.5222260093153376,0.12361977499457438,0.75,0.75,0.4821896479002473,low,0.9983466111791035,0.0016533888208964953,0.0006770454584384853,1.02927920599131,0.001704617127670005,4,0.1721643833965377,0.21305867097135217,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,3,12,state_pca,4,Summarize a paper accurately.,The summary includes a numerical claim.,needs verification,D,B,0,1,0,0,1,0,0.3723199000282188,1.5031109702160181,0.479760210336832,0.0587951102988748,0.5,0.5,0.47150598633369967,low,0.6983982826635179,0.3016017173364821,0.11229232124705812,0.7006547535224413,0.3025761691687169,4,0.06094547541896038,0.1521831364847391,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,3,12,delta_pca,4,Summarize a paper accurately.,The summary includes a numerical claim.,needs verification,D,B,0,1,0,0,1,0,0.3723199000282188,1.5031109702160181,0.479760210336832,0.0587951102988748,0.5,0.5,0.47150598633369967,low,0.9999809727300126,1.9027269987370588e-05,7.084231259507745e-06,1.0032118339455325,1.9088745625728265e-05,4,0.13197669634474435,0.21257009670399502,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,3,12,random,4,Summarize a paper accurately.,The summary includes a numerical claim.,needs verification,D,B,0,1,0,0,1,0,0.3723199000282188,1.5031109702160181,0.479760210336832,0.0587951102988748,0.5,0.5,0.47150598633369967,low,0.9971275110999674,0.002872488900032555,0.001069484780092289,1.0003491530015585,0.0028817696895997447,4,0.1727908229453478,0.2175433268630619,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,4,12,state_pca,4,Summarize a paper accurately.,The numerical claim is checked.,ready to answer,E,B,0,0,0,0,0,0,0.3462953493585055,1.5451445497408645,0.42627438966212483,0.030989845669867455,0.5,0.5,0.4700618902313878,low,0.7118699710284935,0.2881300289715065,0.09977808904336416,0.7008166093716113,0.28365617062090254,4,0.06171981546086702,0.1532282786387871,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,4,12,delta_pca,4,Summarize a paper accurately.,The numerical claim is checked.,ready to answer,E,B,0,0,0,0,0,0,0.3462953493585055,1.5451445497408645,0.42627438966212483,0.030989845669867455,0.5,0.5,0.4700618902313878,low,0.9999781113796862,2.188862031382577e-05,7.579927418551974e-06,0.9844512312416233,2.1548750890554302e-05,4,0.12892505046325392,0.21312357200826085,1,0
Qwen/Qwen2.5-0.5B,research_summary,browser,4,12,random,4,Summarize a paper accurately.,The numerical claim is checked.,ready to answer,E,B,0,0,0,0,0,0,0.3462953493585055,1.5451445497408645,0.42627438966212483,0.030989845669867455,0.5,0.5,0.4700618902313878,low,0.9981260234046659,0.0018739765953340592,0.0006489493797708707,0.9826279010440644,0.0018448789484494243,4,0.17045535803837025,0.2179403915309196,1,0
Qwen/Qwen2.5-0.5B,math_word_problem,planning,0,12,state_pca,4,Solve a multi-step arithmetic word problem.,A word problem gives quantities and asks for the final total.,can compute,A,A,1,0,0,0,0,0,0.354455835065534,1.568228425232423,0.3930483372665848,0.06964257021457088,0.75,0.75,0.4922944978235985,low,0.6113190219515527,0.38868097804844726,0.13777024064825086,0.7228763314854482,0.4596099081505506,4,0.048629339053205795,0.15478355296289384,1,1
Qwen/Qwen2.5-0.5B,math_word_problem,planning,0,12,delta_pca,4,Solve a multi-step arithmetic word problem.,A word problem gives quantities and asks for the final total.,can compute,A,A,1,0,0,0,0,0,0.354455835065534,1.568228425232423,0.3930483372665848,0.06964257021457088,0.75,0.75,0.4922944978235985,low,0.9993608139188123,0.000639186081187737,0.00022656323616966555,1.1817304108904274,0.0007558287455713408,4,0.1625341357856431,0.22237307290575556,1,1
Qwen/Qwen2.5-0.5B,math_word_problem,planning,0,12,random,4,Solve a multi-step arithmetic word problem.,A word problem gives quantities and asks for the final total.,can compute,A,A,1,0,0,0,0,0,0.354455835065534,1.568228425232423,0.3930483372665848,0.06964257021457088,0.75,0.75,0.4922944978235985,low,0.9894058965125355,0.010594103487464479,0.0037551417984199083,1.1699588580407922,0.0125273815952065,4,0.19929819222388453,0.22457831626463617,1,1
Qwen/Qwen2.5-0.5B,math_word_problem,planning,1,12,state_pca,4,Solve a multi-step arithmetic word problem.,An intermediate calculation was made mentally and may have arithmetic error.,needs check,D,B,0,1,0,0,1,0,0.33685793783164864,1.555300258282028,0.39836140156892264,0.03014529512282116,0.5,0.5,0.48746288727893955,medium,0.614132524454433,0.385867475545567,0.1299825220885838,0.672361451333026,0.42245346981175613,4,0.05110647621224038,0.1601288770992836,1,0
Qwen/Qwen2.5-0.5B,math_word_problem,planning,1,12,delta_pca,4,Solve a multi-step arithmetic word problem.,An intermediate calculation was made mentally and may have arithmetic error.,needs check,D,B,0,1,0,0,1,0,0.33685793783164864,1.555300258282028,0.39836140156892264,0.03014529512282116,0.5,0.5,0.48746288727893955,medium,0.9999970404944398,2.9595055601738807e-06,9.969329400014715e-07,1.0948116810339357,3.2401108465140993e-06,4,0.15451991753137065,0.22707696053218904,1,0
