model,prompt_id,prompt,target,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,rho,v_access,v_inaccess,entropy,varentropy,confidence,rank_whitened_jb,grad_entropy_proj_norm,grad_varentropy_proj_norm
distilbert-base-uncased,3,The bat flew out of the [MASK].,,ambiguous_open,polysemy,ambiguous,2,delta_pca,8,0,0.2622725402154831,0.05108186165357853,0.14368447420304492,3.3757646457673163,0.1947663358566239,0.07260821366131581,8,0.037402927312499994,0.09439935136255084
distilbert-base-uncased,3,The bat flew out of the [MASK].,,ambiguous_open,polysemy,ambiguous,2,random,8,0,0.467513978855958,0.09105598462352582,0.10371035123309748,3.3757646457673163,0.1947663358566239,0.07260821366131581,8,0.05082651769213232,0.11802129051689725
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,2,state_pca,8,0,0.8607791839477067,1.1402310294161069,0.18441883512496998,2.9373617196416504,1.3246498645410747,0.2695491152377521,8,0.4672410789200204,1.134323984942543
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,2,delta_pca,8,0,0.6740749473225708,0.8929132876613757,0.4317365768796996,2.9373617196416504,1.3246498645410747,0.2695491152377521,8,0.24491443230131213,0.6514576634388121
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,2,random,8,0,0.6157073932894227,0.8155967151177722,0.5090531494233018,2.9373617196416504,1.3246498645410747,0.2695491152377521,8,0.15180748619274506,0.3864377818878294
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,2,state_pca,8,0,0.7495780328409725,0.731347672887718,0.24433149705252144,3.0896844211496695,0.9756791699402414,0.22680698830384946,8,0.18965760060255418,0.561674523071225
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,2,delta_pca,8,0,0.5765640920413397,0.5625415747402425,0.4131375951999979,3.0896844211496695,0.9756791699402414,0.22680698830384946,8,0.15488063884005115,0.4701859189814129
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,2,random,8,0,0.7302961250915291,0.7125347171398767,0.26314445280036364,3.0896844211496695,0.9756791699402414,0.22680698830384946,8,0.24697104166890438,0.7324668083884344
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,2,state_pca,8,0,0.46166548537470753,0.12439976525260887,0.14505889950254536,3.341694810093676,0.26945866475515434,0.08153036063474624,8,0.07623977802945908,0.179457476196085
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,2,delta_pca,8,0,0.4810614399955714,0.12962617328639842,0.13983249146875593,3.341694810093676,0.26945866475515434,0.08153036063474624,8,0.07272173638058421,0.1781629306233693
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,2,random,8,0,0.4238855837795157,0.11421964341418736,0.15523902134096693,3.341694810093676,0.26945866475515434,0.08153036063474624,8,0.06726655183057698,0.14780079901444795
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,2,state_pca,8,0,0.5811541582343644,0.1588297561470152,0.11447080257145709,3.3454608906115535,0.27330055871847153,0.104614515746077,8,0.12031078663907216,0.325999221834299
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,2,delta_pca,8,0,0.5606914725023726,0.15323729270358133,0.1200632660148909,3.3454608906115535,0.27330055871847153,0.104614515746077,8,0.10251568886885137,0.24424628156591446
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,2,random,8,0,0.3683735708559561,0.10067670273205151,0.17262385598642083,3.3454608906115535,0.27330055871847153,0.104614515746077,8,0.07523797934153055,0.2067607507780671
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,2,state_pca,8,0,0.5744199160419511,0.2759635180830863,0.20445770405109231,3.2633391081109115,0.4804212221341783,0.1512972487267652,8,0.15920203126253235,0.48918366719602024
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,2,delta_pca,8,0,0.550057595950991,0.26425934249096317,0.21616187964321495,3.2633391081109115,0.4804212221341783,0.1512972487267652,8,0.1369246932071064,0.36961075723712505
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,2,random,8,0,0.499506804499224,0.2399736694818553,0.24044755265232326,3.2633391081109115,0.4804212221341783,0.1512972487267652,8,0.12432991355219301,0.3839578387895191
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,2,state_pca,8,0,0.25004823896138473,0.0349610449389035,0.1048561562704303,3.398643470086192,0.139817201209334,0.05884625027889798,8,0.034973747172585515,0.07166157315485516
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,2,delta_pca,8,0,0.2569385233920403,0.035924425223534014,0.10389277598579977,3.398643470086192,0.139817201209334,0.05884625027889798,8,0.034740916379897714,0.07025741824901169
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,2,random,8,0,0.2527690441766623,0.03534146030913937,0.10447574090019437,3.398643470086192,0.139817201209334,0.05884625027889798,8,0.04068849999237278,0.08453013079169643
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,2,state_pca,8,0,0.19347116147487445,0.026424826751730187,0.11015794119305161,3.4043573376549685,0.13658276794478172,0.08149317230672434,8,0.03397559635636004,0.09900740002728123
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,2,delta_pca,8,0,0.22669574294632505,0.03096273205290782,0.10562003589187402,3.4043573376549685,0.13658276794478172,0.08149317230672434,8,0.04157496614140246,0.11494376102140849
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,2,random,8,0,0.33627349795118333,0.04592916513664653,0.09065360280813528,3.4043573376549685,0.13658276794478172,0.08149317230672434,8,0.045702203631299516,0.12254728636587006
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,2,state_pca,8,0,0.3150646378390767,0.08620499088764344,0.18740550211752144,3.3368266136103326,0.2736104930051653,0.09568762299870788,8,0.06740154544081994,0.16077236343680557
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,2,delta_pca,8,0,0.30461956641729393,0.0833471097464553,0.1902633832587095,3.3368266136103326,0.2736104930051653,0.09568762299870788,8,0.057332989035258165,0.14326381264397264
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,2,random,8,0,0.49570625111092304,0.13563043175220163,0.13798006125296325,3.3368266136103326,0.2736104930051653,0.09568762299870788,8,0.06798750383649878,0.17858437266569377
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,2,state_pca,8,0,0.3623451300752371,0.11231533373953978,0.1976524964234285,3.3311740431935233,0.3099678301629677,0.09583110946471422,8,0.04842426592421382,0.12060439983340748
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,2,delta_pca,8,0,0.28827560771597427,0.0893561646126316,0.22061166555033673,3.3311740431935233,0.3099678301629677,0.09583110946471422,8,0.04932111477676211,0.1240849968469508
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,2,random,8,0,0.11052917584840033,0.034260488807429816,0.2757073413555385,3.3311740431935233,0.3099678301629677,0.09583110946471422,8,0.034222371872288715,0.09484680891987066
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,2,state_pca,8,0,0.893423331297736,1.4124831007799896,0.1684954245158486,2.8404096596512565,1.580978525295839,0.28851907785934167,8,0.6284284192600328,1.394648142419182
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,2,delta_pca,8,0,0.8155536558872832,1.2893728161843065,0.29160570911153383,2.8404096596512565,1.580978525295839,0.28851907785934167,8,0.43242475004386555,1.0581876633256926
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,2,random,8,0,0.5323973824292145,0.841708828544304,0.7392696967515344,2.8404096596512565,1.580978525295839,0.28851907785934167,8,0.19247596224815064,0.4063908930150021
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,2,state_pca,8,0,0.49749384489754533,0.2995648957065468,0.30258304798959984,3.1846010930375357,0.6021479436961474,0.12454422380921257,8,0.1468210744008893,0.3580687520778399
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,2,delta_pca,8,0,0.4898879237375275,0.29498500592012705,0.3071629377760199,3.1846010930375357,0.6021479436961474,0.12454422380921257,8,0.08567516212383822,0.21439721541883114
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,2,random,8,0,0.3671518711044095,0.221079744209713,0.38106819948643356,3.1846010930375357,0.6021479436961474,0.12454422380921257,8,0.10757803709288807,0.2580169841400816
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,2,state_pca,8,0,0.16370528806339135,0.04282825161942082,0.21878975795175745,3.3487827685938427,0.26161800957117887,0.10042955932232733,8,0.03045984483281261,0.06406450174000451
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,2,delta_pca,8,0,0.5343632078298249,0.13979903882050868,0.12181897075066986,3.3487827685938427,0.26161800957117887,0.10042955932232733,8,0.05552718004212236,0.14073438772984193
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,2,random,8,0,0.40256594814513585,0.10531850207486462,0.15629950749631397,3.3487827685938427,0.26161800957117887,0.10042955932232733,8,0.06156630627172871,0.1591909603474438
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,2,state_pca,8,0,0.4923488009329401,0.2558169022324523,0.26376779412044,3.2324990901943176,0.5195846963528925,0.1387828910899811,8,0.14885998301509995,0.4077479630607799
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,2,delta_pca,8,0,0.5870060681354575,0.3049993696694669,0.21458532668342475,3.2324990901943176,0.5195846963528925,0.1387828910899811,8,0.1279734700280391,0.310456277825516
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,2,random,8,0,0.40223087246585915,0.20899300573393237,0.31059169061895975,3.2324990901943176,0.5195846963528925,0.1387828910899811,8,0.09402059793988421,0.28230898280514244
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,2,state_pca,8,0,0.512152245035062,0.14761656892160147,0.14061133665263964,3.3385212291548263,0.28822790557424083,0.10840280650979243,8,0.0994148205420436,0.2867861285308359
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,2,delta_pca,8,0,0.5657215166445714,0.16305672788074801,0.12517117769349265,3.3385212291548263,0.28822790557424083,0.10840280650979243,8,0.10246570459280253,0.23775267012509502
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,2,random,8,0,0.33787845988780946,0.09738600083211357,0.19084190474212756,3.3385212291548263,0.28822790557424083,0.10840280650979243,8,0.07560995426794721,0.21076033234068073
distilbert-base-uncased,0,Yesterday they waited near the [MASK].,,ambiguous_open,open,ambiguous,4,state_pca,8,0,0.7192840345834315,0.4722968193031324,0.18432392659825575,3.1929089275552167,0.6566207459013889,0.15559230872678248,8,0.14331277789625635,0.3880539451783179
distilbert-base-uncased,0,Yesterday they waited near the [MASK].,,ambiguous_open,open,ambiguous,4,delta_pca,8,0,0.6954602154353701,0.45665360540391253,0.19996714049747555,3.1929089275552167,0.6566207459013889,0.15559230872678248,8,0.152248753283673,0.40695942485862946
distilbert-base-uncased,0,Yesterday they waited near the [MASK].,,ambiguous_open,open,ambiguous,4,random,8,0,0.6560538640147935,0.43077857754088134,0.22584216836050636,3.1929089275552167,0.6566207459013889,0.15559230872678248,8,0.08796797526098891,0.24174963016269466
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,4,state_pca,8,0,0.861305793003531,2.8219962646980457,0.454419948476634,2.0550186734193545,3.276416213174679,0.5787859571995235,8,0.6575791580891973,0.9028902424127657
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,4,delta_pca,8,0,0.8971046146257096,2.9392881042735,0.3371281089011835,2.0550186734193545,3.276416213174679,0.5787859571995235,8,0.4446612629180697,0.6347903068594266
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,4,random,8,0,0.8292493026970968,2.7169658601205677,0.5594503530541148,2.0550186734193545,3.276416213174679,0.5787859571995235,8,0.263355584675358,0.3334614728415982
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,4,state_pca,8,0,0.12009895706473553,0.05483222165766871,0.40172646126339223,3.2769383760524717,0.4565586829210613,0.13764115667562257,8,0.03222875566547793,0.11020384006326603
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,4,delta_pca,8,0,0.24910763001317965,0.11373225146440429,0.34282643145665675,3.2769383760524717,0.4565586829210613,0.13764115667562257,8,0.04242455446305998,0.12832360531828432
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,4,random,8,0,0.5139161709723469,0.2346328901509695,0.22192579277009167,3.2769383760524717,0.4565586829210613,0.13764115667562257,8,0.05441496701805222,0.14177731848103306
distilbert-base-uncased,3,The bat flew out of the [MASK].,,ambiguous_open,polysemy,ambiguous,4,state_pca,8,0,0.4898123177507974,0.7035373601697645,0.7328033251776063,2.904661209625763,1.4363406853473706,0.2908217961020008,8,0.1160171761284247,0.30727073110681635
distilbert-base-uncased,3,The bat flew out of the [MASK].,,ambiguous_open,polysemy,ambiguous,4,delta_pca,8,0,0.4716048393418068,0.6773852181533475,0.7589554671940222,2.904661209625763,1.4363406853473706,0.2908217961020008,8,0.0900699698993571,0.2635268334913222
distilbert-base-uncased,3,The bat flew out of the [MASK].,,ambiguous_open,polysemy,ambiguous,4,random,8,0,0.5580853842782123,0.8016007433365182,0.6347399420108517,2.904661209625763,1.4363406853473706,0.2908217961020008,8,0.10394087162918884,0.2851028355761991
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,4,state_pca,8,0,0.251248083130804,0.06476806973224439,0.1930172591155185,3.3536636484462314,0.25778532884776284,0.09032468328786429,8,0.02428294304667607,0.05686591917237835
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,4,delta_pca,8,0,0.2506855912498758,0.06462306757774512,0.1931622612700179,3.3536636484462314,0.25778532884776284,0.09032468328786429,8,0.03057477176867692,0.07589519196780076
distilbert-base-uncased,4,More than one knife are called [MASK].,knives,factual_deep,plural,correct,4,random,8,0,0.6345632345141327,0.1635810920839258,0.09420423676383669,3.3536636484462314,0.25778532884776284,0.09032468328786429,8,0.0504576632350859,0.12391759270197057
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,4,state_pca,8,0,0.27140554628223673,0.03335636134230577,0.08954592197219297,3.4079751442960085,0.12290228331449887,0.06129917299397824,8,0.02008653888761759,0.04621099835178877
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,4,delta_pca,8,0,0.19034962125181315,0.023394403079897874,0.0995078802346009,3.4079751442960085,0.12290228331449887,0.06129917299397824,8,0.019539835331788977,0.04505706298056763
distilbert-base-uncased,5,People sleep in a [MASK].,bed,factual_simple,common,error,4,random,8,0,0.36152532103972573,0.044432287431789494,0.07846999588270925,3.4079751442960085,0.12290228331449887,0.06129917299397824,8,0.02983119002681508,0.06934790664913942
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,4,state_pca,8,0,0.7034953001536743,0.5935557133157446,0.2501680659136071,3.1036281482469485,0.8437237792293488,0.16968476980033773,8,0.2129879270834077,0.5329833893020779
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,4,delta_pca,8,0,0.42098068961127877,0.35519141842140645,0.4885323608079448,3.1036281482469485,0.8437237792293488,0.16968476980033773,8,0.09814082957896175,0.2495168451608881
distilbert-base-uncased,6,The meeting happened near the [MASK] in the museum.,,ambiguous_open,open,ambiguous,4,random,8,0,0.4768656524065345,0.4023428904331113,0.4413808887962386,3.1036281482469485,0.8437237792293488,0.16968476980033773,8,0.08510034342282859,0.21563889974809386
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,4,state_pca,8,0,0.2896332236821611,0.067374083866764,0.1652445467247985,3.3600153410260942,0.23261863059156251,0.07526854503362093,8,0.03014553711166382,0.06503224389495389
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,4,delta_pca,8,0,0.3942883095756802,0.09171880663175674,0.14089982395980558,3.3600153410260942,0.23261863059156251,0.07526854503362093,8,0.029283655946466106,0.06522942715961756
distilbert-base-uncased,7,The capital of Hungary is [MASK].,budapest,factual_deep,capital,correct,4,random,8,0,0.25776585944603514,0.05996114123759384,0.17265748935396852,3.3600153410260942,0.23261863059156251,0.07526854503362093,8,0.033602349232639606,0.08204100975489932
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,4,state_pca,8,0,0.6025941371602465,0.1323669702083851,0.08729492499718511,3.3708866029853355,0.21966189520557072,0.09381287130226666,8,0.07111043366885585,0.18102961846224785
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,4,delta_pca,8,0,0.41139712968984027,0.09036827318980209,0.12929362201576822,3.3708866029853355,0.21966189520557072,0.09381287130226666,8,0.053552031108205236,0.11963934475779195
distilbert-base-uncased,8,The language of Spain is [MASK].,spanish,factual_simple,language,correct,4,random,8,0,0.5312429705695372,0.11669383772994152,0.10296805747562858,3.3708866029853355,0.21966189520557072,0.09381287130226666,8,0.06316590106191346,0.1504040249068492
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,4,state_pca,8,0,0.433020202438254,0.1720029959885553,0.2252140276515409,3.279808803405164,0.39721702364009664,0.11273749981998979,8,0.05456669128614704,0.10797104133679603
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,4,delta_pca,8,0,0.55926827610325,0.22215088005006067,0.17506614359003542,3.279808803405164,0.39721702364009664,0.11273749981998979,8,0.07473636867712925,0.17259281881641728
distilbert-base-uncased,9,The story about the airport mentioned a [MASK].,,ambiguous_open,open,ambiguous,4,random,8,0,0.4517187446479585,0.17943037527150285,0.21778664836859382,3.279808803405164,0.39721702364009664,0.11273749981998979,8,0.049598953298894084,0.11766904583066531
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,4,state_pca,8,0,0.6419451160692103,0.9006918536711461,0.5023749056591637,2.897214773627142,1.403066759330307,0.2544303051798743,8,0.156770039784054,0.39968155162112873
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,4,delta_pca,8,0,0.5852837093925183,0.821192117426183,0.5818746419041264,2.897214773627142,1.403066759330307,0.2544303051798743,8,0.11544312733202201,0.29938680012656016
distilbert-base-uncased,10,Bread is made from [MASK].,flour,factual_deep,common,correct,4,random,8,0,0.684130078320376,0.9598801719493605,0.44318658738094824,2.897214773627142,1.403066759330307,0.2544303051798743,8,0.13288979383121569,0.3063077067705636
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,4,state_pca,8,0,0.6901477820640814,0.5388373690101077,0.2419191341819506,3.1212492872524984,0.7807565031920591,0.18028998905021976,8,0.14909777374738384,0.3859264069779224
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,4,delta_pca,8,0,0.6104040157261246,0.47657690485271986,0.3041795983393397,3.1212492872524984,0.7807565031920591,0.18028998905021976,8,0.12098353218647716,0.29230007693466703
distilbert-base-uncased,11,The plural of child is [MASK].,children,factual_simple,lexical,error,4,random,8,0,0.6159973102644385,0.480943905937777,0.29981259725428355,3.1212492872524984,0.7807565031920591,0.18028998905021976,8,0.09813716751285993,0.25588406828389976
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,4,state_pca,8,0,0.9104071591054225,2.1649934501653854,0.21305622630325188,2.5249526848864825,2.3780496764686387,0.4266702077786024,8,0.45276715313771,0.914695008350025
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,4,delta_pca,8,0,0.55938169766862,1.3302374651633415,1.0478122113052992,2.5249526848864825,2.3780496764686387,0.4266702077786024,8,0.13623593588313876,0.3021647634176161
distilbert-base-uncased,12,The coach talked to the [MASK].,,ambiguous_open,polysemy,ambiguous,4,random,8,0,0.7377551147523753,1.7544183119499719,0.6236313645186673,2.5249526848864825,2.3780496764686387,0.4266702077786024,8,0.18147422258639861,0.436671104175919
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,4,state_pca,8,0,0.504100187915423,0.9946441566534571,0.9784639287978761,2.601466855824408,1.9731080854513332,0.36258446119595417,8,0.2515308249354678,0.5530046417638029
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,4,delta_pca,8,0,0.7265958303479048,1.4336521077146753,0.5394559777366568,2.601466855824408,1.9731080854513332,0.36258446119595417,8,0.26952585218584674,0.6552756106825061
distilbert-base-uncased,13,Ten divided by two equals [MASK].,five,factual_deep,math,error,4,random,8,0,0.5156715753611607,1.0174757547825322,0.9556323306688017,2.601466855824408,1.9731080854513332,0.36258446119595417,8,0.13951447408453924,0.2116746224896055
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,4,state_pca,8,0,0.7510671717082567,1.0527034642443747,0.3489068096410691,2.9538702077621224,1.4016102738854423,0.29112444856275915,8,0.2004915768153885,0.5846755579516988
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,4,delta_pca,8,0,0.7498724551813514,1.0510289372858834,0.35058133659956114,2.9538702077621224,1.4016102738854423,0.29112444856275915,8,0.23103174791680062,0.6849002793484307
distilbert-base-uncased,14,The red planet is [MASK].,mars,factual_simple,science,error,4,random,8,0,0.7970815522667198,1.1171976927815912,0.28441258110385204,2.9538702077621224,1.4016102738854423,0.29112444856275915,8,0.19037237704079957,0.572007563698408
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,4,state_pca,8,0,0.546031597276691,0.2929163720921969,0.2435294554992918,3.2141653824087086,0.5364458275914877,0.10308804557359531,8,0.11425566634485614,0.2501874239101365
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,4,delta_pca,8,0,0.20677343483273325,0.11092274637278031,0.4255230812187083,3.2141653824087086,0.5364458275914877,0.10308804557359531,8,0.04525364097502315,0.10390828772362858
distilbert-base-uncased,15,The patient waited for the [MASK].,,ambiguous_open,role,ambiguous,4,random,8,0,0.4338618547670537,0.23274338174089032,0.30370244585059836,3.2141653824087086,0.5364458275914877,0.10308804557359531,8,0.044796466817698145,0.09265456495578937
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,4,state_pca,8,0,0.7975043474678858,1.67171224145457,0.424467229870362,2.692096429362108,2.0961794713249344,0.3869408629904142,8,0.27279562427697795,0.6752011843318991
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,4,delta_pca,8,0,0.8153484523327977,1.7091166877565678,0.3870627835683703,2.692096429362108,2.0961794713249344,0.3869408629904142,8,0.3401315073034134,0.9078254481297018
distilbert-base-uncased,16,The continent containing Japan is [MASK].,asia,factual_deep,continent,error,4,random,8,0,0.8308805728944471,1.741674800024041,0.35450467130089597,2.692096429362108,2.0961794713249344,0.3869408629904142,8,0.28193275657732014,0.7229744264563066
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,4,state_pca,8,0,0.5170878979633106,0.08900375532441357,0.08312124639188785,3.384889109807283,0.17212500171630143,0.0692679102671955,8,0.02811845555461025,0.06376977185729787
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,4,delta_pca,8,0,0.37510336548540935,0.06456466742796656,0.10756033428833486,3.384889109807283,0.17212500171630143,0.0692679102671955,8,0.03500384356939026,0.07852364510561369
distilbert-base-uncased,17,The capital of Turkey is [MASK].,ankara,factual_simple,capital,correct,4,random,8,0,0.16540074315549919,0.028469603199517846,0.14365539851678366,3.384889109807283,0.17212500171630143,0.0692679102671955,8,0.019106655644072382,0.0411755350821709
distilbert-base-uncased,0,Yesterday they waited near the [MASK].,,ambiguous_open,open,ambiguous,6,state_pca,8,0,0.32061411414173574,0.05335998590889269,0.1130705720586942,3.383070343931421,0.16643055796758693,0.06672617359664239,8,0.08283391294992491,0.1826592390870209
