model,prompt_id,prompt,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,rho,v_access,varentropy,entropy,confidence,margin,source_id,source_token,edit_id,edit_token,edit_target_kind,initial_target_id,initial_target_token,initial_correct,rank_whitened_jb,current_logit_gap_source_minus_edit,required_logit_change,edit_grad_norm,estimated_linear_min_cost,actual_min_cost,edit_success,after_top1_id,after_top1_token,after_edit_margin,source_prob_before,source_prob_after,edit_prob_before,edit_prob_after,edit_prob_gain,source_prob_drop,candidate_kl,top10_jaccard,grad_entropy_proj_norm,fisher_output_fro_norm,side_n,side_top1_flip_rate,side_target_correct_change_rate,side_kl_mean,side_top10_jaccard_mean,side_abs_entropy_delta_mean,side_target_prob_drop_mean
distilbert-base-uncased,5,The opposite of yes is [MASK].,factual_simple,lexical,error,2,delta_pca,8,0,0.2860813823808782,0.06450651356314749,0.2254830881558934,3.3580833065474938,0.008069247049400855,0.19871091842651367,20212,backstage,2053,no,correction_to_target,2053,no,0,8,6.500111103057861,6.500111103057861,0.5724001406245284,11.35588662847949,8.0,0,22216,enslaved,-0.29631805419921875,0.008069247049400855,0.0008127924746803798,1.2130274486429583e-05,0.00060435257681088,0.0005922223023244504,0.007256454574720475,1.359166651111263,0.05263157894736842,0.05022284913074268,0.5960852065536724,12.0,0.8333333333333334,0.0,1.0322460916578187,0.07443957115009746,0.8343442842744165,2.69982964616301e-05
distilbert-base-uncased,5,The opposite of yes is [MASK].,factual_simple,lexical,error,2,random,8,0,0.2206485473707751,0.049752515858274365,0.2254830881558934,3.3580833065474938,0.008069247049400855,0.19871091842651367,20212,backstage,2053,no,correction_to_target,2053,no,0,8,6.500111103057861,6.500111103057861,0.8531183189700365,7.619237517845588,7.244537353515625,1,20106,##sef,2.1696090698242188e-05,0.008069247049400855,4.123737927977311e-05,1.2130274486429583e-05,4.123827397939982e-05,2.9107999492970238e-05,0.008028009670121081,0.8993123961745179,0.1111111111111111,0.04744005694871179,0.571396758981671,12.0,0.8333333333333334,0.0,0.6683213185953698,0.12715714940947137,0.610683494963831,0.000267853734460688
distilbert-base-uncased,7,Left has the opposite meaning of [MASK].,factual_deep,antonym,correct,2,state_pca,8,0,0.5016303252635712,0.1872609317028204,0.37330464741027836,3.320304921130406,0.00783961579598656,0.337003231048584,4385,etc,2157,right,correction_to_target,2157,right,1,8,5.269526243209839,5.269526243209839,1.3213695781633272,3.9879276247106863,3.437835069056014,1,18740,dice,1.2159347534179688e-05,0.00783961579598656,9.522503815436955e-05,4.034303895868305e-05,9.522619603574195e-05,5.4883157077058896e-05,0.007744390757832191,0.5616444908975746,0.17647058823529413,0.13944686144845578,0.6314346730524519,12.0,0.75,0.0,0.4073976836968365,0.30973329502741265,0.24178204767727876,1.7399802926904605e-05
distilbert-base-uncased,7,Left has the opposite meaning of [MASK].,factual_deep,antonym,correct,2,delta_pca,8,0,0.6786795500063401,0.2533542301196827,0.37330464741027836,3.320304921130406,0.00783961579598656,0.337003231048584,4385,etc,2157,right,correction_to_target,2157,right,1,8,5.269526243209839,5.269526243209839,1.2538308845356734,4.202740822707748,3.6421594796031975,1,4180,content,4.5299530029296875e-06,0.00783961579598656,0.000197085781868503,4.034303895868305e-05,0.00019708667465985456,0.0001567436357011715,0.007642530014118058,0.483630568085713,0.3333333333333333,0.13258671772126784,0.6007954965929894,12.0,0.75,0.0,0.3100283913499506,0.3912096890038066,0.28593038268706217,-0.0017544458977421199
distilbert-base-uncased,7,Left has the opposite meaning of [MASK].,factual_deep,antonym,correct,2,random,8,0,0.7839022909306597,0.29263436831997885,0.37330464741027836,3.320304921130406,0.00783961579598656,0.337003231048584,4385,etc,2157,right,correction_to_target,2157,right,1,8,5.269526243209839,5.269526243209839,1.434977934140853,3.672200190565856,3.663529033041899,1,28425,hackney,9.5367431640625e-07,0.00783961579598656,0.0004406191568872116,4.034303895868305e-05,0.00044061957709458523,0.0004002765381359022,0.0073989966390993495,0.42908075091756215,0.1111111111111111,0.16321595549059434,0.5809426489848547,12.0,0.6666666666666666,0.0,0.19407648023479027,0.3609360410830998,0.22032421283385237,-0.00015399511286296917
distilbert-base-uncased,8,The capital of Sweden is [MASK].,factual_simple,capital,correct,2,state_pca,8,0,0.6553674983323486,0.29340668024774996,0.4476979419857631,3.2895078287682704,0.015276544388165749,0.7248544692993164,14128,underway,8947,stockholm,correction_to_target,8947,stockholm,1,8,5.6929566860198975,5.6929566860198975,1.3670548082545981,4.164395349509388,4.0134712848044405,1,9970,observatory,8.58306884765625e-06,0.015276544388165749,0.00023896986287058147,5.147607818622919e-05,0.0002389719139741694,0.0001874958357879402,0.015037574525295168,0.5429053464134094,0.1111111111111111,0.17157614940671195,0.5731714987249437,12.0,0.9166666666666666,0.0,0.272262900702248,0.24193654069815054,0.18712101564323866,-1.5213980653430688e-05
distilbert-base-uncased,8,The capital of Sweden is [MASK].,factual_simple,capital,correct,2,delta_pca,8,0,0.47776763044447,0.21389558489740343,0.4476979419857631,3.2895078287682704,0.015276544388165749,0.7248544692993164,14128,underway,8947,stockholm,correction_to_target,8947,stockholm,1,8,5.6929566860198975,5.6929566860198975,0.7798413243078491,7.300147489712347,7.080841064453125,1,9662,uncertain,3.337860107421875e-06,0.015276544388165749,0.0001070924561339189,5.147607818622919e-05,0.00010709281359415262,5.5616735407923425e-05,0.01516945193203183,1.1505007611039726,0.05263157894736842,0.15129565913109594,0.5833130895267363,12.0,0.9166666666666666,0.0,0.7226190219501182,0.08857212475633529,0.4675676612928416,-7.458382331973167e-05
distilbert-base-uncased,8,The capital of Sweden is [MASK].,factual_simple,capital,correct,2,random,8,0,0.5732315674586013,0.2566345930324884,0.4476979419857631,3.2895078287682704,0.015276544388165749,0.7248544692993164,14128,underway,8947,stockholm,correction_to_target,8947,stockholm,1,8,5.6929566860198975,5.6929566860198975,0.4919740986372339,11.571659365379931,8.0,0,29153,grenada,-1.5883877277374268,0.015276544388165749,0.0008833028983590163,5.147607818622919e-05,0.00018041873364814756,0.00012894265546191836,0.014393241489806733,0.9914770035696405,0.1111111111111111,0.10020254547949149,0.5186939225583002,12.0,0.9166666666666666,0.0,0.7333835641266933,0.09605406490081413,0.6136808209714048,0.0012021378322643237
distilbert-base-uncased,10,Someone who drives a bus can be called a [MASK].,factual_deep,role,correct,2,state_pca,8,0,0.4350648919652536,0.09297561797039627,0.21370517292354096,3.373211162893785,0.008105385336444965,0.2316446304321289,3292,distance,4062,driver,correction_to_target,4062,driver,1,8,4.922327280044556,4.922327280044556,0.8698776101460524,5.658643494937291,5.6153564453125,1,29525,vet,0.0,0.008105385336444965,0.00018659560112985025,5.902474106241184e-05,0.00018659560112985025,0.0001275708600674384,0.007918789735315115,0.50445432957855,0.17647058823529413,0.06969291844009126,0.4749301409893083,12.0,0.4166666666666667,0.0,0.4114018608569289,0.2056489262371615,0.5756646601423334,-3.594775006560391e-06
distilbert-base-uncased,10,Someone who drives a bus can be called a [MASK].,factual_deep,role,correct,2,delta_pca,8,0,0.4168090291410603,0.0890742456486836,0.21370517292354096,3.373211162893785,0.008105385336444965,0.2316446304321289,3292,distance,4062,driver,correction_to_target,4062,driver,1,8,4.922327280044556,4.922327280044556,0.8537136497860065,5.765782568052409,5.70892333984375,1,29525,vet,2.193450927734375e-05,0.008105385336444965,0.00025617368422530364,5.902474106241184e-05,0.0002561793033309829,0.00019715456226857103,0.007849211652219662,0.4892378479876656,0.17647058823529413,0.06046328556236095,0.4990979511336566,12.0,0.6666666666666666,0.0,0.40648977737787056,0.1787065703474372,0.32668949082540444,0.0009410660000750216
distilbert-base-uncased,10,Someone who drives a bus can be called a [MASK].,factual_deep,role,correct,2,random,8,0,0.3607576435847866,0.07709577460577606,0.21370517292354096,3.373211162893785,0.008105385336444965,0.2316446304321289,3292,distance,4062,driver,correction_to_target,4062,driver,1,8,4.922327280044556,4.922327280044556,0.9177026478933105,5.363749675719375,5.460845947265625,1,7822,retreat,1.6689300537109375e-05,0.008105385336444965,0.0005294542823541977,5.902474106241184e-05,0.0005294631186495721,0.0004704383775871603,0.007575931054090768,0.3643151668790962,0.17647058823529413,0.05547673845811074,0.520794251459195,12.0,0.5,0.0,0.3913890028347895,0.20302287581699344,0.43689553726012553,0.0001032208195992323
distilbert-base-uncased,11,The largest planet is [MASK].,factual_simple,science,correct,2,state_pca,8,0,0.6416226938747062,0.46578772740602137,0.7259527006333997,3.1613689664368296,0.02183601932032834,0.39777469635009766,14128,underway,13035,jupiter,correction_to_target,13035,jupiter,1,8,6.945466160774231,6.945466160774231,1.343103728037732,5.171206077226457,4.8490117532696235,1,18747,orion,3.814697265625e-06,0.02183601932032834,0.00010560988670794016,2.102789704637112e-05,0.00010561028957845463,8.458239253208351e-05,0.0217304094336204,0.8388551405955115,0.3333333333333333,0.22598060934909808,0.6406563697999721,12.0,0.75,0.0,0.4470931084370515,0.1965145707405769,0.2570522965274155,-0.0013360466123479272
distilbert-base-uncased,11,The largest planet is [MASK].,factual_simple,science,correct,2,delta_pca,8,0,0.5729530448766064,0.41593681026430307,0.7259527006333997,3.1613689664368296,0.02183601932032834,0.39777469635009766,14128,underway,13035,jupiter,correction_to_target,13035,jupiter,1,8,6.945466160774231,6.945466160774231,1.0294773629241203,6.746594350599781,6.90667724609375,1,7042,sung,3.337860107421875e-06,0.02183601932032834,6.910000826303469e-05,2.102789704637112e-05,6.910023890958062e-05,4.8072341863209504e-05,0.021766919312065303,1.364638575797472,0.25,0.22869893641929886,0.6256493215390564,12.0,0.8333333333333334,0.0,0.6994635083842716,0.12553914953295758,0.5357871399874746,-0.0009867386331893705
distilbert-base-uncased,11,The largest planet is [MASK].,factual_simple,science,correct,2,random,8,0,0.6729287002670282,0.48851440729257406,0.7259527006333997,3.1613689664368296,0.02183601932032834,0.39777469635009766,14128,underway,13035,jupiter,correction_to_target,13035,jupiter,1,8,6.945466160774231,6.945466160774231,0.7312431579046532,9.498162253820158,8.0,0,20881,##chia,-0.9290463924407959,0.02183601932032834,0.0007427662266053976,2.102789704637112e-05,0.00029334076928601044,0.0002723128722396393,0.021093253093722942,0.820519240241468,0.05263157894736842,0.14759328617945539,0.5494226319709687,12.0,0.9166666666666666,0.0,0.5799586587721209,0.1107599472537553,0.40475389209440943,3.714416161490783e-05
distilbert-base-uncased,13,A triangle has [MASK] sides.,factual_deep,math,error,2,state_pca,8,0,0.15527534449450162,0.09027204980109141,0.5813675705886965,3.184573989843595,0.034453051764490726,0.18387651443481445,2048,two,2093,three,correction_to_target,2093,three,0,8,1.0078840255737305,1.0078840255737305,0.2680191528751506,3.760492542274491,3.7334734699197005,1,3674,multiple,2.384185791015625e-06,0.034453051764490726,0.010261083166809303,0.012575035679135552,0.010261107631167153,-0.002313928047968398,0.024191968597681423,0.26499423742374467,0.5384615384615384,0.06359686790276352,0.44164767817812245,12.0,0.4166666666666667,0.0,0.24935628349230432,0.28933239962651724,0.2919132191538641,7.88970716895377e-06
distilbert-base-uncased,13,A triangle has [MASK] sides.,factual_deep,math,error,2,delta_pca,8,0,0.4732118953954922,0.27511004999974986,0.5813675705886965,3.184573989843595,0.034453051764490726,0.18387651443481445,2048,two,2093,three,correction_to_target,2093,three,0,8,1.0078840255737305,1.0078840255737305,0.19903459210196775,5.063863597426218,4.698461208628785,1,3161,active,6.67572021484375e-06,0.034453051764490726,0.0022878635782915082,0.012575035679135552,0.0022878788514796265,-0.010287156827655925,0.03216518818619922,0.5412560401646742,0.17647058823529413,0.0938574658238554,0.4632440794145843,12.0,0.5,0.0,0.36049590292489236,0.24963040771864298,0.3319245144727732,2.1945580220185077e-05
distilbert-base-uncased,13,A triangle has [MASK] sides.,factual_deep,math,error,2,random,8,0,0.36296245260798854,0.21101459928762134,0.5813675705886965,3.184573989843595,0.034453051764490726,0.18387651443481445,2048,two,2093,three,correction_to_target,2093,three,0,8,1.0078840255737305,1.0078840255737305,0.34592297520593457,2.9136082244138826,3.094552826973765,1,3674,multiple,4.76837158203125e-06,0.034453051764490726,0.009886217313193568,0.012575035679135552,0.009886264454463651,-0.0026887712246719004,0.02456683445129716,0.1531519166636358,0.6666666666666666,0.054259041922243574,0.43413843632912114,12.0,0.5833333333333334,0.0,0.1334752160132927,0.3966757643228231,0.13992823838081767,5.0244523805619005e-05
distilbert-base-uncased,14,Five minus two equals [MASK].,factual_simple,math,error,2,state_pca,8,0,0.908609252007625,2.277289977224807,2.506346894655762,2.439261835015707,0.07567317665229555,1.5186848640441895,4414,respectively,2093,three,correction_to_target,2093,three,0,8,7.889169454574585,7.889169454574585,1.6879245525683886,4.6738874925246074,4.041101920483322,1,7615,comment,1.2874603271484375e-05,0.07567317665229555,0.0002866537481382138,2.8360847491947178e-05,0.00028665743871525467,0.0002582965912233075,0.07538652290415733,2.0243247162415656,0.25,0.8528188199605963,0.7116581488744581,12.0,0.6666666666666666,0.0,0.3288282609270851,0.33277969307381067,0.2524198472686396,-0.0009286553050771166
distilbert-base-uncased,14,Five minus two equals [MASK].,factual_simple,math,error,2,delta_pca,8,0,0.9042605957939611,2.266390736227765,2.506346894655762,2.439261835015707,0.07567317665229555,1.5186848640441895,4414,respectively,2093,three,correction_to_target,2093,three,0,8,7.889169454574585,7.889169454574585,1.454482758017382,5.4240377970024065,4.55145263671875,1,7615,comment,2.2411346435546875e-05,0.07567317665229555,0.00047893924946152625,2.8360847491947178e-05,0.0004789499832552465,0.0004505891357632993,0.07519423740283401,1.8224443969116753,0.17647058823529413,0.6768401467289233,0.6195197518707062,12.0,0.8333333333333334,0.0,0.4892195922643239,0.2356729241404164,0.32629042004351744,-4.5541759094335136e-05
distilbert-base-uncased,14,Five minus two equals [MASK].,factual_simple,math,error,2,random,8,0,0.8034134416944583,2.013632784715605,2.506346894655762,2.439261835015707,0.07567317665229555,1.5186848640441895,4414,respectively,2093,three,correction_to_target,2093,three,0,8,7.889169454574585,7.889169454574585,0.5950996627786916,13.256887792101548,8.0,0,2370,himself,-1.8594238758087158,0.07567317665229555,0.0008265334772173498,2.8360847491947178e-05,0.00012874279095996546,0.00010038194346801828,0.07484664317507819,1.3080448499921271,0.05263157894736842,0.3630180475600776,0.5249429132382931,12.0,0.9166666666666666,0.0,0.7557236139765128,0.12458024145330647,0.5557984601765672,-0.0004907483289639975
distilbert-base-uncased,16,People in France pay with the [MASK].,factual_deep,currency,correct,2,state_pca,8,0,0.6343314210561874,0.293168710293469,0.4621696175878071,3.2749653352841968,0.013065104188531372,0.6042842864990234,3732,latter,9944,euro,correction_to_target,9944,euro,1,8,7.1875141859054565,7.1875141859054565,0.9994573932589492,7.191416296865838,7.35675048828125,1,4385,etc,1.1801719665527344e-05,0.013065104188531372,3.504460612306635e-05,9.876774260986381e-06,3.5045019712124125e-05,2.5168245451137744e-05,0.013030059582408306,1.3505356888226454,0.05263157894736842,0.1495984997684837,0.5130362144767446,12.0,0.6666666666666666,0.0,0.8085083798859566,0.1230148492145396,0.5743867829533543,0.001028395176978839
distilbert-base-uncased,16,People in France pay with the [MASK].,factual_deep,currency,correct,2,delta_pca,8,0,0.5248194984051109,0.24255562688051532,0.4621696175878071,3.2749653352841968,0.013065104188531372,0.6042842864990234,3732,latter,9944,euro,correction_to_target,9944,euro,1,8,7.1875141859054565,7.1875141859054565,0.9396763344310722,7.64892540393405,8.0,0,15998,hindwings,-0.1196439266204834,0.013065104188531372,5.42287594001271e-05,9.876774260986381e-06,4.811372393630804e-05,3.823694967532166e-05,0.013010875429131244,1.4764675232225883,0.05263157894736842,0.13378205172953378,0.5278257411809091,12.0,0.8333333333333334,0.0,0.7633997761022862,0.06822612085769979,0.5724437256932973,-9.753985510104666e-06
distilbert-base-uncased,16,People in France pay with the [MASK].,factual_deep,currency,correct,2,random,8,0,0.4309716569002826,0.19918200586078763,0.4621696175878071,3.2749653352841968,0.013065104188531372,0.6042842864990234,3732,latter,9944,euro,correction_to_target,9944,euro,1,8,7.1875141859054565,7.1875141859054565,0.4792727945927093,14.996708068968273,8.0,0,2500,others,-3.11242413520813,0.013065104188531372,0.004439345673666092,9.876774260986381e-06,0.00019751966293737492,0.00018764288867638854,0.00862575851486528,0.7960047145388064,0.17647058823529413,0.09898530919655125,0.4687710621524366,12.0,1.0,0.0,0.866728788460147,0.09382524939800481,0.692747577637467,-2.0062366802839372e-05
distilbert-base-uncased,17,A person who cooks food is a [MASK].,factual_simple,role,error,2,state_pca,8,0,0.4427664754701185,0.20553432777022387,0.46420481033933775,3.2748385276304792,0.011018876373791765,0.025712966918945312,9431,surgeon,10026,chef,correction_to_target,10026,chef,0,8,3.6541500091552734,3.6541500091552734,0.519845535643668,7.029299587291326,8.0,0,4414,respectively,-0.13894939422607422,0.011018876373791765,0.002145669610040328,0.0002852069639166991,0.0018673163290651702,0.001582109365148471,0.008873206763751437,0.7845747942550353,0.0,0.10462746746940042,0.46152809536798334,12.0,0.9166666666666666,0.0,0.680459262769204,0.11018661850705193,0.5341375703356591,-2.351480145849427e-05
distilbert-base-uncased,17,A person who cooks food is a [MASK].,factual_simple,role,error,2,delta_pca,8,0,0.3732590094402066,0.17326862768464057,0.46420481033933775,3.2748385276304792,0.011018876373791765,0.025712966918945312,9431,surgeon,10026,chef,correction_to_target,10026,chef,0,8,3.6541500091552734,3.6541500091552734,0.43814217497454794,8.340101039959338,8.0,0,4414,respectively,-0.944709300994873,0.011018876373791765,0.005160695492227713,0.0002852069639166991,0.002006440094843286,0.0017212331309265868,0.005858180881564052,0.532400482818689,0.05263157894736842,0.09148989207911185,0.4913781922028734,12.0,0.8333333333333334,0.0,0.8331846377163616,0.08505331957344342,0.6258895346218326,0.0014192948843467898
distilbert-base-uncased,17,A person who cooks food is a [MASK].,factual_simple,role,error,2,random,8,0,0.20264721029814275,0.09406980982224546,0.46420481033933775,3.2748385276304792,0.011018876373791765,0.025712966918945312,9431,surgeon,10026,chef,correction_to_target,10026,chef,0,8,3.6541500091552734,3.6541500091552734,0.8198458438373587,4.457118416374121,4.74993646052846,1,8257,joke,1.049041748046875e-05,0.011018876373791765,0.0037242412890379547,0.0002852069639166991,0.0037242803580888,0.0034390733941721007,0.007294635084753811,0.37946588246992125,0.17647058823529413,0.05907990992256508,0.5099998954491428,12.0,0.6666666666666666,0.0,0.3232508096182638,0.30670323685029566,0.4019048954876097,0.00022726027333885957
distilbert-base-uncased,19,A common container for coffee is a [MASK].,factual_deep,common,error,2,state_pca,8,0,0.34967601808150045,0.06029574287672218,0.17243316601331476,3.3998489236875344,0.006091335340493511,0.08156108856201172,8257,joke,2452,cup,correction_to_target,2452,cup,0,8,3.9718995094299316,3.9718995094299316,0.724079269189343,5.485448456322675,5.435028076171875,1,5432,warning,4.76837158203125e-06,0.006091335340493511,0.001255023478999144,0.00011474624154356675,0.001255029463431704,0.0011402832218881372,0.0048363118614943666,0.6128543870632761,0.05263157894736842,0.039629012811520085,0.47654571081480884,12.0,0.9166666666666666,0.0,0.5762482914417554,0.15174578603371175,0.33707861211863416,-0.00020550743336154555
distilbert-base-uncased,19,A common container for coffee is a [MASK].,factual_deep,common,error,2,delta_pca,8,0,0.2593092117494944,0.04471350835838233,0.17243316601331476,3.3998489236875344,0.006091335340493511,0.08156108856201172,8257,joke,2452,cup,correction_to_target,2452,cup,0,8,3.9718995094299316,3.9718995094299316,1.0617891576685254,3.7407610359776333,3.5201274271299456,1,20031,##wari,1.71661376953125e-05,0.006091335340493511,0.0005852946234416006,0.00011474624154356675,0.0005853046707759357,0.00047055842923236893,0.00550604071705191,0.2725065894218432,0.17647058823529413,0.039612326207852835,0.5162969079396067,12.0,0.75,0.0,0.23111199333935595,0.29678260192966077,0.16827433038187012,-1.023962056004252e-06
